,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,15.96,12.28,101.69,137.48,43.6,51.15,54.47,57.32,35.33,53.95,Upgrade
1,Revenue Growth (YoY),-84.31%,-91.07%,133.24%,168.77%,-19.96%,-10.76%,54.16%,6.23%,73.32%,116.91%,Upgrade
2,Cost of Revenue,4.63,16.45,65.96,74.28,24.15,36.52,41.07,45.03,23.65,42,Upgrade
3,Gross Profit,11.33,-4.17,35.73,63.2,19.45,14.63,13.4,12.29,11.68,11.95,Upgrade
4,"Selling, General & Admin",35.29,36.07,32.5,43.57,31.71,35.9,23.45,17.56,23.11,33.32,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-,6.11,-,-,Upgrade
6,Operating Expenses,35.29,41.83,32.5,43.63,31.71,36,23.45,23.66,23.11,33.32,Upgrade
7,Operating Income,-23.96,-45.99,3.23,19.57,-12.26,-21.38,-10.06,-11.38,-11.43,-21.37,Upgrade
8,Interest Expense,-0.23,-0.36,-0.05,-0.04,-4.72,-3.86,-0.06,-0.19,-0.33,-0.47,Upgrade
9,Interest & Investment Income,0.03,0.1,0.04,0.09,0.11,0.03,0.15,0.14,0.34,0.66,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-1.53,-6.28,2.74,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0,0,0.01,Upgrade
12,Other Non Operating Income (Expenses),0.04,-0.02,0.23,-0.7,1.42,0.06,5.17,5.15,7.45,2.98,Upgrade
13,EBT Excluding Unusual Items,-24.13,-46.27,3.45,18.92,-15.45,-26.68,-11.07,-3.54,-3.96,-18.2,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-20.4,-,-0.41,-0.99,6.05,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-0.06,-,5.17,0.43,-0.29,4.37,-0.23,Upgrade
16,Asset Writedown,-,-1.43,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,-24.13,-47.7,3.45,18.86,-15.45,-41.91,-10.64,-4.24,-0.58,-12.38,Upgrade
18,Income Tax Expense,-,-2.18,4.37,5.64,-,0.07,0.22,0.07,0.66,0.69,Upgrade
19,Earnings From Continuing Operations,-24.13,-45.52,-0.93,13.22,-15.45,-41.98,-10.86,-4.31,-1.24,-13.06,Upgrade
20,Minority Interest in Earnings,-,-,-,-,-,-,-,-,0.06,0.69,Upgrade
21,Net Income,-24.13,-45.52,-0.93,13.22,-15.45,-41.98,-10.86,-4.31,-1.19,-12.37,Upgrade
22,Net Income to Common,-24.13,-45.52,-0.93,13.22,-15.45,-41.98,-10.86,-4.31,-1.19,-12.37,Upgrade
23,Shares Outstanding (Basic),438,370,370,370,370,371,370,359,337,337,Upgrade
24,Shares Outstanding (Diluted),438,370,370,370,370,371,370,359,337,337,Upgrade
25,Shares Change (YoY),18.24%,-0.10%,-0.05%,-0.05%,0.05%,3.23%,10.00%,6.67%,-,-,Upgrade
26,EPS (Basic),-0.06,-0.12,-0.00,0.04,-0.04,-0.11,-0.03,-0.01,-0.00,-0.04,Upgrade
27,EPS (Diluted),-0.06,-0.12,-0.00,0.04,-0.04,-0.11,-0.03,-0.01,-0.00,-0.04,Upgrade
28,Free Cash Flow,-37.81,-34.6,1.98,18.65,0.85,-132.53,-1.32,18.16,5.23,5.37,Upgrade
29,Free Cash Flow Per Share,-0.09,-0.09,0.01,0.05,0.00,-0.36,-0.00,0.05,0.02,0.02,Upgrade
30,Operating Margin,-150.14%,-374.51%,3.18%,14.24%,-28.13%,-41.79%,-18.46%,-19.85%,-32.34%,-39.60%,Upgrade
31,Profit Margin,-151.19%,-370.66%,-0.91%,9.61%,-35.45%,-82.07%,-19.94%,-7.52%,-3.35%,-22.93%,Upgrade
32,Free Cash Flow Margin,-236.97%,-281.76%,1.94%,13.57%,1.95%,-259.11%,-2.42%,31.69%,14.79%,9.95%,Upgrade
33,EBITDA,-23.83,-45.74,3.49,19.95,-11.62,-20.84,-9.67,-10.91,-10.95,-20.76,Upgrade
34,D&A For EBITDA,0.13,0.25,0.26,0.38,0.65,0.54,0.39,0.46,0.48,0.61,Upgrade
35,EBIT,-23.96,-45.99,3.23,19.57,-12.26,-21.38,-10.06,-11.38,-11.43,-21.37,Upgrade
