,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,62.31,65.58,61.52,97.08,108.85,62.43,22.58,36.19,61.08,102
1,Short-Term Investments,4.54,4.28,5.48,5.2,5.5,4.9,5.24,5.26,4.83,4.8
2,Cash & Short-Term Investments,66.84,69.85,67,102.28,114.35,67.33,27.82,41.45,65.91,106.81
3,Cash Growth,-0.24%,-31.70%,-41.41%,51.91%,311.07%,62.42%,-57.80%,-61.19%,21.31%,16.83%
4,Accounts Receivable,1.88,1.97,1.36,1.46,1.22,0.22,0.52,0.86,1.25,0.98
5,Other Receivables,0.69,0.83,0.48,3.94,-,0.65,2.59,4.67,0.18,0.48
6,Receivables,2.56,2.8,1.85,5.4,1.22,0.87,3.11,5.52,1.42,1.45
7,Inventory,45.22,45.76,41.99,59.75,58.64,96.72,119.22,118.95,97.53,68.94
8,Prepaid Expenses,5.48,1.12,1.09,3.52,1.09,3.52,5.98,5.31,0.86,0.47
9,Total Current Assets,120.1,119.53,111.93,170.95,175.3,168.43,156.12,171.23,165.72,177.67
10,"Property, Plant & Equipment",14.08,16.55,17.84,5.91,6.69,4.85,5.94,9.11,8.43,6.36
11,Long-Term Investments,1.75,1.75,2.19,2.19,2.16,2.17,2.16,2.16,2.07,2.07
12,Other Long-Term Assets,0.92,0.92,-,-,-,-,-,-,-,-
13,Total Assets,136.85,138.74,131.95,179.05,184.15,175.45,164.22,182.5,176.22,186.1
14,Accounts Payable,0.34,0.44,-,-,-,-,-,-,-,-
15,Accrued Expenses,5.62,5.35,4.55,4.98,4.38,4.77,3.89,9.33,5.59,5.4
16,Short-Term Debt,-,-,-,-,-,-,-,18.86,11.97,-
17,Current Portion of Leases,3.33,4.51,4.33,2.66,3.07,3.14,4.74,5.28,4.49,3.11
18,Current Income Taxes Payable,1.85,2.4,-,-,2.3,1.1,-,-,2.44,-
19,Current Unearned Revenue,-,-,-,-,-,-,-,0,0,0
20,Other Current Liabilities,20.29,0,-,0,-,0.18,-,0.07,0.07,40.07
21,Total Current Liabilities,31.43,12.7,8.88,7.64,9.74,9.19,8.63,33.55,24.56,48.58
22,Long-Term Leases,0.19,1.51,2.53,1.71,2.86,0.5,-,2.66,2.45,1.98
23,Total Liabilities,31.62,14.21,11.42,9.35,12.6,9.69,8.63,36.21,27.01,50.56
24,Common Stock,4,4,4,4,4,4,4,4,4,4
25,Additional Paid-In Capital,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56
26,Retained Earnings,35,54.31,50.31,99.47,101.32,95.53,85.37,76.07,78.99,65.32
27,Comprehensive Income & Other,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
28,Shareholders' Equity,105.23,124.54,120.54,169.7,171.55,165.76,155.59,146.3,149.21,135.54
29,Total Liabilities & Equity,136.85,138.74,131.95,179.05,184.15,175.45,164.22,182.5,176.22,186.1
30,Total Debt,3.52,6.01,6.87,4.37,5.92,3.65,4.74,26.81,18.91,5.09
31,Net Cash (Debt),63.32,63.84,60.14,97.91,108.43,63.68,23.08,14.65,47,101.72
32,Net Cash Growth,5.30%,-34.80%,-44.54%,53.75%,369.86%,334.79%,-50.91%,-85.60%,-1.89%,11.26%
33,Net Cash Per Share,0.16,0.16,0.15,0.24,0.27,0.16,0.06,0.04,0.12,0.25
34,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
35,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
36,Working Capital,88.67,106.83,103.05,163.3,165.56,159.24,147.49,137.68,141.16,129.09
37,Book Value Per Share,0.26,0.31,0.30,0.42,0.43,0.41,0.39,0.37,0.37,0.34
38,Tangible Book Value,105.23,124.54,120.54,169.7,171.55,165.76,155.59,146.3,149.21,135.54
39,Tangible Book Value Per Share,0.26,0.31,0.30,0.42,0.43,0.41,0.39,0.37,0.37,0.34
40,Machinery,-,6.84,-,6.22,-,5.29,-,5.06,-,4.71
41,Leasehold Improvements,-,3.57,-,3.57,-,3.57,-,3.12,-,2.88
