,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,98.54,123.38,129,117.01,87.56,94.29,88.72,57,79,95.56
1,Revenue Growth (YoY),-23.61%,5.44%,47.33%,24.10%,-1.30%,65.41%,12.29%,-40.35%,-24.35%,2.81%
2,Cost of Revenue,80.06,93.61,97.13,98.35,60.91,62.74,61.05,40.3,49.98,64.27
3,Gross Profit,18.48,29.77,31.87,18.66,26.65,31.55,27.67,16.7,29.02,31.3
4,"Selling, General & Admin",18.78,26.31,20.19,22.71,21.01,20.06,17.07,21.77,15.46,19.38
5,Other Operating Expenses,-0.5,-0.63,-0.62,-0.23,-1.54,-0.75,-0.71,1.43,-3.18,-0.99
6,Operating Expenses,18.28,25.69,19.57,22.48,19.47,19.31,16.35,23.2,12.28,18.39
7,Operating Income,0.2,4.09,12.31,-3.82,7.17,12.24,11.32,-6.5,16.74,12.91
8,Interest Expense,-0.21,-0.14,-0.26,-0.07,-0.18,-0.04,-0.22,-0.3,-0.19,-
9,Interest & Investment Income,0.84,0.72,0.99,0.38,-,-,-,-,-,0.06
10,EBT Excluding Unusual Items,0.83,4.67,13.04,-3.51,6.99,12.2,11.1,-6.79,16.55,12.97
11,Gain (Loss) on Sale of Investments,-,-0.44,-,0.02,-,0,-,0.09,-,-0.31
12,Other Unusual Items,-,-,-,0.95,-,-,-,2.57,-,-
13,Pretax Income,0.83,4.23,13.04,-2.54,6.99,12.2,11.1,-4.13,16.55,12.67
14,Income Tax Expense,0.14,0.23,2.2,-0.69,1.2,2.04,1.8,-1.21,2.88,1.63
15,Net Income,0.69,4,10.84,-1.85,5.79,10.16,9.3,-2.91,13.67,11.03
16,Net Income to Common,0.69,4,10.84,-1.85,5.79,10.16,9.3,-2.91,13.67,11.03
17,Net Income Growth,-93.63%,-,87.24%,-,-37.71%,-,-32.01%,-,-12.04%,-4.72%
18,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,400,400
19,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,400,400
20,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.06%
21,EPS (Basic),0.00,0.01,0.03,-0.00,0.01,0.03,0.02,-0.01,0.03,0.03
22,EPS (Diluted),0.00,0.01,0.03,-0.00,0.01,0.03,0.02,-0.01,0.03,0.03
23,EPS Growth,-93.63%,-,87.23%,-,-37.71%,-,-32.01%,-,-12.04%,-4.77%
24,Free Cash Flow,0.38,-3.97,37.98,-8.94,48.89,44.44,6.34,-29.63,-10.02,54.23
25,Free Cash Flow Per Share,0.00,-0.01,0.09,-0.02,0.12,0.11,0.02,-0.07,-0.03,0.14
26,Operating Margin,0.20%,3.31%,9.54%,-3.27%,8.19%,12.98%,12.75%,-11.39%,21.19%,13.51%
27,Profit Margin,0.70%,3.24%,8.40%,-1.58%,6.61%,10.78%,10.48%,-5.11%,17.30%,11.55%
28,Free Cash Flow Margin,0.38%,-3.21%,29.44%,-7.64%,55.83%,47.13%,7.15%,-51.97%,-12.69%,56.74%
29,EBITDA,0.6,4.61,12.61,-3.56,7.52,12.64,11.62,-6.17,17,13.22
30,D&A For EBITDA,0.4,0.52,0.3,0.26,0.35,0.41,0.3,0.32,0.26,0.31
31,EBIT,0.2,4.09,12.31,-3.82,7.17,12.24,11.32,-6.5,16.74,12.91
32,Advertising Expenses,1.02,-,1.25,-,1,-,1.38,-,0.98,-
