,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,493.65,573.87,581.87,540.92,603.79,715.76,754.04,733.6,641.19,860.08
1,Revenue Growth (YoY),-15.16%,6.09%,-3.63%,-24.43%,-19.93%,-2.43%,17.60%,-14.71%,-24.56%,2.51%
2,Cost of Revenue,325.74,426.16,385.02,371.24,366.41,420.38,436.63,444.7,426.78,542.79
3,Gross Profit,167.91,147.7,196.85,169.68,237.39,295.38,317.41,288.89,214.41,317.29
4,"Selling, General & Admin",234.76,266.88,259.28,272.5,274.4,305.64,304.25,305.31,320.59,370.8
5,Other Operating Expenses,-2.14,-2.17,-3.02,-6.87,-1.75,-5.63,-2.42,-9.91,-3.59,-0.43
6,Operating Expenses,232.52,264.7,256.27,264.62,273.65,300.95,300.89,295.42,317,370.36
7,Operating Income,-64.61,-117,-59.42,-94.94,-36.27,-5.57,16.52,-6.52,-102.59,-53.08
8,Interest Expense,-2.9,-6.99,-3.49,-5.6,-5.1,-5.32,-4.55,-4.72,-6.03,-6.35
9,Interest & Investment Income,0.03,0.04,0.07,0.04,0.1,1.22,0.16,0.22,0.18,0.16
10,Currency Exchange Gain (Loss),-3.97,5.65,-13.02,-15.27,-15.41,5.32,1.5,32.1,-7.15,-10
11,Other Non Operating Income (Expenses),-2.79,-,-2.05,-,-,-,-,-,-,-
12,EBT Excluding Unusual Items,-74.24,-118.3,-77.91,-115.78,-56.67,-4.36,13.63,21.07,-115.59,-69.27
13,Gain (Loss) on Sale of Investments,0,0.2,0.04,-3.47,-,-1.14,0.37,1.6,-1.23,-22.45
14,Gain (Loss) on Sale of Assets,-0.53,-0.11,-,-0.01,-,-,-,-0.01,-0,-0
15,Asset Writedown,-4.21,-9.42,-4.28,-2.21,-5.49,-2.76,-,-20.67,-20.3,-
16,Other Unusual Items,0.7,0.04,0.09,-0.42,0.08,0.37,-,3.49,-,-
17,Pretax Income,-78.27,-127.59,-82.05,-121.88,-62.08,-7.88,13.99,5.48,-137.13,-91.72
18,Income Tax Expense,1.95,0.49,0.82,-1.27,1.54,2.09,1.95,-0.04,-1.51,-14.18
19,Earnings From Continuing Operations,-80.22,-128.08,-82.87,-120.61,-63.62,-9.97,12.05,5.52,-135.61,-77.55
20,Minority Interest in Earnings,0.07,0.27,0.18,0.29,1.66,-1,0.27,-0.91,3.92,-0.16
21,Net Income,-80.15,-127.81,-82.69,-120.33,-61.96,-10.97,12.31,4.6,-131.7,-77.7
22,Net Income to Common,-80.15,-127.81,-82.69,-120.33,-61.96,-10.97,12.31,4.6,-131.7,-77.7
23,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
24,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
25,EPS (Basic),-0.10,-0.16,-0.10,-0.15,-0.08,-0.01,0.02,0.01,-0.16,-0.10
26,EPS (Diluted),-0.10,-0.16,-0.10,-0.15,-0.08,-0.01,0.02,0.01,-0.16,-0.10
27,Free Cash Flow,-12.52,12.47,22.87,16.56,43.05,-36.86,97.81,-13.72,109.67,12.75
28,Free Cash Flow Per Share,-0.02,0.02,0.03,0.02,0.05,-0.05,0.12,-0.02,0.14,0.02
29,Operating Margin,-13.09%,-20.39%,-10.21%,-17.55%,-6.01%,-0.78%,2.19%,-0.89%,-16.00%,-6.17%
30,Profit Margin,-16.24%,-22.27%,-14.21%,-22.24%,-10.26%,-1.53%,1.63%,0.63%,-20.54%,-9.03%
31,Free Cash Flow Margin,-2.54%,2.17%,3.93%,3.06%,7.13%,-5.15%,12.97%,-1.87%,17.10%,1.48%
32,EBITDA,-53.61,-104.36,-44.59,-79.39,-26.15,9.3,29.11,4.38,-80.4,-31.68
33,D&A For EBITDA,11,12.63,14.83,15.56,10.12,14.87,12.59,10.91,22.19,21.4
34,EBIT,-64.61,-117,-59.42,-94.94,-36.27,-5.57,16.52,-6.52,-102.59,-53.08
35,Advertising Expenses,5.09,-,7.87,-,8.66,-,18.64,-,27.71,-
