,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,19.27,21.94,19.88,18.49,37.01,19.98,91.45,48.33,112.34,30.69
1,Cash & Short-Term Investments,19.27,21.94,19.88,18.49,37.01,19.98,91.45,48.33,112.34,30.69
2,Cash Growth,-3.07%,18.64%,-46.29%,-7.48%,-59.52%,-58.65%,-18.60%,57.52%,-18.71%,-76.16%
3,Accounts Receivable,52.13,57.05,67.85,57.55,75.62,98.51,96.95,94.24,111.42,134.19
4,Other Receivables,7.85,6.65,7.74,4.89,19.49,29.14,33.6,29.68,32.92,56.74
5,Receivables,59.98,63.7,75.59,62.44,95.11,127.65,130.55,123.91,144.34,190.93
6,Inventory,272.95,303.21,396.31,419.17,450.86,486.22,423.43,436.77,473.91,601.56
7,Prepaid Expenses,0.3,0.58,0.96,2.02,2.28,1.56,21.66,-,-,-
8,Restricted Cash,2.66,2.54,2.03,2.07,5.38,5.41,8.39,5.44,5.5,5.5
9,Other Current Assets,40.2,39.58,44.22,41.28,31.5,33.27,38.47,45.67,66.27,54.52
10,Total Current Assets,395.37,431.54,538.99,545.46,622.14,674.08,713.93,660.12,802.36,883.19
11,"Property, Plant & Equipment",94.65,105.54,125.4,151.67,160.25,167.21,145.53,147.02,192.12,242.21
12,Long-Term Investments,-,-,0.29,0.29,0.29,0.29,-,-,-,-
13,Other Intangible Assets,7.19,7.82,11.36,11.78,12.26,12.36,8.45,8.8,9.81,9.88
14,Long-Term Deferred Tax Assets,14.26,15.99,21.33,21.81,22.05,22.1,22.95,24.4,24.84,24.84
15,Other Long-Term Assets,18.94,19.87,19.03,26.05,33.25,31.11,28.12,24.82,19.02,24.73
16,Total Assets,530.41,580.75,716.4,757.06,850.24,907.16,918.98,865.16,1048,1185
17,Accounts Payable,106.46,117.15,146.11,95.94,113.87,143.6,172.2,93.39,189.73,214.44
18,Accrued Expenses,41.19,56.06,54.93,94.5,61.31,55.38,51.03,67.89,99.36,62.09
19,Short-Term Debt,109.82,76.66,116.57,83.7,63.72,40.48,33.04,33.41,36.26,13.7
20,Current Portion of Leases,56.33,61.53,63.3,75.94,76.63,71.58,56.13,70.06,88.96,101.46
21,Current Income Taxes Payable,0.89,0.68,5.71,5.3,7.55,5.83,6.35,5.96,7.05,7.97
22,Current Unearned Revenue,7.93,9.67,18.83,9.36,10.21,13.36,14.07,22.94,18.37,35.75
23,Other Current Liabilities,29.9,26.44,24.42,20.39,21.76,20.11,21.28,20.64,22.94,19.3
24,Total Current Liabilities,352.52,348.19,429.87,385.13,355.03,350.34,354.1,314.3,462.68,454.71
25,Long-Term Debt,109.66,85.3,-,-,-,-,-,-,-,-
26,Long-Term Leases,31.25,30.99,37.03,46.89,59.61,69.75,64.89,58.92,75.32,91.19
27,Other Long-Term Liabilities,1.49,2.39,3.55,4.47,5.96,5.92,4.26,5.22,6.62,6.69
28,Total Liabilities,495.52,467.47,470.45,436.48,420.61,426,423.25,378.44,544.61,552.58
29,Common Stock,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93
30,Additional Paid-In Capital,323.97,323.97,323.97,323.97,323.97,323.97,323.97,323.97,323.97,323.97
31,Retained Earnings,-402.42,-324.82,-197.69,-116.04,4.27,65.86,76.68,64.37,58.69,189.04
32,Comprehensive Income & Other,100.24,100.93,106.3,98.89,87.07,75.08,79.94,83.05,106.95,101.3
33,Total Common Equity,28.72,107.01,239.51,313.75,422.24,471.84,487.52,478.31,496.54,621.24
34,Minority Interest,6.17,6.28,6.43,6.84,7.4,9.32,8.21,8.41,7,11.04
35,Shareholders' Equity,34.89,113.29,245.94,320.58,429.64,481.15,495.73,486.72,503.53,632.28
36,Total Liabilities & Equity,530.41,580.75,716.4,757.06,850.24,907.16,918.98,865.16,1048,1185
37,Total Debt,307.06,254.48,216.9,206.53,199.96,181.8,154.06,162.39,200.54,206.34
38,Net Cash (Debt),-287.79,-232.54,-197.02,-188.04,-162.94,-161.82,-62.61,-114.06,-88.21,-175.66
39,Net Cash Per Share,-0.36,-0.29,-0.25,-0.24,-0.20,-0.20,-0.08,-0.14,-0.11,-0.22
40,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
41,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
42,Working Capital,42.86,83.35,109.12,160.34,267.11,323.75,359.83,345.82,339.68,428.49
43,Book Value Per Share,0.04,0.13,0.30,0.39,0.53,0.59,0.61,0.60,0.62,0.78
44,Tangible Book Value,21.53,99.18,228.16,301.97,409.98,459.48,479.06,469.52,486.73,611.35
45,Tangible Book Value Per Share,0.03,0.12,0.29,0.38,0.51,0.57,0.60,0.59,0.61,0.76
46,Machinery,-,34.42,-,34.1,-,148.65,-,31.22,-,27.92
47,Leasehold Improvements,-,138.84,-,125.52,-,-13.45,-,150.36,-,141.41
