,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,271.14,349.49,352.49,376.81,351.75,313.15,276.52,412.68,291.12,1283
1,Short-Term Investments,34.69,27.31,36.62,31.98,19.27,39.01,75.13,38.89,137.41,228.81
2,Trading Asset Securities,1.05,0.25,0.27,-,0.28,0.3,55,-,4.3,-
3,Cash & Short-Term Investments,306.88,377.05,389.37,408.79,371.29,352.46,406.65,451.58,432.83,1512
4,Cash Growth,-21.19%,-7.77%,4.87%,15.98%,-8.69%,-21.95%,-6.05%,-70.13%,-77.33%,-19.91%
5,Accounts Receivable,271.58,267.73,226.55,233.57,223.9,264.18,224.95,218.63,544.29,829.24
6,Other Receivables,51.2,54.96,58.98,67.72,79.82,73.21,67.49,61.08,90.85,106.4
7,Receivables,350.39,352.87,315.96,311.68,314.01,347.6,292.44,279.71,635.14,935.64
8,Inventory,0.64,3.03,1.35,-,-,-,-,-,-,-
9,Prepaid Expenses,-,-,-,-,19.67,-,12.73,10.16,17.75,20.28
10,Restricted Cash,102.15,121.68,123.24,128.83,189.47,225.09,221.71,221.74,445.49,810.3
11,Other Current Assets,18.35,27.35,20.85,22.74,30.89,37.94,52.14,44.19,153,708.11
12,Total Current Assets,778.41,881.97,850.76,872.03,925.33,963.09,985.67,1007,1684,3986
13,"Property, Plant & Equipment",168.02,142.33,122.6,116.35,106.76,110.12,115.64,128.31,177.46,234.9
14,Long-Term Investments,89,86.46,87.41,100.95,139.46,127.94,114.31,132.79,272.51,271.03
15,Goodwill,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,-,336.59
16,Other Intangible Assets,3.73,4.65,6.07,6.97,317.93,315.39,316.82,467.39,834.18,516.26
17,Long-Term Deferred Tax Assets,12.05,15.17,9.64,5.39,27.45,8.63,108.05,101.75,386.76,390.89
18,Other Long-Term Assets,10.23,0.63,0.29,1.07,0.29,0.29,0.29,0.39,3.5,4.46
19,Total Assets,1095,1165,1111,1137,1551,1559,1675,1872,3359,5740
20,Accounts Payable,10.44,18.18,15.86,18.06,29.94,26.25,9.13,8.15,11.22,27.47
