,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,85.41,63.4,120.58,113.94,242.71,199.14,189.45,90.78,125.3,502.67
1,Other Revenue,27.83,12,14.3,17.06,15.72,24.99,15.35,12.64,33.01,137.38
2,Revenue,113.25,75.4,134.88,131.01,258.44,224.13,204.8,103.42,158.31,640.05
3,Revenue Growth (YoY),-16.04%,-42.44%,-47.81%,-41.55%,26.19%,116.72%,29.37%,-83.84%,-88.61%,-57.99%
4,Cost of Revenue,108.59,80.13,123.75,134.47,196.57,150.89,113.92,156.47,152.48,415.87
5,Gross Profit,4.66,-4.73,11.14,-3.47,61.87,73.24,90.88,-53.05,5.82,224.18
6,"Selling, General & Admin",46.01,42.53,37.74,56.1,70.89,62.14,92.4,97.29,104.21,357.63
7,Research & Development,28.03,8.78,9.54,7.27,21.54,25.79,24.4,31.04,39,76.25
8,Other Operating Expenses,-71.68,-131.49,-5.71,-7.32,-6.7,-7.61,-13.56,-4.71,-8.45,-18.27
9,Operating Expenses,9.68,-74.58,44.01,42.2,95.2,111.77,107.99,699.6,224.24,751.12
10,Operating Income,-5.03,69.84,-32.88,-45.67,-33.33,-38.53,-17.11,-752.65,-218.41,-526.95
11,Interest Expense,-,-10.39,-,-10.52,-4.9,-9.71,-4.25,-16.72,-0.05,-33.53
12,Interest & Investment Income,0.72,11.59,3.32,7.99,-,5.54,-,9.48,3.95,35.87
13,Earnings From Equity Investments,-0.12,-0.59,-12.65,-8.68,-3.25,-0.91,-1.21,-1.2,-4.55,1.52
14,Currency Exchange Gain (Loss),-,-1.2,-,0,-,0.9,-,-0.13,-,-5.74
15,Other Non Operating Income (Expenses),-38.06,-74.44,32.88,53.36,22.23,44.18,-25.77,535.8,-518.8,-737.46
16,EBT Excluding Unusual Items,-42.48,-5.18,-9.33,-3.51,-19.26,1.48,-48.34,-225.42,-737.86,-1266
17,Impairment of Goodwill,-,-,-,-,-,-,-,-302.84,-,-145.79
18,Gain (Loss) on Sale of Investments,0.35,2.05,-0.89,-41.42,0.75,10.53,-25.67,-119.93,-2.67,-129.15
19,Gain (Loss) on Sale of Assets,-2.84,-,-,-30.96,-,-,-,-5.41,5.41,-
20,Asset Writedown,-,-,-,-,-,-,-148.9,-26.67,-15.21,-
21,Pretax Income,-44.97,-3.14,-10.22,-75.89,-18.51,12.01,-222.92,-680.27,-750.34,-1541
22,Income Tax Expense,3.16,-6.2,-4.01,1.43,1.81,78.33,-28.54,276.09,9.71,-236.5
23,Earnings From Continuing Operations,-48.13,3.06,-6.21,-77.32,-20.31,-66.32,-194.38,-956.36,-760.05,-1305
24,Minority Interest in Earnings,5.96,7.84,6.34,1.01,13.92,9.92,17.09,-11.87,29.21,-7.68
25,Net Income,-42.17,10.9,0.13,-76.31,-6.39,-56.4,-177.29,-968.23,-730.84,-1312
26,Net Income to Common,-42.17,10.9,0.13,-76.31,-6.39,-56.4,-177.29,-968.23,-730.84,-1312
27,Shares Outstanding (Basic),1221,1216,1225,1221,1219,1212,1211,1174,1003,1000
28,Shares Outstanding (Diluted),1221,1216,1225,1221,1219,1212,1211,1174,1003,1000
29,Shares Change (YoY),-0.34%,-0.42%,0.49%,0.76%,0.65%,3.23%,20.75%,17.37%,-6.93%,-5.39%
30,EPS (Basic),-0.03,0.01,0.00,-0.06,-0.01,-0.05,-0.15,-0.82,-0.73,-1.31
31,EPS (Diluted),-0.03,0.01,0.00,-0.06,-0.01,-0.05,-0.15,-0.82,-0.73,-1.31
32,Free Cash Flow,-72.69,18.7,-10.43,43.21,64.75,46.54,-71.25,17.03,-1148,-42.53
33,Free Cash Flow Per Share,-0.06,0.02,-0.01,0.04,0.05,0.04,-0.06,0.01,-1.14,-0.04
34,Operating Margin,-4.44%,92.63%,-24.37%,-34.86%,-12.90%,-17.19%,-8.36%,-727.76%,-137.97%,-82.33%
35,Profit Margin,-37.23%,14.46%,0.10%,-58.25%,-2.47%,-25.16%,-86.57%,-936.21%,-461.66%,-205.05%
36,Free Cash Flow Margin,-64.18%,24.79%,-7.73%,32.98%,25.06%,20.76%,-34.79%,16.46%,-725.07%,-6.65%
37,EBITDA,10.07,78.41,-27.88,-42.15,-22.92,-35.09,-1.08,-744.19,-177.55,-509.45
38,D&A For EBITDA,15.09,8.57,4.99,3.52,10.41,3.44,16.04,8.46,40.86,17.5
39,EBIT,-5.03,69.84,-32.88,-45.67,-33.33,-38.53,-17.11,-752.65,-218.41,-526.95
40,Revenue as Reported,116.57,78.69,138.47,133.83,261.91,229.11,210.99,109.71,164.6,645.22
