,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,34,117,60,130,902,902,2644,3393,3516,3072,3586,Upgrade
1,Market Cap Growth,-9.99%,-9.99%,-93.39%,-85.59%,-65.90%,-73.42%,-24.78%,10.47%,-1.96%,-5.56%,14.67%,Upgrade
2,Enterprise Value,22171,23175,24904,27527,21108,21108,20924,23840,19055,17675,21085,Upgrade
3,Last Close Price,0.02,0.08,0.04,0.09,0.59,0.59,1.73,2.22,2.05,1.97,2.03,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,2.94,3.09,3.05,3.55,Upgrade
5,PS Ratio,0.00,0.02,0.01,0.02,0.10,0.07,0.16,0.19,0.23,0.20,0.24,Upgrade
6,PB Ratio,0.04,0.04,0.01,0.02,0.12,0.08,0.19,0.25,0.26,0.30,0.35,Upgrade
7,P/TBV Ratio,-,-,0.81,0.35,0.48,0.17,0.36,0.47,0.49,0.54,0.60,Upgrade
8,P/FCF Ratio,0.04,0.15,0.04,0.17,2.30,-0.18,-,-,-,-,3.24,Upgrade
9,P/OCF Ratio,0.15,0.15,0.04,0.17,2.23,-0.18,-,-,-,-,3.22,Upgrade
10,EV/Sales Ratio,2.87,3.00,3.10,3.18,2.36,1.65,1.26,1.35,1.26,1.13,1.42,Upgrade
11,EV/EBITDA Ratio,-,-,-128.87,-,-,-,14.75,12.15,10.59,7.91,11.11,Upgrade
12,EV/EBIT Ratio,-,-,-122.03,-,-,-,14.86,12.25,10.67,7.94,11.17,Upgrade
13,EV/FCF Ratio,27.71,28.97,16.84,36.91,53.78,-4.17,-,-,-,-,19.06,Upgrade
14,Debt / Equity Ratio,7.22,7.22,4.24,3.94,3.07,2.19,2.07,2.29,2.14,2.26,2.26,Upgrade
15,Debt / FCF Ratio,23.67,23.67,13.29,28.57,56.60,-4.96,-,-,-,-,20.77,Upgrade
16,Return on Capital Employed (ROCE),-,-,-1.89%,-,-,-,4.73%,5.93%,5.98%,9.48%,8.35%,Upgrade
17,Earnings Yield,-5841.93%,-1691.09%,-3180.75%,-3469.20%,-535.22%,-211.69%,5.92%,34.01%,32.36%,32.76%,28.19%,Upgrade
18,FCF Yield,2363.38%,684.14%,2479.98%,573.98%,43.52%,-560.72%,-225.15%,-35.40%,-53.15%,-10.91%,30.84%,Upgrade
19,Buyback Yield / Dilution,-0.08%,-0.14%,-0.02%,0.02%,-0.03%,-0.02%,-8.97%,-9.91%,-0.88%,0.19%,0.61%,Upgrade
20,Total Shareholder Return,-0.08%,-0.14%,-0.02%,0.02%,-0.03%,-0.02%,-8.97%,-9.91%,-0.88%,0.19%,0.61%,Upgrade
