,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,2045,3009,1867,4595,3701,3196,3065,3779,7920,4217
1,Short-Term Investments,1003,2277,4218,3654,1346,2058,2137,41.64,2046,575.83
2,Trading Asset Securities,8521,5939,5331,3263,5090,5244,4937,5540,3566,1560
3,Cash & Short-Term Investments,11569,11225,11415,11513,10137,10497,10139,9361,13532,6354
4,Cash Growth,1.35%,-2.50%,12.61%,9.67%,-0.03%,12.14%,-25.07%,47.33%,82.39%,-33.79%
5,Accounts Receivable,1310,1147,1350,1221,1704,1371,1636,1176,1160,1111
6,Other Receivables,217.5,156.86,173.25,133.33,143.36,259.1,390.35,441.18,101.69,122.69
7,Receivables,1527,1304,1523,1354,1847,1630,2026,1617,1262,1233
8,Inventory,93.45,125.93,198.58,162.55,246.06,103.62,398.07,112.08,160.47,102.53
9,Prepaid Expenses,-,-,-,-,-,0.42,-,4.1,7.98,19.07
10,Restricted Cash,100.34,75.07,84.8,75,75,75,75.09,76.08,-,-
11,Other Current Assets,112.06,116.87,106.05,239.56,201.35,77.41,118.45,224.87,293.69,48.14
12,Total Current Assets,13402,12847,13327,13344,12506,12384,12757,11395,15256,7757
13,"Property, Plant & Equipment",119.65,117.25,166.63,213.09,271.5,338.74,336.94,345.63,281.68,314.76
14,Long-Term Investments,1558,1521,1306,1370,2655,3215,3711,5766,1876,3277
15,Goodwill,1678,1678,1678,1678,1678,969.93,969.93,969.93,969.93,969.93
16,Other Intangible Assets,22.35,32.17,42.49,57.54,74.58,90.92,105.59,87.73,101.97,114.26
17,Other Long-Term Assets,-,-,-,-,-,-,-,-,76.85,21.77
18,Total Assets,16780,16195,16520,16662,17184,16999,17881,18565,18563,12454
19,Accounts Payable,852.78,685.81,888.82,791.74,806.47,818.08,1136,817.18,509.35,433.65
20,Accrued Expenses,1008,690.89,961.85,813.05,980.88,840.69,903.47,1019,775.31,825.24
21,Current Portion of Leases,28.62,29.02,43.62,64.21,73,91.95,80.38,91.1,74.84,76.26
22,Current Income Taxes Payable,147.63,116.33,102.96,105.49,152.35,145.97,158.42,104.86,134.01,103.05
23,Current Unearned Revenue,953.04,967.13,852.08,1078,1139,1164,1205,1309,1099,1359
24,Other Current Liabilities,10087,214.07,247.75,281.55,300.37,265.49,190.3,94.05,75.09,89.47
25,Total Current Liabilities,13077,2703,3097,3134,3452,3326,3674,3435,2668,2887
26,Long-Term Debt,10.5,10.5,-,10.5,-,-,-,-,-,-
27,Long-Term Leases,16.38,19.73,49.99,70.75,103.49,135.83,120.92,98.14,39.12,59.1
28,Other Long-Term Liabilities,96,95.74,105.99,97.34,97.15,0.05,0.04,0.04,0.04,0.05
29,Total Liabilities,13200,2829,3253,3312,3653,3462,3795,3533,2707,2946
30,Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03
31,Additional Paid-In Capital,10551,20344,20342,20342,20280,20250,20240,20083,20083,12950
32,Retained Earnings,-7133,-7158,-7214,-7136,-6892,-6781,-6357,-5698,-4819,-4084
33,Treasury Stock,-0,-0,-0,-0,-0,-0,-367.86,-0,-0,-0
34,Comprehensive Income & Other,171.01,192.27,155.56,145.29,144.21,66.51,568.15,623.01,569.16,618.58
35,Total Common Equity,3589,13379,13284,13351,13532,13536,14083,15008,15833,9485
36,Minority Interest,-9.75,-12.66,-16.64,-1.32,-1.07,0.98,2.46,23.21,22.99,23.4
37,Shareholders' Equity,3580,13366,13267,13350,13531,13537,14086,15031,15856,9508
38,Total Liabilities & Equity,16780,16195,16520,16662,17184,16999,17881,18565,18563,12454
39,Total Debt,55.5,59.25,93.61,145.45,176.49,227.78,201.3,189.24,113.97,135.37
40,Net Cash (Debt),11514,11166,11322,11367,9960,10270,9938,9172,13418,6218
41,Net Cash Growth,1.70%,-1.77%,13.67%,10.69%,0.22%,11.97%,-25.93%,47.50%,83.21%,-34.34%
42,Net Cash Per Share,8.64,10.31,10.48,10.53,9.23,9.48,8.99,8.33,12.79,6.16
43,Filing Date Shares Outstanding,1084,1119,1080,1119,1079,1119,1147,1147,1147,1067
44,Total Common Shares Outstanding,1084,1119,1080,1119,1079,1119,1147,1147,1147,1067
45,Working Capital,325.22,10144,10230,10210,9054,9058,9083,7960,12588,4870
46,Book Value Per Share,3.31,11.96,12.30,11.93,12.55,12.10,12.28,13.08,13.80,8.89
47,Tangible Book Value,1889,11669,11563,11616,11780,12475,13008,13951,14761,8401
48,Tangible Book Value Per Share,1.74,10.43,10.70,10.38,10.92,11.15,11.34,12.16,12.87,7.87
49,Machinery,333.43,322.75,328.37,327.22,321.97,317.11,313.63,323.37,297.37,280.84
50,Leasehold Improvements,138.36,137.25,135.18,132.55,124.81,121.07,98.62,92.11,87.34,83.07
