,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,2715,2093,2451,2222,3374,2831,3516,3818,4119,2747
1,Revenue Growth (YoY),10.74%,-5.79%,-27.35%,-21.50%,-4.03%,-25.86%,-14.65%,39.02%,47.50%,20.86%
2,Cost of Revenue,1865,1420,1658,1507,2455,2079,2834,2793,3077,1925
3,Gross Profit,849.56,673.8,793.15,715.36,919.59,751.64,681.64,1025,1043,821.6
4,"Selling, General & Admin",932.15,761.34,1110,1207,1436,1433,1599,2004,1441,1163
5,Other Operating Expenses,-11.1,-11.73,-86,-37.54,-20.77,-54.54,-15.8,-41.71,-33.88,-23.79
6,Operating Expenses,921.05,749.6,1024,1169,1415,1378,1584,1962,1407,1139
7,Operating Income,-71.49,-75.81,-230.51,-454.11,-495.72,-626.49,-901.89,-936.99,-364.14,-317.49
8,Interest Expense,-1.86,-1.54,-2.84,-4.04,-5.86,-5.25,-7.11,-3.72,-3.22,-2.77
9,Interest & Investment Income,86.56,120.65,138.07,144.58,139.84,166.5,206.49,170.96,113.96,134.08
10,Earnings From Equity Investments,0.55,-0.27,2.67,-2.42,-31.19,-35.13,-29.08,-9.69,-66.98,-54.91
11,Currency Exchange Gain (Loss),-21.61,0.72,-0.97,-1.9,27.28,9.67,-6.55,-36.1,-392.93,25.23
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,2.5,-2.5,-,-
13,EBT Excluding Unusual Items,-7.86,43.76,-93.59,-317.89,-365.66,-490.7,-735.64,-818.04,-713.32,-215.86
14,Gain (Loss) on Sale of Investments,40.98,16.89,3.39,73.63,286.99,30.3,77.6,-52.62,-19.01,6.84
15,Gain (Loss) on Sale of Assets,-,-,0.98,-,-,-,5.09,-,-,-
16,Legal Settlements,-,-,1.59,-,-97.11,-,-,-,-,-
17,Pretax Income,33.12,60.65,-87.63,-244.26,-175.78,-460.4,-652.95,-870.66,-732.33,-209.02
18,Income Tax Expense,5.43,0.02,2.36,0.6,-0.13,3.54,7.11,8.69,2.97,4.18
19,Earnings From Continuing Operations,27.69,60.63,-89.99,-244.87,-175.65,-463.94,-660.06,-879.34,-735.3,-213.21
20,Minority Interest in Earnings,-2.91,-3.98,12.02,0.25,2.05,1.49,1.43,-0.22,0.41,-0.38
21,Net Income,24.78,56.65,-77.98,-244.62,-173.6,-462.46,-658.62,-879.56,-734.89,-213.59
22,Net Income to Common,24.78,56.65,-77.98,-244.62,-173.6,-462.46,-658.62,-879.56,-734.89,-213.59
23,Shares Outstanding (Basic),1080,1084,1080,1080,1079,1083,1105,1100,1049,1010
24,Shares Outstanding (Diluted),1333,1084,1080,1080,1079,1083,1105,1100,1049,1010
25,Shares Change (YoY),23.42%,0.36%,0.17%,-0.33%,-2.41%,-1.56%,5.37%,8.98%,4.58%,1.07%
26,EPS (Basic),0.02,0.05,-0.07,-0.23,-0.16,-0.43,-0.60,-0.80,-0.70,-0.21
27,EPS (Diluted),0.02,0.05,-0.07,-0.23,-0.16,-0.43,-0.60,-0.80,-0.70,-0.21
28,Free Cash Flow,210.63,-145.54,-241.42,-84.4,-744.15,-100.91,-1138,-353.8,-791.42,-384.02
29,Free Cash Flow Per Share,0.16,-0.13,-0.22,-0.08,-0.69,-0.09,-1.03,-0.32,-0.75,-0.38
30,Operating Margin,-2.63%,-3.62%,-9.40%,-20.44%,-14.69%,-22.13%,-25.65%,-24.54%,-8.84%,-11.56%
31,Profit Margin,0.91%,2.71%,-3.18%,-11.01%,-5.15%,-16.34%,-18.73%,-23.04%,-17.84%,-7.78%
32,Free Cash Flow Margin,7.76%,-6.95%,-9.85%,-3.80%,-22.05%,-3.56%,-32.38%,-9.27%,-19.21%,-13.98%
33,EBITDA,-54.4,-55.21,-201.44,-418.22,-460.86,-587.84,-867.52,-895.12,-324.58,-280.62
34,D&A For EBITDA,17.09,20.6,29.07,35.89,34.86,38.66,34.37,41.87,39.56,36.87
35,EBIT,-71.49,-75.81,-230.51,-454.11,-495.72,-626.49,-901.89,-936.99,-364.14,-317.49
36,Advertising Expenses,-,-,-,-,-,175.33,-,373.68,-,-
