,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,16881,6937,12799,19870,21190,23831,26012,32085,110943,107846,125834
1,Market Cap Growth,-65.09%,-65.09%,-39.60%,-16.62%,-18.54%,-25.73%,-76.55%,-70.25%,-11.83%,77.74%,262.21%
2,Enterprise Value,4618,-5075,320,7586,9929,11802,13817,21082,95036,101049,117665
3,Last Close Price,7.81,6.20,4.07,6.32,6.74,7.58,8.27,10.09,34.42,33.46,41.96
4,PE Ratio,104.84,80.05,-558.51,-,-,-,-,-,-,-,-
5,Forward PE,71.23,23.36,-,-,-,-,-,-,-,-,-
6,PS Ratio,1.55,1.36,2.62,3.86,3.50,3.40,3.50,3.56,11.62,13.23,20.71
7,PB Ratio,1.95,1.82,0.89,1.36,1.47,1.56,1.64,1.86,6.14,5.73,12.06
8,P/TBV Ratio,3.45,3.45,1.02,1.56,1.69,1.79,1.78,2.01,6.61,6.15,13.65
9,P/FCF Ratio,243.73,100.15,-,-,-,-,-,-,-,-,-
10,P/OCF Ratio,65.62,65.62,-,-,-,-,-,-,-,-,-
11,EV/Sales Ratio,0.90,-,0.07,1.47,1.64,1.68,1.86,2.34,9.96,12.39,19.36
12,Debt / Equity Ratio,0.02,0.02,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
13,Debt / FCF Ratio,0.85,0.85,-,-,-,-,-,-,-,-,-
14,Earnings Yield,0.51%,1.25%,-0.18%,-1.79%,-2.13%,-3.02%,-5.05%,-5.88%,-1.75%,-1.04%,-0.59%
15,FCF Yield,0.41%,1.00%,-3.25%,-1.81%,-4.22%,-4.01%,-5.58%,-5.71%,-1.24%,-1.29%,-0.41%
16,Buyback Yield / Dilution,-11.89%,-23.42%,-0.36%,-0.17%,0.33%,2.41%,1.56%,-5.37%,-8.98%,-4.58%,-1.07%
17,Total Shareholder Return,-11.89%,-23.42%,-0.36%,-0.17%,0.33%,2.41%,1.56%,-5.37%,-8.98%,-4.58%,-1.07%
