,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,3785118,3501740,3643429,3623187,3385352,3152578,2985587,2894502,2762933,2676908,2854019,2833778,2732572,2436465,2249045,2024140,2089737,2155335,2277158,2389610,2014769,Upgrade
1,Market Cap Growth,11.08%,11.08%,22.03%,25.17%,22.53%,17.77%,4.61%,2.14%,1.11%,9.87%,26.90%,40.00%,30.76%,13.04%,-1.23%,-15.29%,3.72%,6.98%,8.00%,10.87%,-2.27%,Upgrade
2,Enterprise Value,3743140,3353127,3616336,3683300,3445465,3172122,3014985,2971260,2752803,2807080,2944281,3011522,2997408,2858788,2739850,2529993,2679952,2701149,2866463,3000683,2701503,Upgrade
3,PE Ratio,13.25,12.26,15.37,15.69,12.91,11.85,13.12,12.72,10.63,8.66,7.83,7.74,8.36,9.48,9.72,20.00,-,35.36,-,12.14,-,Upgrade
4,PS Ratio,6.24,5.58,6.29,6.03,5.16,4.77,4.55,4.48,3.99,3.59,3.67,3.67,3.76,3.70,3.72,4.41,5.01,5.02,4.90,3.80,3.10,Upgrade
5,PB Ratio,2.83,2.62,3.01,3.39,2.50,2.32,2.34,2.53,2.03,1.85,2.03,2.24,1.95,1.82,1.74,1.75,1.87,1.92,2.16,2.26,1.61,Upgrade
6,P/FCF Ratio,9.38,8.68,8.67,8.87,9.37,11.26,7.29,8.06,6.90,5.64,6.49,5.85,6.47,5.80,7.27,8.11,8.47,9.12,6.53,5.87,4.69,Upgrade
7,P/OCF Ratio,8.68,8.68,8.65,8.84,9.32,11.18,7.27,8.02,6.87,5.61,6.46,5.83,6.46,5.78,7.25,8.07,8.42,9.07,6.50,5.85,4.68,Upgrade
8,EV/Sales Ratio,5.96,5.34,6.24,6.13,5.26,4.80,4.59,4.60,3.98,3.76,3.78,3.91,4.12,4.35,4.53,5.51,6.43,6.29,6.16,4.77,4.15,Upgrade
