,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7068,7914,8228,6783,6607,6073,5350,3421,3006,2637
1,Short-Term Investments,1005,821.13,6.02,29.45,227.09,99.11,50.25,453.6,350.33,319.98
2,Trading Asset Securities,2614,2790,3744,3959,3667,2927,4171,2668,3999,3433
3,Cash & Short-Term Investments,10687,11525,11978,10771,10501,9100,9571,6542,7355,6389
4,Cash Growth,-10.78%,7.00%,14.06%,18.36%,9.71%,39.08%,30.14%,2.40%,89.64%,58.56%
5,Accounts Receivable,798.55,545.94,732,388.32,443.8,392.61,714.62,388.32,342.67,181.87
6,Other Receivables,-,414.99,-,305.24,-,228.24,-,194.58,-,137.16
7,Receivables,798.55,970.33,732,709.77,443.8,629.8,714.62,599.74,342.67,319.03
8,Inventory,1653,955.44,1132,1458,1130,1194,1033,680.25,573.6,638.94
9,Prepaid Expenses,-,-,-,-,-,0.79,-,63.62,-,127.99
10,Other Current Assets,3938,3391,3547,4457,4103,4090,3344,5488,1413,1364
11,Total Current Assets,17076,16842,17389,17395,16178,15014,14663,13374,9684,8839
12,"Property, Plant & Equipment",5588,5028,4472,4228,3630,3139,2655,1992,1908,1569
13,Long-Term Investments,266.39,471.69,688.24,302.04,137.83,83.04,86.4,23.6,18.89,18.73
14,Goodwill,-,683.86,-,683.86,-,-,-,-,-,-
15,Other Intangible Assets,1092,273.47,981.07,313.18,1020,47.62,48.32,57.11,20.28,17.62
16,Long-Term Deferred Tax Assets,233.33,194.35,103.88,62.14,109.85,88.44,65.87,46.05,17.03,12.92
17,Other Long-Term Assets,1451,2167,1956,1969,1062,1033,744.46,523.35,113.91,250.35
18,Total Assets,25708,25660,25590,24953,22137,19408,18263,16016,11762,10707
19,Accounts Payable,11952,13672,13511,13593,11431,12758,12121,10786,7289,6858
20,Accrued Expenses,-,1028,-,1103,-,895.07,-,641.11,-,316.84
21,Short-Term Debt,1275,267.26,318.62,1282,1687,-,-,-,-,-
22,Current Portion of Leases,68.31,53.67,32.96,47.09,35.4,40.43,23.16,22.82,13.32,11
23,Current Income Taxes Payable,156.14,133.08,174.37,111.81,174.13,44.78,157.84,142.72,63.73,84.57
24,Current Unearned Revenue,186.31,162.4,267.88,225.51,228.63,134.22,301.13,364.14,209.4,147.27
25,Other Current Liabilities,3136,1080,3428,1158,2571,455.22,1554,279.16,669.49,186.23
26,Total Current Liabilities,16774,16396,17733,17520,16128,14328,14157,12236,8245,7604
27,Long-Term Debt,537.27,565.23,553.76,500.19,456.93,398.41,253.82,97.67,-,-
28,Long-Term Leases,85.13,99.78,139.37,82.17,74.58,87.13,48.03,53.69,33.51,35.44
29,Long-Term Unearned Revenue,69.42,63.33,66.11,83.2,61.29,42.85,-,-,-,-
30,Long-Term Deferred Tax Liabilities,57.29,85.46,43.51,64.87,30,39.12,41.67,26.18,-,-
31,Other Long-Term Liabilities,49.96,48.81,42.81,59.28,-,-,-,-,40.98,-
32,Total Liabilities,17573,17259,18579,18310,16750,14895,14500,12414,8320,7640
33,Common Stock,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
34,Additional Paid-In Capital,-,-,-,45.84,45.95,-,-,379.44,645.54,645.54
35,Retained Earnings,8509,8704,7226,6991,5729,4830,4050,3516,3020,2559
36,Treasury Stock,-181.94,-210.75,-199.09,-271.87,-271.87,-295.18,-261.5,-286.91,-238.96,-116.74
37,Comprehensive Income & Other,-192.06,-92.68,-14.84,-122.8,26.5,-34.74,-35.83,-19.53,2.32,-31.86
38,Total Common Equity,8135,8401,7012,6642,5530,4500,3752,3589,3429,3056
39,Minority Interest,0.22,0.22,-0.63,0.22,-143.05,12.22,10.16,13.34,13.02,11.44
40,Shareholders' Equity,8135,8401,7011,6643,5387,4512,3763,3603,3442,3067
41,Total Liabilities & Equity,25708,25660,25590,24953,22137,19408,18263,16016,11762,10707
42,Total Debt,1965,985.93,1045,1911,2254,525.97,325.01,174.18,46.84,46.44
43,Net Cash (Debt),8722,10539,10933,8859,8247,8574,9246,6368,7308,6343
44,Net Cash Growth,-20.23%,18.95%,32.57%,3.33%,-10.81%,34.63%,26.52%,0.40%,90.81%,57.40%
45,Net Cash Per Share,2.91,3.52,3.63,2.96,2.82,2.94,3.17,2.18,2.51,2.16
46,Filing Date Shares Outstanding,3004,2993,2994,2955,2955,2865,2869,2846,2855,2995
47,Total Common Shares Outstanding,3004,2993,2994,2955,2955,2865,2869,2846,2855,2995
48,Working Capital,302.89,445.56,-343.7,-125.37,50.36,686.59,505.98,1138,1439,1235
49,Book Value Per Share,2.71,2.81,2.34,2.25,1.87,1.57,1.31,1.26,1.20,1.02
50,Tangible Book Value,7043,7444,6031,5645,4510,4453,3704,3532,3409,3038
51,Tangible Book Value Per Share,2.34,2.49,2.01,1.91,1.53,1.55,1.29,1.24,1.19,1.01
52,Buildings,-,3348,-,2322,-,1799,-,1358,-,1115
53,Machinery,-,1016,-,827.22,-,594.91,-,352.92,-,266.88
54,Construction In Progress,-,645.08,-,993.56,-,470.66,-,299.1,-,291.41
