,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,12.47,24.35,19.11,37.58,73.62,26.65,97.77,54.37,79.1,51.21,Upgrade
1,Cash & Short-Term Investments,12.47,24.35,19.11,37.58,73.62,26.65,97.77,54.37,79.1,51.21,Upgrade
2,Cash Growth,-34.74%,-35.21%,-74.04%,41.01%,-24.70%,-50.98%,23.60%,6.17%,-78.44%,-92.70%,Upgrade
3,Accounts Receivable,-,0.01,0.04,0.04,0.04,8.21,0.11,0.11,-,-,Upgrade
4,Other Receivables,2.49,2.91,2.63,2.98,2.58,2.9,2.65,6.21,11.18,2.28,Upgrade
5,Receivables,2.49,2.92,2.67,3.02,2.62,11.12,2.76,6.32,11.18,2.28,Upgrade
6,Inventory,415.81,407.46,598.04,574.51,544.45,591.48,556,645.87,590.7,691.8,Upgrade
7,Other Current Assets,193.6,193.57,3.64,3.51,3.38,8.23,3.27,3.31,3.55,3.5,Upgrade
8,Total Current Assets,624.36,628.3,623.46,618.62,624.07,637.48,659.8,709.86,684.54,748.79,Upgrade
9,"Property, Plant & Equipment",1.08,0.57,1.17,1.79,2.43,3.08,1.73,0.66,0.77,1.68,Upgrade
10,Long-Term Accounts Receivable,-,-,-,-,-,-,0.03,0.09,-,-,Upgrade
11,Total Assets,625.43,628.86,624.62,620.41,626.49,640.56,661.55,710.6,685.3,750.47,Upgrade
12,Accounts Payable,8.57,8.56,8.58,8.55,8.72,10.7,8.51,29.93,12.81,12.74,Upgrade
13,Accrued Expenses,29.28,29.59,43.92,28.99,53.22,42.54,44.84,42.73,38.86,34.87,Upgrade
14,Short-Term Debt,27.97,33.43,25.31,7.17,20.06,12.28,13.19,20.4,21.12,20.87,Upgrade
15,Current Portion of Long-Term Debt,-,-,-,-,0.8,-,-,-,-,-,Upgrade
16,Current Portion of Leases,0.73,0.56,1.01,1.27,1.28,1.26,0.83,0.45,0.71,1.44,Upgrade
17,Current Income Taxes Payable,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,Upgrade
18,Current Unearned Revenue,30.12,19.36,14.15,18.9,1.45,16.53,36.43,43.67,19.78,13.13,Upgrade
19,Other Current Liabilities,30.9,30.57,12.7,27.35,-,10.24,-,7.39,-,3.87,Upgrade
20,Total Current Liabilities,131.09,125.61,109.2,95.75,89.06,97.08,107.33,148.1,96.81,90.46,Upgrade
21,Long-Term Debt,-,-,-,-,3.41,-,-,-,-,-,Upgrade
22,Long-Term Leases,0.34,-,0.17,0.56,1.19,1.83,0.99,0.28,-,0.18,Upgrade
23,Total Liabilities,131.44,125.61,109.37,96.32,93.65,98.91,108.32,148.38,96.81,90.64,Upgrade
24,Common Stock,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,Upgrade
25,Additional Paid-In Capital,236.58,236.58,236.58,236.58,236.58,236.58,236.58,236.58,236.58,236.58,Upgrade
26,Retained Earnings,-103.76,-94.44,-82.44,-73.6,-64.87,-56.06,-44.53,-35.55,-9.26,62.07,Upgrade
27,Comprehensive Income & Other,294.14,294.14,294.14,294.14,294.14,294.14,294.14,294.14,294.14,294.14,Upgrade
28,Total Common Equity,494,503.31,515.31,524.15,532.89,541.7,553.22,562.2,588.49,659.83,Upgrade
29,Minority Interest,-,-0.06,-0.06,-0.06,-0.05,-0.05,0.01,0.02,-,-,Upgrade
30,Shareholders' Equity,494,503.25,515.25,524.1,532.84,541.65,553.24,562.22,588.49,659.83,Upgrade
31,Total Liabilities & Equity,625.43,628.86,624.62,620.41,626.49,640.56,661.55,710.6,685.3,750.47,Upgrade
32,Total Debt,29.04,34,26.49,9,26.73,15.37,15.01,21.12,21.83,22.49,Upgrade
33,Net Cash (Debt),-16.57,-9.65,-7.38,28.58,46.89,11.28,82.76,33.25,57.27,28.71,Upgrade
34,Net Cash Growth,-,-,-,153.43%,-43.35%,-66.07%,44.51%,15.78%,-83.40%,-95.89%,Upgrade
35,Net Cash Per Share,-0.02,-0.01,-0.01,0.03,0.06,0.01,0.10,0.04,0.07,0.03,Upgrade
36,Filing Date Shares Outstanding,850,850,850,850,850,850,850,850,850,850,Upgrade
37,Total Common Shares Outstanding,850,850,850,850,850,850,850,850,850,850,Upgrade
38,Working Capital,493.26,502.68,514.26,522.86,535.01,540.41,552.47,561.76,587.72,658.33,Upgrade
39,Book Value Per Share,0.58,0.59,0.61,0.62,0.63,0.64,0.65,0.66,0.69,0.78,Upgrade
40,Tangible Book Value,494,503.31,515.31,524.15,532.89,541.7,553.22,562.2,588.49,659.83,Upgrade
41,Tangible Book Value Per Share,0.58,0.59,0.61,0.62,0.63,0.64,0.65,0.66,0.69,0.78,Upgrade
42,Machinery,-,0.38,-,0.37,-,0.37,-,0.37,-,0.37,Upgrade
