,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,42.1,83.2,37.01,58.07,45.7,56.85,42.27,44.85,36.15,52.77
1,Revenue Growth (YoY),13.76%,43.27%,-19.01%,2.16%,8.09%,26.74%,16.95%,-15.00%,-10.48%,-8.65%
2,Cost of Revenue,24.25,45.22,19.84,33.86,21.86,25.68,18.63,21.96,15.45,23.89
3,Gross Profit,17.85,37.98,17.17,24.22,23.84,31.16,23.65,22.89,20.7,28.88
4,"Selling, General & Admin",40.34,46.92,25.56,22.02,16.52,20.79,11.1,14.48,10.15,13.61
5,Research & Development,20.62,19.73,19.19,22.29,14.31,11.99,11.99,10.46,11.23,11.13
6,Operating Expenses,60.91,67.44,44.53,44.64,30.73,33.44,23.09,24.99,21.38,25.64
7,Operating Income,-43.06,-29.47,-27.36,-20.42,-6.89,-2.27,0.56,-2.1,-0.68,3.24
8,Interest Expense,-0.22,-0.21,-0.16,-0.17,-0.19,-0.73,-0.17,-0.77,-,-0.15
9,Interest & Investment Income,1.34,1.48,1.32,0.98,0.49,-,0.69,-,0.57,0
10,Currency Exchange Gain (Loss),0.46,-1.28,2.27,6.51,0.56,0.08,-0.08,-0.37,0.37,0.41
11,Other Non Operating Income (Expenses),2.47,2.68,2.78,1.59,2.55,1.9,2.03,1.81,1.21,3.87
12,EBT Excluding Unusual Items,-39.01,-26.81,-21.15,-11.53,-3.49,-1.01,3.03,-1.43,1.46,7.37
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,0.93,0.04,1.01,0.06,0.59
14,Pretax Income,-39.01,-26.81,-21.15,-11.53,-3.49,-0.09,3.07,-0.42,1.53,7.96
15,Income Tax Expense,0.02,-0.46,-0.18,-0.52,-0.37,-0.55,0.06,0.39,-0.37,1.41
16,Earnings From Continuing Operations,-39.03,-26.34,-20.97,-11.01,-3.12,0.46,3.02,-0.8,1.9,6.56
17,Minority Interest in Earnings,0.49,0.27,-0.12,1.85,0.35,0.25,-0.09,-0.32,0.32,-
18,Net Income,-38.55,-26.07,-21.09,-9.16,-2.77,0.72,2.93,-1.12,2.22,6.56
19,Net Income to Common,-38.55,-26.07,-21.09,-9.16,-2.77,0.72,2.93,-1.12,2.22,6.56
20,Net Income Growth,-,-,-,-,-,-,31.65%,-,-64.44%,-62.78%
21,Shares Outstanding (Basic),760,764,760,764,523,499,503,508,508,508
22,Shares Outstanding (Diluted),760,764,760,764,523,500,503,508,508,508
23,Shares Change (YoY),-,0.00%,45.32%,52.88%,4.03%,-1.63%,-1.04%,-,-,0.47%
24,EPS (Basic),-0.05,-0.03,-0.03,-0.01,-0.01,0.00,0.01,-0.00,0.00,0.01
25,EPS (Diluted),-0.05,-0.04,-0.03,-0.01,-0.01,0.00,0.01,-0.00,0.00,0.01
26,EPS Growth,-,-,-,-,-,-,33.06%,-,-64.45%,-62.96%
27,Free Cash Flow,-34.23,-10.31,-19.4,-1.9,-15.51,5.54,-17.72,19.18,-10.31,23.03
28,Free Cash Flow Per Share,-0.05,-0.01,-0.03,-0.00,-0.03,0.01,-0.04,0.04,-0.02,0.05
29,Operating Margin,-102.28%,-35.42%,-73.93%,-35.17%,-15.09%,-4.00%,1.33%,-4.67%,-1.87%,6.14%
30,Profit Margin,-91.55%,-31.33%,-56.98%,-15.77%,-6.06%,1.26%,6.93%,-2.50%,6.15%,12.42%
31,Free Cash Flow Margin,-81.29%,-12.39%,-52.42%,-3.27%,-33.94%,9.74%,-41.91%,42.77%,-28.53%,43.64%
32,EBITDA,-35.96,-29.37,-24.51,-21.01,-5.88,-3.08,1.7,-1.92,-0.41,3.61
33,D&A For EBITDA,7.1,0.09,2.85,-0.58,1.01,-0.81,1.14,0.18,0.27,0.37
34,EBIT,-43.06,-29.47,-27.36,-20.42,-6.89,-2.27,0.56,-2.1,-0.68,3.24
