,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,84.96,122.62,142.17,171.37,167.69,64.06,61.69,85.91,79.49,80.87
1,Short-Term Investments,-,-,-,-,-,-,-,-,5.82,-
2,Cash & Short-Term Investments,84.96,122.62,142.17,171.37,167.69,64.06,61.69,85.91,85.31,80.87
3,Cash Growth,-40.24%,-28.45%,-15.22%,167.50%,171.81%,-25.43%,-27.68%,6.23%,31.55%,14.44%
4,Accounts Receivable,96.74,108.9,100.86,125.2,121.66,117.97,111.05,105.8,113.36,108.71
5,Receivables,96.74,108.9,100.86,125.2,121.66,117.97,111.05,105.8,113.36,108.71
6,Inventory,8.29,5.99,10.87,4.53,9.58,3.38,5.98,1.35,2.72,1.86
7,Restricted Cash,0.1,0.25,0.12,0.13,-,-,-,-,-,-
8,Other Current Assets,18.15,18.57,24.94,12.09,15.45,14.54,17.15,10.76,3.44,4.88
9,Total Current Assets,208.24,256.33,278.95,313.32,314.37,199.95,195.87,203.82,204.83,196.32
10,"Property, Plant & Equipment",15.6,7.05,4.71,3.71,1.78,2.42,2.04,2.87,2.11,3.17
11,Other Intangible Assets,19.12,21.54,8.21,10.17,12.37,14.63,13.06,12.8,10.5,9.21
12,Long-Term Accounts Receivable,3.34,3.34,2,2,3.04,3.04,2.11,2.11,1.96,1.96
13,Long-Term Deferred Tax Assets,0.9,0.9,-,-,-,-,-,-,-,-
14,Other Long-Term Assets,0.81,0.71,11.74,0.17,-,0.28,-,-,-,-
15,Total Assets,248.01,289.86,305.61,329.37,331.56,220.3,213.07,221.6,219.4,210.65
16,Accounts Payable,6.4,9.82,4.48,2.69,2.18,2.11,3.7,5.26,6.38,6.52
17,Accrued Expenses,-,10.82,-,8.72,-,16.77,-,15.44,-,15.15
18,Short-Term Debt,10,10,10,10,10,10,10,10,10,-
19,Current Portion of Leases,8.1,3.95,2.4,1.5,1.21,1.72,1.69,1.89,1.66,1.66
20,Current Income Taxes Payable,-,9.46,-,12.72,0.07,0.4,1.05,1.05,1.04,1.33
21,Current Unearned Revenue,-,0.64,-,0.11,-,0.7,-,0.59,-,0.64
22,Other Current Liabilities,17.27,2.6,20.05,2.38,16.49,2.7,15.75,3.87,16.49,3
23,Total Current Liabilities,41.78,47.29,36.93,38.12,29.94,34.4,32.18,38.08,35.56,28.29
24,Long-Term Leases,3.43,0.08,-,1.16,-,0.07,-,0.53,0.27,1.07
25,Long-Term Unearned Revenue,-,-,-,0.03,-,0.12,-,-,-,-
26,Long-Term Deferred Tax Liabilities,0.44,0.43,0.28,0.69,1.16,2.06,2.22,2.31,2.09,2.71
27,Total Liabilities,45.64,47.8,37.21,40,31.1,36.65,34.4,40.93,37.92,32.08
28,Common Stock,6.69,6.69,6.69,6.69,6.69,4.51,4.51,4.51,4.51,4.51
29,Additional Paid-In Capital,192.75,192.75,192.75,192.75,192.83,76.58,76.58,76.58,76.58,76.58
30,Retained Earnings,-26.08,12.47,38.54,59.63,68.79,71.55,70.84,67.91,69.03,66.81
31,Treasury Stock,-,-,-,-,-,-2.51,-,-,-,-
32,Comprehensive Income & Other,29.74,30.71,30.71,30.71,30.71,31.72,25.6,30.62,30.44,30.67
33,Total Common Equity,203.11,242.62,268.69,289.77,299.01,181.86,177.54,179.63,180.57,178.58
34,Minority Interest,-0.75,-0.56,-0.28,-0.4,1.45,1.8,1.14,1.05,0.91,-
35,Shareholders' Equity,202.36,242.06,268.4,289.38,300.46,183.66,178.68,180.68,181.48,178.58
36,Total Liabilities & Equity,248.01,289.86,305.61,329.37,331.56,220.3,213.07,221.6,219.4,210.65
37,Total Debt,21.54,14.03,12.4,12.66,11.21,11.79,11.69,12.41,11.93,2.73
38,Net Cash (Debt),63.43,108.59,129.77,158.71,156.48,52.27,50.01,73.5,73.38,78.14
39,Net Cash Growth,-51.12%,-31.58%,-17.07%,203.63%,212.93%,-28.88%,-31.86%,-5.94%,14.08%,10.57%
40,Net Cash Per Share,0.08,0.14,0.17,0.21,0.30,0.10,0.10,0.14,0.14,0.15
41,Filing Date Shares Outstanding,762,762,762,762,762,508,508,508,508,508
42,Total Common Shares Outstanding,762,762,762,762,762,508,508,508,508,508
43,Working Capital,166.47,209.04,242.03,275.2,284.43,165.55,163.69,165.74,169.27,168.03
44,Book Value Per Share,0.27,0.32,0.35,0.38,0.39,0.36,0.35,0.35,0.36,0.35
45,Tangible Book Value,183.98,221.08,260.48,279.61,286.64,167.23,164.47,166.83,170.07,169.37
46,Tangible Book Value Per Share,0.24,0.29,0.34,0.37,0.38,0.33,0.32,0.33,0.33,0.33
47,Machinery,-,7.2,-,4.26,-,3.59,-,3.31,-,3.23
48,Leasehold Improvements,-,1,-,1,-,1,-,0.83,-,0.52
