,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,302,359,459,542,801,434,1185,1218,341,139,132,Upgrade
1,Market Cap Growth,-33.85%,-33.85%,-42.71%,25.00%,-32.39%,-64.38%,247.73%,775.93%,157.89%,-23.66%,-66.07%,Upgrade
2,Enterprise Value,275,320,383,486,699,310,1089,1182,253,12,-33,Upgrade
3,Last Close Price,0.18,0.21,0.28,0.33,0.48,0.26,0.71,0.73,0.24,0.10,0.10,Upgrade
4,PS Ratio,16.24,19.29,22.76,23.61,26.18,12.62,19.00,27.08,-,1.75,-,Upgrade
5,PB Ratio,2.91,3.65,4.22,4.43,5.43,2.72,6.21,6.41,1.97,0.65,0.56,Upgrade
6,P/TBV Ratio,3.64,3.64,4.24,4.83,6.04,2.88,6.55,6.58,2.15,0.77,0.66,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,75.03,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,74.68,-,-,-,Upgrade
9,EV/Sales Ratio,14.78,17.21,18.98,21.16,22.83,9.01,17.46,26.29,-,0.15,-,Upgrade
10,EV/FCF Ratio,-17.87,-,-,-,-,-,-,72.82,-,-,-,Upgrade
11,Debt / Equity Ratio,0.06,0.06,0.08,0.06,0.02,0.02,0.00,0.16,0.24,0.15,0.11,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,-,-,1.91,-,-,-,Upgrade
13,Earnings Yield,-6.04%,-5.08%,-4.53%,-5.59%,-4.65%,-6.83%,-2.44%,-1.66%,-,-14.23%,-,Upgrade
14,FCF Yield,-5.09%,-2.47%,-,-10.56%,-7.43%,-6.66%,0.23%,1.33%,-,-15.90%,-,Upgrade
15,Buyback Yield / Dilution,-,-,-,0.05%,-3.35%,-,-16.10%,-,-,-,Upgrade,
16,Total Shareholder Return,-,-,-,0.05%,-3.35%,-,-16.10%,-,-,-,Upgrade,
