,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Market Capitalization,52,62,49,88,80,156,163,138,221,221,251
1,Market Cap Growth,-30.00%,-30.00%,-39.06%,-43.55%,-50.77%,12.73%,-26.14%,-37.50%,-12.00%,-37.14%,-41.11%
2,Enterprise Value,126,116,136,141,160,190,199,194,291,257,294
3,Last Close Price,0.19,0.24,0.20,0.35,0.32,0.62,0.65,0.54,0.86,0.81,0.92
4,PE Ratio,-,-,-2.71,-,-8.25,-,19.59,21.57,-,68.40,11.94
5,PS Ratio,0.27,0.35,0.33,0.79,0.59,0.72,0.72,0.53,0.86,0.92,0.72
6,PB Ratio,0.44,0.57,0.43,0.82,0.59,1.23,1.10,0.93,1.54,1.43,1.70
7,P/TBV Ratio,0.58,0.58,0.44,0.84,0.60,1.25,1.12,0.94,1.57,1.46,1.72
8,P/FCF Ratio,-,-,-,-,-3.43,-,-,4.05,-9.46,-,15.12
9,P/OCF Ratio,-,-,-,-,9.83,-,-,3.76,-9.90,-,14.63
10,EV/Sales Ratio,0.71,0.65,0.92,1.26,1.17,0.88,0.87,0.74,1.13,1.06,0.85
11,EV/EBITDA Ratio,-,-,-4.61,-,29.02,-,10.33,11.82,156.03,30.12,9.60
12,EV/EBIT Ratio,-,-,-4.27,-,62.96,-,12.63,15.28,-,-,11.04
13,EV/FCF Ratio,-8.84,-,-,-,-6.83,-,-,5.68,-12.44,-,17.66
14,Debt / Equity Ratio,0.74,0.74,0.57,0.83,0.75,0.94,0.66,0.43,0.62,0.60,0.43
15,Debt / FCF Ratio,-,-,-,-,-4.38,-,-,1.89,-3.78,-,3.85
16,Return on Capital Employed (ROCE),-,-,-28.05%,-,1.56%,-,9.18%,8.48%,-,-,17.69%
17,Earnings Yield,-15.35%,-13.02%,-36.88%,-24.79%,-12.12%,-6.94%,5.11%,4.64%,0.09%,1.46%,8.38%
18,FCF Yield,-27.27%,-23.13%,-8.44%,12.50%,-29.15%,-32.19%,6.22%,24.72%,-10.57%,-9.50%,6.61%
19,Buyback Yield / Dilution,-,-,-,-6.32%,-,-3.41%,-,-,-0.01%,-0.00%,
20,Total Shareholder Return,-,-,-,-6.32%,-,-3.41%,-,-,-0.01%,-0.00%,
