,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,59.39,49.16,61.64,90.7,138.85,144.01,213.19,340.21,423.52,468.52,Upgrade
1,Short-Term Investments,-,-,2.33,8.71,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,0,2.51,6.56,6.85,11.22,3.86,4.57,12.16,11.79,13.2,Upgrade
3,Cash & Short-Term Investments,59.39,51.66,70.52,106.26,150.07,147.87,217.76,352.37,435.31,481.72,Upgrade
4,Cash Growth,-15.78%,-51.38%,-53.01%,-28.14%,-31.09%,-58.04%,-49.98%,-26.85%,-22.29%,-24.11%,Upgrade
5,Accounts Receivable,49.67,61.4,64.72,64.59,88.27,108.76,117.58,99.94,121.71,92.69,Upgrade
6,Receivables,49.67,61.4,64.72,64.59,88.27,108.76,117.58,99.94,121.71,92.69,Upgrade
7,Inventory,487.83,640.8,833.58,840.95,891.76,841.57,800.59,550.26,540.01,539.29,Upgrade
8,Prepaid Expenses,30.56,17.93,14.16,15.26,11.22,11.79,10.78,10.51,15.4,15.38,Upgrade
9,Other Current Assets,-,0.02,-,-,-,0.02,-,0.02,-,-,Upgrade
10,Total Current Assets,627.45,771.81,982.98,1027,1141,1110,1147,1013,1112,1129,Upgrade
11,"Property, Plant & Equipment",534.11,542.19,548.46,542.9,541.08,566.24,687.7,677.55,745.52,691.07,Upgrade
12,Long-Term Investments,35.61,54.36,56.97,59.14,68.29,76.73,71.32,80.24,75.89,50.13,Upgrade
13,Goodwill,-,-,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,Upgrade
14,Other Intangible Assets,7.27,7.3,8.27,8.29,8.27,8.3,8.26,8.23,8.22,8.22,Upgrade
15,Long-Term Deferred Tax Assets,0.84,0.84,1.02,1.02,2.73,2.73,2.73,2.73,5.76,5.76,Upgrade
16,Other Long-Term Assets,1990,1990,2078,2078,2105,2093,1973,1928,1638,1564,Upgrade
17,Total Assets,3196,3367,3684,3725,3875,3865,3898,3718,3594,3456,Upgrade
18,Accounts Payable,58.96,59.77,71.89,75.68,117.56,106.6,94.83,67.73,68.92,74.01,Upgrade
19,Accrued Expenses,-,14.09,-,19.97,-,-,-,-,-,-,Upgrade
20,Short-Term Debt,887.57,701.2,10.46,723.25,1053,127.14,132.2,41.27,82.08,700,Upgrade
21,Current Portion of Long-Term Debt,-,189.72,1046,145.34,-,765.4,747.02,674,757.84,81.7,Upgrade
22,Current Portion of Leases,5.2,4.92,4.62,4.18,3.29,4.17,4.64,4.16,3.68,3.98,Upgrade
23,Current Income Taxes Payable,2.18,1.93,2,2.3,2.27,2.3,2.99,3.03,2.06,2,Upgrade
24,Current Unearned Revenue,0.28,0.34,0.29,0.35,0.43,0.27,0.8,0.72,0.42,0.48,Upgrade
