,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2130,1621,1782,1870,1941,1966,2176,2465,2003,1949,2805,Upgrade
1,Market Cap Growth,-13.33%,-13.33%,-8.18%,-4.90%,-10.81%,-20.23%,8.63%,26.45%,-28.59%,-35.70%,-8.16%,Upgrade
2,Enterprise Value,2618,2674,3338,2535,3133,2995,3414,3686,3090,3513,4336,Upgrade
3,Last Close Price,7.52,5.72,5.44,5.71,5.75,5.83,6.26,7.09,5.63,5.48,7.66,Upgrade
4,PE Ratio,-,-,-,-,-,-5.07,-,-,-,-2.73,-,Upgrade
5,PS Ratio,1.76,1.34,4.50,4.45,4.06,3.40,3.82,4.22,2.90,2.64,3.82,Upgrade
6,PB Ratio,0.12,0.09,0.10,0.10,0.10,0.10,0.11,0.12,0.10,0.09,0.14,Upgrade
7,P/FCF Ratio,4.35,4.35,195.67,-,18.77,7.27,5.53,7.00,7.57,28.93,-,Upgrade
8,P/OCF Ratio,4.35,4.35,195.67,-,18.77,7.27,5.53,7.00,7.57,28.93,-,Upgrade
9,EV/Sales Ratio,2.16,2.20,8.43,6.03,6.55,5.17,6.00,6.31,4.48,4.75,5.91,Upgrade
10,EV/EBITDA Ratio,5.25,5.40,14.61,9.51,11.22,9.44,10.07,9.95,7.18,8.94,10.43,Upgrade
11,EV/EBIT Ratio,5.29,5.41,14.87,9.67,11.46,9.62,10.39,10.28,7.38,9.18,10.57,Upgrade
12,EV/FCF Ratio,7.18,7.18,366.48,-,30.30,11.08,8.68,10.46,11.68,52.14,-,Upgrade
13,Debt / Equity Ratio,0.08,0.08,0.08,0.11,0.10,0.10,0.10,0.12,0.09,0.09,0.09,Upgrade
14,Debt / FCF Ratio,3.85,3.85,170.72,-,17.65,7.36,4.83,6.64,7.06,28.14,-,Upgrade
15,Earnings Yield,-59.78%,-78.59%,-36.28%,-36.30%,-13.82%,-19.73%,-37.13%,-24.99%,-9.28%,-36.65%,7.76%,Upgrade
16,FCF Yield,22.97%,22.97%,0.51%,1.82%,5.33%,13.75%,18.08%,14.29%,13.21%,3.46%,11.94%,Upgrade
17,Total Shareholder Return,2.66%,-,-,-,-,-,-,-,-,-,-,Upgrade
