,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,15716,18705,15518,16044,24082,39485,32662,25925,25367,24227,26372,25802,23782,29073,24758,29002,18131,14198,11171,12868,13208,Upgrade
1,Market Cap Growth,-52.63%,-52.63%,-52.49%,-38.11%,-5.07%,62.98%,23.85%,0.48%,6.66%,-16.67%,6.52%,-11.03%,31.17%,104.77%,121.62%,125.38%,37.27%,35.97%,27.85%,25.56%,62.67%,Upgrade
2,Enterprise Value,19073,21961,17787,18783,22348,37739,31015,24717,24023,22800,24201,23980,21404,26706,22510,26862,16194,12335,9961,11631,12484,Upgrade
3,Last Close Price,4.89,5.82,4.86,4.87,7.31,11.98,9.93,7.76,7.61,7.27,7.92,7.62,7.02,8.58,7.33,8.46,5.32,4.17,3.29,3.68,3.78,Upgrade
4,PE Ratio,9.15,10.92,8.21,8.25,11.33,17.19,15.41,12.12,13.48,15.23,16.85,15.53,15.61,19.43,16.91,21.64,14.59,12.04,10.11,13.07,12.85,Upgrade
5,Forward PE,7.42,7.77,6.32,5.06,7.92,13.95,13.22,11.92,12.87,12.92,13.84,13.98,13.30,16.50,14.14,17.90,11.28,9.53,8.06,11.15,10.56,Upgrade
6,PS Ratio,0.69,0.83,0.72,0.74,1.08,1.86,1.61,1.35,1.44,1.54,1.75,1.76,1.90,2.56,2.41,2.97,2.07,1.83,1.58,2.07,2.09,Upgrade
7,PB Ratio,1.17,1.41,1.20,1.28,1.89,3.39,2.78,2.25,2.22,2.37,2.43,2.38,2.21,2.91,2.49,3.11,1.94,1.68,1.37,1.65,1.65,Upgrade
8,P/TBV Ratio,2.08,2.08,1.78,1.93,2.85,5.39,4.43,2.56,2.53,2.75,2.81,2.78,2.58,3.42,2.92,3.66,2.29,2.00,1.63,1.96,1.98,Upgrade
9,PEG Ratio,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,Upgrade
10,EV/Sales Ratio,0.85,0.97,0.82,0.87,1.00,1.78,1.53,1.28,1.37,1.45,1.61,1.63,1.71,2.35,2.19,2.75,1.85,1.59,1.41,1.87,1.97,Upgrade
11,EV/EBITDA Ratio,8.52,8.34,9.78,9.89,-,16.57,15.20,12.94,14.53,20.47,23.59,27.29,-,24.41,21.14,21.80,-,20.31,17.49,-,-,Upgrade
12,EV/EBIT Ratio,12.77,10.80,13.76,12.76,-,19.21,17.85,15.34,-,26.86,32.51,39.80,-,32.42,28.30,27.76,-,16.35,13.94,23.53,-,Upgrade
13,Debt / Equity Ratio,0.84,0.84,0.84,0.69,0.69,0.61,0.61,0.36,0.36,0.43,0.43,0.39,0.39,0.40,0.40,0.40,0.40,0.56,0.56,0.46,0.46,Upgrade
14,Debt / EBITDA Ratio,4.97,1.78,4.73,2.94,-,2.31,2.82,1.18,24.69,2.06,2.69,1.53,-,2.32,3.93,1.85,-,3.13,2.89,-,-,Upgrade
15,Quick Ratio,-,-,1.04,-,0.97,-,1.03,-,1.16,-,1.06,-,1.13,-,1.26,-,1.13,-,1.18,-,1.18,Upgrade
16,Current Ratio,-,-,1.36,-,1.28,-,1.28,-,1.59,-,1.40,-,1.55,-,1.67,-,1.51,-,1.45,-,1.61,Upgrade
17,Return on Equity (ROE),11.86%,17.00%,16.87%,3.99%,20.03%,20.47%,25.61%,15.53%,16.39%,20.71%,20.27%,9.18%,13.75%,24.24%,17.31%,7.82%,14.23%,20.98%,14.38%,7.60%,Upgrade,
18,Return on Capital (ROIC),14.62%,4.12%,7.16%,-4.76%,9.34%,7.95%,12.86%,-0.53%,8.12%,5.87%,10.40%,-9.92%,6.46%,3.37%,8.36%,-3.03%,5.99%,6.96%,7.12%,-5.87%,Upgrade,
19,Return on Capital Employed (ROCE),-,-,5.89%,-,-,-,9.22%,-,-,-,5.56%,-,-,-,5.88%,-,-,-,7.31%,-,-,Upgrade
20,Earnings Yield,10.90%,9.16%,12.19%,12.12%,8.82%,5.82%,6.49%,8.25%,7.42%,6.57%,5.93%,6.44%,6.41%,5.15%,5.91%,4.62%,6.85%,8.31%,9.89%,7.65%,7.78%,Upgrade
21,Dividend Yield,3.89%,-,-,-,2.60%,-,-,-,2.50%,-,-,-,2.14%,-,-,-,2.82%,-,-,-,3.17%,Upgrade
22,Buyback Yield / Dilution,-,-0.30%,-,-0.84%,-,-0.67%,-,-0.28%,-,-0.52%,-,-0.90%,-,-1.10%,-,-0.81%,-,-0.43%,-,-1.96%,Upgrade,
23,Total Shareholder Return,3.89%,-,-0.30%,-,1.76%,-,-0.67%,-,2.21%,-,-0.52%,-,1.24%,-,-1.10%,-,2.01%,-,-0.43%,-,1.21%,Upgrade
