,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,1417521,1499105,1516101,1675870,1526299,1733658,1876430,1356333,1206762,1917222,2175571,3441766,4321913,3222338,4050211,2763823,3910109,2246721,2279836,1243084,2572775,Upgrade
1,Market Cap Growth,-13.53%,-13.53%,-19.20%,23.56%,26.48%,-9.57%,-13.75%,-60.59%,-72.08%,-40.50%,-46.28%,24.53%,10.53%,43.42%,77.65%,122.34%,51.98%,157.89%,172.04%,43.53%,294.53%,Upgrade
2,Enterprise Value,3848467,3769207,3856502,3795158,3349268,3948702,4156664,1118500,737157,1985480,1899270,3027921,4148580,3125386,3440090,2107154,4034229,2376846,2144958,1176153,2613092,Upgrade
3,Last Close Price,4170.00,4410.00,4460.00,4930.00,4490.00,5100.00,5520.00,3990.00,3550.00,5640.00,6400.00,11909.09,14954.55,11500.00,14454.55,9863.64,13954.55,8018.18,8136.36,4436.36,9181.82,Upgrade
4,PE Ratio,9.15,9.67,-47.87,-6.17,-13.28,-,-,5.52,24.99,27.59,28.96,21.29,27.36,21.93,29.25,40.45,69.26,24.43,25.86,-,36.63,Upgrade
5,PS Ratio,0.77,0.81,0.80,0.92,0.87,1.04,1.15,0.72,0.63,1.09,1.35,2.73,3.54,2.62,3.20,2.29,3.29,1.90,2.01,1.03,2.18,Upgrade
6,PB Ratio,0.37,0.25,0.26,0.29,0.26,0.30,0.32,0.22,0.21,0.32,0.38,0.68,0.93,0.73,0.93,0.68,0.97,0.56,0.56,0.31,0.64,Upgrade
7,P/TBV Ratio,0.45,0.45,0.46,0.52,0.49,0.56,0.58,0.47,0.38,0.60,0.69,1.29,1.71,1.33,1.69,0.96,1.37,0.79,0.81,0.45,0.92,Upgrade
8,P/FCF Ratio,-,-,-3.50,-,-,-1.15,-,-0.79,-,-5.32,-,-26.25,-,-8.29,-,-,-,84.07,289.36,9.14,-,Upgrade
9,P/OCF Ratio,-,-,-25.15,-,-,-1.42,-,-0.96,-,-10.51,-,-69.80,-39.82,-11.98,-,-,-,13.87,21.15,7.26,-,Upgrade
10,EV/Sales Ratio,2.09,2.05,2.03,2.09,1.92,2.38,2.55,0.59,0.38,1.12,1.18,2.40,3.40,2.54,2.72,1.74,3.39,2.01,1.89,0.97,2.21,Upgrade
11,EV/EBITDA Ratio,21.25,19.54,19.49,17.46,19.27,24.31,25.49,7.67,4.69,13.17,14.08,23.48,33.07,26.01,29.99,21.34,40.53,30.38,29.62,17.15,47.80,Upgrade
