,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,63.51,54.08,66.76,46.13,42.47,44.03,41.39,39.87,32.53,44.69
1,Revenue Growth (YoY),-4.87%,17.22%,57.17%,4.78%,2.62%,10.42%,27.24%,-10.78%,-1.33%,5.54%
2,Cost of Revenue,57.35,49.72,62.52,43.79,38.62,41.47,39.61,39.95,36.53,42.5
3,Gross Profit,6.16,4.35,4.24,2.34,3.86,2.56,1.78,-0.08,-4,2.2
4,"Selling, General & Admin",3.88,3.47,3.52,3.24,3.18,2.76,3.08,3.03,2.71,3.09
5,Other Operating Expenses,-0.51,0.12,0.03,-0.47,0.78,0.01,-,3.13,2.65,0.12
6,Operating Expenses,3.37,3.58,3.55,2.77,3.96,2.76,3.08,6.16,5.37,3.21
7,Operating Income,2.78,0.77,0.69,-0.43,-0.11,-0.2,-1.3,-6.23,-9.36,-1.02
8,Interest Expense,-0.37,-0.15,-0.09,-0.1,-0.12,-0.2,-0.24,-0.29,-0.29,-0.09
9,Interest & Investment Income,0.15,0.13,0.12,0.06,0.04,0.02,0.06,0.46,0.16,0.31
10,Earnings From Equity Investments,-0.37,-0.85,0.21,0.54,0.05,0.02,-0.01,-,-,-
11,Currency Exchange Gain (Loss),0.11,-0.02,0.02,-0.28,0.28,0.19,0.36,-,-,-0
12,Other Non Operating Income (Expenses),0.74,0.62,0.71,0.72,1.16,0.58,1.28,0.24,2.11,0.33
13,EBT Excluding Unusual Items,3.05,0.5,1.66,0.51,1.31,0.4,0.15,-5.83,-7.38,-0.47
14,Gain (Loss) on Sale of Investments,0.09,1.72,0.09,0.26,0.09,0.42,-,-,-,-
15,Gain (Loss) on Sale of Assets,0.09,0.06,0.52,-,0.2,0.1,0.36,0.3,0.18,0.24
16,Other Unusual Items,-,-,-,0.07,-,0.42,-,3.78,-,-
17,Pretax Income,3.23,2.28,2.28,0.84,1.6,1.34,0.51,-1.76,-7.2,-0.24
18,Income Tax Expense,0.86,0.77,0.54,0.44,0.27,0.26,0.09,-0.57,-0.02,-0
19,Net Income,2.37,1.51,1.74,0.39,1.33,1.08,0.42,-1.19,-7.18,-0.23
20,Net Income to Common,2.37,1.51,1.74,0.39,1.33,1.08,0.42,-1.19,-7.18,-0.23
21,Net Income Growth,36.34%,284.18%,30.65%,-63.64%,215.40%,-,-,-,-,-
22,Shares Outstanding (Basic),1264,1036,1036,1036,1036,1036,1036,1036,1036,1036
23,Shares Outstanding (Diluted),1344,1136,1136,1147,1126,1136,1116,1036,1036,1036
24,Shares Change (YoY),18.24%,-0.90%,0.92%,0.91%,0.93%,9.64%,7.64%,-,-,-
25,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.01,-0.00
26,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.01,-0.00
27,EPS Growth,20.00%,354.22%,25.00%,-65.59%,200.00%,-,-,-,-,-
28,Free Cash Flow,4.88,10.93,5.18,-1.43,0.92,4.85,-3.29,8.88,-5.81,5.6
29,Free Cash Flow Per Share,0.00,0.01,0.00,-0.00,0.00,0.00,-0.00,0.01,-0.01,0.01
30,Operating Margin,4.38%,1.43%,1.03%,-0.93%,-0.25%,-0.46%,-3.15%,-15.63%,-28.79%,-2.27%
31,Profit Margin,3.73%,2.78%,2.61%,0.85%,3.13%,2.45%,1.02%,-2.97%,-22.08%,-0.52%
32,Free Cash Flow Margin,7.68%,20.21%,7.76%,-3.10%,2.16%,11.01%,-7.95%,22.26%,-17.87%,12.53%
33,EBITDA,5.92,3.32,3.86,2.07,3.85,-2.92,3.62,-5.71,-8.75,-0.62
34,D&A For EBITDA,3.14,2.54,3.18,2.5,3.96,-2.72,4.92,0.52,0.61,0.39
35,EBIT,2.78,0.77,0.69,-0.43,-0.11,-0.2,-1.3,-6.23,-9.36,-1.02
