,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2018,Q1 2018,Q4 2017,Q3 2017,+14 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017",+14 Quarters
0,Operating Revenue,209.96,238.84,156.65,220.94,203.39,207.9,158.44,175.93,164.16,139.74,113.4,146.88,165.18,139.51,139.51,170.46,122.24,122.24,134.07,134.07,Upgrade
1,Other Revenue,-10.13,10.13,-,13.43,-6.61,6.61,-,22.02,-11.43,11.43,-,22.39,-8.98,4.49,4.49,2.57,1.21,1.21,0.47,0.47,Upgrade
2,Revenue,199.83,248.97,156.65,234.37,196.77,214.51,158.44,197.95,152.72,151.18,113.4,169.26,156.2,144,144,173.04,123.45,123.45,134.54,134.54,Upgrade
3,Revenue Growth (YoY),1.55%,16.06%,-1.13%,18.40%,28.84%,41.90%,39.72%,16.95%,-2.23%,4.98%,-21.25%,-2.18%,26.53%,16.64%,7.03%,28.61%,32.75%,32.75%,43.15%,43.15%,Upgrade
4,Cost of Revenue,173.43,213.35,134.23,198.07,165.34,173.59,132.96,172.56,130.33,123.83,90.59,137.96,122.95,108.48,108.48,128.03,105.73,105.73,110.26,110.26,Upgrade
5,Gross Profit,26.4,35.62,22.42,36.3,31.43,40.93,25.48,25.38,22.39,27.35,22.8,31.3,33.26,35.52,35.52,45,17.72,17.72,24.28,24.28,Upgrade
6,"Selling, General & Admin",11.95,14.89,9.13,12.92,11.11,13.59,7.87,8.54,12.26,6.91,5.66,9.87,7.87,7.44,7.44,9.13,4.14,4.14,9.53,9.53,Upgrade
7,Research & Development,9.58,12.75,6.76,13.01,8.3,10.09,6.12,9.61,7.3,6.38,5.49,8,6.41,7.3,7.3,8.48,5.46,5.46,-,-,Upgrade
8,Other Operating Expenses,-1.05,-0.17,-2.39,-0.63,0.46,-0.42,-0.24,0.85,1.59,-0.51,-0.84,2.25,0.57,-0.28,-0.28,7.89,0.37,0.37,0.45,0.45,Upgrade
9,Operating Expenses,19.66,28.18,13,26.95,19.67,23.78,14.14,20.49,20.88,13.26,10.13,20.07,14.64,14.53,14.53,25.58,9.94,9.94,10.18,10.18,Upgrade
10,Operating Income,6.74,7.45,9.42,9.35,11.77,17.15,11.34,4.89,1.51,14.09,12.67,11.24,18.62,20.99,20.99,19.42,7.78,7.78,14.09,14.09,Upgrade
11,Interest Expense,-0.44,-0.34,-0.01,-0.04,-0.01,-0.24,-0.29,-0.28,-0.24,-0.01,-,-,-,-,-,-0.04,-1.51,-1.51,-2.55,-2.55,Upgrade
12,Interest & Investment Income,0.56,2.05,1.04,1.63,1.32,2.58,0.78,1.79,2.24,1.71,0.63,1.01,0.33,0.31,0.31,0.05,0.18,0.18,0.15,0.15,Upgrade
13,Currency Exchange Gain (Loss),-1.71,1.71,-,1.61,-0.31,0.31,-,1.26,-0.49,0.49,-,-0.36,0.25,-0.13,-0.13,-0.87,-0.6,-0.6,-0.4,-0.4,Upgrade
14,Other Non Operating Income (Expenses),1.22,-1.23,0.49,-0.88,0.11,0.75,-1.65,-3.72,3.53,-0.48,-0.18,-2.93,2.45,-0.23,-0.23,4.7,-0.12,-0.12,-0.09,-0.09,Upgrade
15,EBT Excluding Unusual Items,6.36,9.64,10.94,11.67,12.89,20.54,10.18,3.95,6.56,15.8,13.11,8.97,21.65,20.95,20.95,23.26,5.73,5.73,11.2,11.2,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,0.71,0.74,-,-,-,-,-,-,-0.23,-0.23,Upgrade
17,Gain (Loss) on Sale of Assets,0,-,-,0.04,-0.02,-,0.03,0.05,0.03,-,-0.11,-,-,-,-,-0.02,-,-,0.02,0.02,Upgrade
18,Asset Writedown,-0.84,-,-,0.4,-0.4,-,-,0.13,-0.13,0,-,0.1,-0.17,-,-,-4.19,-,-,-,-,Upgrade
19,Other Unusual Items,-0.6,0.59,-2,-0.25,-,-,-,2.12,-,-,-,7.12,-,-,-,12.52,0.21,0.21,0.39,0.39,Upgrade
20,Pretax Income,4.93,10.23,8.94,11.86,12.47,20.54,10.21,6.25,6.45,15.8,13.72,16.93,21.48,20.95,20.95,31.58,5.94,5.94,11.38,11.38,Upgrade
21,Income Tax Expense,-0.6,-0.13,0.41,0.58,0.74,1.66,0.76,-1.11,-0.02,1.46,1.31,1.65,2.27,2.14,2.14,3.9,0.98,0.98,1.19,1.19,Upgrade
