,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,224,346,244,468,814,814,814,814,468,204,326,Upgrade
1,Market Cap Growth,-26.09%,-26.09%,-70.00%,-42.50%,0%,0%,73.91%,300.00%,43.75%,-65.52%,-71.93%,Upgrade
2,Enterprise Value,326,448,357,579,800,896,782,868,470,224,361,Upgrade
3,Last Close Price,0.01,0.02,0.01,0.02,0.04,0.04,0.04,0.04,0.02,0.01,0.02,Upgrade
4,PS Ratio,-,-,-,-,-,-,316.65,38.53,21.45,157.77,19.93,Upgrade
5,PB Ratio,-1.69,-1.69,-1.22,-2.49,-4.54,1.84,1.75,1.69,0.92,0.38,0.57,Upgrade
6,P/TBV Ratio,-,-,-,-,-,1.85,1.76,1.69,0.92,0.40,0.61,Upgrade
7,P/FCF Ratio,-,-159.74,-,-,-,-,-,-,-4.80,-,-7.23,Upgrade
8,P/OCF Ratio,-,-159.74,-,-,-,-,-,-,-4.96,-,-10.52,Upgrade
9,EV/Sales Ratio,-,-,-,-,-,-,304.09,41.10,21.54,173.29,-,Upgrade
10,EV/FCF Ratio,-,-207.03,-,-,-,-,-,-,-4.82,-,-8.02,Upgrade
11,Debt / Equity Ratio,-0.49,-0.49,-0.51,-0.62,-0.65,0.28,0.26,0.21,0.22,0.33,0.04,Upgrade
12,Debt / FCF Ratio,-,-46.74,-,-,-,-,-,-,-1.13,-,-0.53,Upgrade
13,Earnings Yield,-8.12%,-5.25%,-8.97%,-131.37%,-76.19%,-6.02%,-6.79%,-8.51%,-15.57%,-292.65%,-197.77%,Upgrade
14,FCF Yield,-0.63%,-0.63%,-2.01%,-2.68%,-2.11%,-2.51%,-2.86%,2.03%,-20.83%,-56.21%,-13.83%,Upgrade
15,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
16,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
