,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,0.37,0.87,4.22,7.54,15.7,16.44,17.06,35.4,36.54,8.86,Upgrade
1,Short-Term Investments,-,-,-,-,125.11,19.98,120.19,21.99,167.03,24.17,Upgrade
2,Cash & Short-Term Investments,0.37,0.87,4.22,7.54,140.81,36.42,137.25,57.39,203.57,33.03,Upgrade
3,Cash Growth,-91.35%,-88.41%,-97.00%,-79.29%,2.60%,-36.54%,-32.58%,73.74%,515.67%,-43.87%,Upgrade
4,Accounts Receivable,-,-,-,-,0.69,1.06,-,-,-,-,Upgrade
5,Other Receivables,-,2.64,15.54,21.45,2.62,107.42,5.11,107.47,7.55,99.5,Upgrade
6,Receivables,-,2.64,15.54,21.45,3.31,108.47,5.11,113.67,7.55,112.61,Upgrade
7,Inventory,-,-,-,-,0.1,0.1,2.49,2.69,2.62,4.4,Upgrade
8,Prepaid Expenses,2.16,-,-,-,7.16,13,13,12.72,24.1,8.32,Upgrade
9,Other Current Assets,-,-,-,-,332.64,332.64,332.64,332.64,330.23,334.66,Upgrade
10,Total Current Assets,2.52,3.51,19.76,28.99,484.02,490.63,490.49,519.1,568.06,493.01,Upgrade
11,"Property, Plant & Equipment",0.26,0.32,0.37,0.42,1.23,1.6,2.61,8.97,26.7,35.72,Upgrade
12,Long-Term Investments,-,-,-,-,174.76,182.53,180.55,182.57,175.34,183.01,Upgrade
13,Total Assets,2.78,3.83,20.13,29.41,660.01,674.75,673.65,710.64,770.1,711.74,Upgrade
14,Accounts Payable,5.28,5.41,5.32,5.57,5.79,6.04,5.94,5.88,-,5.95,Upgrade
15,Accrued Expenses,98.88,96.53,85.69,85.61,86.15,85.08,82.33,86.88,57.06,111.04,Upgrade
16,Short-Term Debt,101.03,101.08,114.2,114.3,122.24,114.49,98.84,98.82,160,-,Upgrade
17,Current Portion of Leases,0.21,0.84,1.24,1.45,1.76,1.85,4.03,10.62,13.5,13.61,Upgrade
18,Other Current Liabilities,2.68,0.78,1.08,1.17,-,-,-,-,-,3.5,Upgrade
19,Total Current Liabilities,208.09,204.65,207.54,208.09,215.93,207.46,191.14,202.21,230.56,134.1,Upgrade
20,Long-Term Leases,-,-,0.21,0.84,1.47,2.29,0.4,0.63,3.51,10.17,Upgrade
21,Total Liabilities,208.09,204.65,207.75,208.93,217.4,209.75,191.54,202.84,234.06,144.27,Upgrade
22,Common Stock,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,Upgrade
23,Additional Paid-In Capital,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,Upgrade
24,Retained Earnings,-4456,-4450,-4478,-4468,-3888,-3873,-3864,-3849,-3852,-3827,Upgrade
25,Comprehensive Income & Other,90.83,89.42,130.09,128.51,170.2,177.67,185.81,197.12,200.64,206.73,Upgrade
26,Total Common Equity,-206.62,-202.19,-189,-181,440.98,463.31,480.45,506.13,507.38,538.21,Upgrade
27,Minority Interest,1.31,1.37,1.38,1.48,1.64,1.7,1.66,1.67,28.66,29.27,Upgrade
28,Shareholders' Equity,-205.31,-200.82,-187.62,-179.52,442.62,465,482.11,507.8,536.04,567.48,Upgrade
29,Total Liabilities & Equity,2.78,3.83,20.13,29.41,660.01,674.75,673.65,710.64,770.1,711.74,Upgrade
30,Total Debt,101.25,101.93,115.66,116.59,125.46,118.62,103.27,110.08,177,23.77,Upgrade
31,Net Cash (Debt),-100.88,-101.05,-111.44,-109.05,15.35,-82.21,33.97,-52.69,26.57,9.26,Upgrade
32,Net Cash Growth,-,-,-,-,-54.82%,-,27.86%,-,-,-84.27%,Upgrade
33,Net Cash Per Share,-0.00,-0.00,-0.01,-0.01,0.00,-0.00,0.00,-0.00,0.00,0.00,Upgrade
34,Filing Date Shares Outstanding,20353,20353,20353,20353,20353,20353,20353,20353,20353,20353,Upgrade
35,Total Common Shares Outstanding,20353,20353,20353,20353,20353,20353,20353,20353,20353,20353,Upgrade
36,Working Capital,-205.57,-201.13,-187.78,-179.1,268.09,283.17,299.35,316.89,337.5,358.91,Upgrade
37,Book Value Per Share,-0.01,-0.01,-0.01,-0.01,0.02,0.02,0.02,0.02,0.02,0.03,Upgrade
38,Tangible Book Value,-206.62,-202.19,-189,-181,440.98,463.31,480.45,506.13,507.38,538.21,Upgrade
39,Tangible Book Value Per Share,-0.01,-0.01,-0.01,-0.01,0.02,0.02,0.02,0.02,0.02,0.03,Upgrade
40,Machinery,-,90.08,-,91.1,-,93.82,-,95.8,-,92.29,Upgrade
41,Construction In Progress,-,0.42,-,0.43,-,0.49,-,0.46,-,1.41,Upgrade
42,Leasehold Improvements,-,30.91,-,31.05,-,31.54,-,42.49,-,62.67,Upgrade
