,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,2872,2644,2086,2555,2793,2752,3224,3209,2793,2572,2895,3758,3748,2723,2708,2555,2732,3220,2066,1842,1891,Upgrade
1,Market Cap Growth,-3.94%,-3.94%,-35.29%,-20.39%,0.00%,7.00%,11.36%,-14.61%,-25.49%,-5.54%,6.93%,47.09%,37.17%,-15.45%,31.04%,38.66%,44.49%,76.75%,2.41%,-17.74%,12.30%,Upgrade
2,Enterprise Value,3083,2956,2282,2734,2972,2872,3196,3232,2728,2505,2815,3546,3453,3040,3006,2830,2926,3395,2215,2016,2064,Upgrade
3,Last Close Price,15.25,13.74,10.58,12.79,13.98,13.78,16.14,16.01,13.94,12.84,14.45,18.92,18.86,17.03,16.93,15.93,17.04,20.08,12.88,11.18,11.48,Upgrade
4,PE Ratio,32.56,35.66,24.50,38.38,-,28.97,35.68,30.95,27.26,23.61,28.65,38.92,35.81,24.90,23.67,20.92,26.55,36.80,25.29,28.84,28.23,Upgrade
5,Forward PE,-,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,18.72,21.07,27.85,25.26,16.25,16.73,16.86,19.46,24.90,15.79,15.79,15.79,Upgrade
6,PS Ratio,2.67,2.43,2.00,2.51,2.74,2.60,3.04,3.08,2.76,2.71,3.19,4.34,4.37,3.24,3.32,3.27,3.83,4.90,3.21,3.01,3.04,Upgrade
7,PB Ratio,1.58,1.39,1.10,1.32,1.45,1.43,1.72,1.72,1.66,1.55,1.78,2.32,2.36,1.75,2.88,2.78,3.12,3.81,2.53,2.33,2.48,Upgrade
8,P/TBV Ratio,1.56,1.56,1.24,1.48,1.64,1.61,1.94,1.94,1.91,1.78,2.05,2.67,2.73,2.02,3.71,3.60,3.92,4.85,3.24,3.02,3.25,Upgrade
9,P/FCF Ratio,44.94,41.37,-,-,-14.09,-,-,-,-,-,-15.07,-,-,-21.40,-,-,-,-63.92,-,73.42,-,Upgrade
10,P/OCF Ratio,11.58,11.58,23.61,-,27.76,31.70,-,16.21,20.39,55.03,39.20,-,-,25.53,24.00,34.64,-,35.19,-1615.07,17.49,-,Upgrade
11,EV/Sales Ratio,2.83,2.71,2.19,2.68,2.91,2.72,3.01,3.11,2.69,2.64,3.10,4.10,4.03,3.61,3.68,3.62,4.10,5.16,3.45,3.29,3.32,Upgrade
12,EV/EBITDA Ratio,16.40,16.46,13.23,16.98,18.37,17.15,19.81,20.64,19.02,17.75,21.04,27.02,24.87,20.27,19.10,17.22,20.34,27.00,19.73,21.34,22.04,Upgrade
13,EV/EBIT Ratio,24.34,23.34,18.76,24.55,25.99,23.49,27.14,27.82,26.06,24.08,28.99,37.13,33.35,26.40,24.45,21.68,26.49,36.63,27.03,30.99,30.83,Upgrade
14,EV/FCF Ratio,48.24,46.26,-,-,-15.00,-,-,-,-,-,-14.65,-,-,-23.89,-,-,-,-67.39,-,80.32,-,Upgrade
15,Debt / Equity Ratio,0.35,0.35,0.40,0.38,0.40,0.39,0.42,0.42,0.17,0.18,0.23,0.23,0.24,0.24,0.38,0.37,0.35,0.29,0.25,0.32,0.30,Upgrade
