,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,207.76,194.8,159.17,166.56,168.71,187.24,247,203.43,224.63,268.68,Upgrade
1,Revenue Growth (YoY),30.53%,16.95%,-5.66%,-11.04%,-31.70%,-7.96%,9.96%,-24.29%,-40.36%,-,Upgrade
2,Cost of Revenue,83.26,107.1,68.45,84.99,83.9,93.14,141.35,101.76,107.5,140.19,Upgrade
3,Gross Profit,124.51,87.7,90.72,81.58,84.81,94.1,105.65,101.66,117.14,128.49,Upgrade
4,"Selling, General & Admin",146.59,136.02,133.5,111.96,142.54,126.51,159.38,128.99,171.49,163.55,Upgrade
5,Other Operating Expenses,-21.67,-2.85,-29.49,7.87,-42.27,8.61,-45.91,-16.33,-38.27,-5.39,Upgrade
6,Operating Expenses,124.91,133.17,104.01,119.84,100.26,135.12,113.47,112.66,133.22,158.16,Upgrade
7,Operating Income,-0.41,-45.47,-13.29,-38.26,-15.45,-41.02,-7.82,-11,-16.08,-29.67,Upgrade
8,Interest Expense,-25,-26.47,-20.39,-19.64,-19.8,-20.3,-21.77,-20.8,-25.1,-36.98,Upgrade
9,Interest & Investment Income,0.23,0.07,0.59,0.07,0.09,0.29,0.33,0.37,0.87,1.79,Upgrade
10,Currency Exchange Gain (Loss),0.21,-0.01,0.04,0.27,0.09,-,-,-,-,0.42,Upgrade
11,EBT Excluding Unusual Items,-24.97,-71.88,-33.05,-57.56,-35.08,-61.03,-29.25,-31.43,-40.32,-64.45,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,2.41,-2.39,0.06,Upgrade
13,Asset Writedown,-,-52.41,-,-32.41,-,-11.09,-,-112.49,-21.1,-0.54,Upgrade
14,Other Unusual Items,-,1,-,4.63,10.02,1.11,-,-1.78,13.58,-,Upgrade
15,Pretax Income,-24.97,-123.29,-33.05,-85.34,-25.05,-71.01,-29.25,-143.29,-50.23,-64.92,Upgrade
16,Income Tax Expense,0.5,-4.67,0.92,-7.75,1.28,-1.26,1.11,-0.2,1.14,-4.57,Upgrade
17,Earnings From Continuing Operations,-25.47,-118.62,-33.96,-77.59,-26.34,-69.75,-30.36,-143.09,-51.37,-60.35,Upgrade
18,Net Income,-25.47,-118.62,-33.96,-77.59,-26.34,-69.75,-30.36,-143.09,-51.37,-60.35,Upgrade
19,Net Income to Common,-25.47,-118.62,-33.96,-77.59,-26.34,-69.75,-30.36,-143.09,-51.37,-60.35,Upgrade
20,Shares Outstanding (Basic),1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,Upgrade
21,Shares Outstanding (Diluted),1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,Upgrade
22,EPS (Basic),-0.02,-0.11,-0.03,-0.07,-0.03,-0.07,-0.03,-0.14,-0.05,-0.06,Upgrade
23,EPS (Diluted),-0.02,-0.11,-0.03,-0.07,-0.03,-0.07,-0.03,-0.14,-0.05,-0.06,Upgrade
24,Free Cash Flow,54.61,127.78,-48.5,37.12,25.69,35.62,-11.66,16.69,-18.19,-29.72,Upgrade
25,Free Cash Flow Per Share,0.05,0.12,-0.05,0.04,0.02,0.03,-0.01,0.02,-0.02,-0.03,Upgrade
26,Operating Margin,-0.19%,-23.34%,-8.35%,-22.97%,-9.16%,-21.91%,-3.17%,-5.41%,-7.16%,-11.04%,Upgrade
27,Profit Margin,-12.26%,-60.89%,-21.34%,-46.58%,-15.61%,-37.25%,-12.29%,-70.34%,-22.87%,-22.46%,Upgrade
28,Free Cash Flow Margin,26.28%,65.60%,-30.47%,22.29%,15.22%,19.02%,-4.72%,8.21%,-8.10%,-11.06%,Upgrade
29,EBITDA,26.64,-16.98,13.63,-4.31,10.73,-10.31,20.76,16.43,4.71,-2.52,Upgrade
30,D&A For EBITDA,27.04,28.49,26.92,33.95,26.18,30.71,28.58,27.44,20.79,27.15,Upgrade
31,EBIT,-0.41,-45.47,-13.29,-38.26,-15.45,-41.02,-7.82,-11,-16.08,-29.67,Upgrade
