,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,48,43,53,52,55,91,108,156,157,176,259,Upgrade
1,Market Cap Growth,-18.00%,-18.00%,-3.77%,-43.18%,-49.04%,-41.33%,-31.13%,-11.76%,-39.60%,-37.04%,-16.67%,Upgrade
2,Enterprise Value,658,695,676,627,681,755,750,784,728,807,960,Upgrade
3,Last Close Price,0.05,0.04,0.05,0.05,0.05,0.09,0.10,0.15,0.15,0.17,0.25,Upgrade
4,PS Ratio,0.11,0.10,0.14,0.15,0.15,0.22,0.20,0.29,0.31,0.33,0.36,Upgrade
5,PB Ratio,-1.02,-1.02,-3.65,0.49,0.35,0.37,0.37,0.42,0.39,0.33,0.43,Upgrade
6,P/TBV Ratio,-,-,-,0.53,0.37,0.38,0.38,0.43,0.39,0.34,0.44,Upgrade
7,P/FCF Ratio,0.24,0.22,0.61,-,0.77,1.27,3.67,-,-88.00,-,-,Upgrade
8,P/OCF Ratio,0.19,0.19,0.45,-,0.67,0.92,1.26,1.30,1.70,-,1.91,Upgrade
9,EV/Sales Ratio,1.52,1.61,1.73,1.78,1.80,1.81,1.41,1.45,1.43,1.49,1.33,Upgrade
10,EV/EBITDA Ratio,9.22,67.00,-,62.28,-,1557.05,-,17.53,28.98,336.35,-,Upgrade
11,EV/FCF Ratio,3.36,3.55,7.74,-,9.59,10.52,25.49,-,-408.71,-,-,Upgrade
12,Debt / Equity Ratio,-15.67,-15.67,-48.03,6.34,4.12,2.66,2.37,1.95,1.78,1.20,1.28,Upgrade
13,Debt / FCF Ratio,3.32,3.32,7.98,-,9.15,9.22,23.66,-,-404.13,-,-,Upgrade
14,Earnings Yield,-324.39%,-363.95%,-317.68%,-232.35%,-213.65%,-123.28%,-113.89%,-134.05%,-147.41%,-69.50%,-22.57%,Upgrade
15,FCF Yield,410.63%,460.71%,165.06%,-23.71%,129.13%,78.65%,27.26%,3.89%,-1.14%,-29.80%,-2.08%,Upgrade
