,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5190,1538,2254,3964,3703,3702,4972,5559,6179,8610,5358,Upgrade
1,Market Cap Growth,-61.20%,-61.20%,-39.13%,7.06%,-25.52%,-33.39%,-19.53%,-35.44%,15.31%,101.02%,72.87%,Upgrade
2,Enterprise Value,4907,1391,2034,4092,4125,3900,5400,5767,6410,8924,6315,Upgrade
3,Last Close Price,1.89,0.56,0.82,1.42,1.31,1.31,1.75,1.98,2.20,3.07,2.10,Upgrade
4,PE Ratio,-,-,-,18.69,19.47,-8.97,-,-,-,70.19,35.31,Upgrade
5,Forward PE,-,7.76,9.94,15.77,15.76,19.48,18.95,22.86,17.38,23.85,17.36,Upgrade
6,PS Ratio,1.03,0.30,0.38,0.61,0.58,0.57,0.85,1.06,1.22,1.63,0.93,Upgrade
7,PB Ratio,1.59,0.44,0.59,1.02,0.93,0.92,1.19,1.21,1.36,1.89,1.38,Upgrade
8,P/TBV Ratio,0.65,0.65,0.78,1.47,1.24,1.33,1.65,1.83,1.85,2.91,2.01,Upgrade
9,P/FCF Ratio,91.47,27.10,-,4.98,10.48,13.24,35.53,-,-,-,17.19,Upgrade
10,P/OCF Ratio,12.41,12.41,-,4.26,7.41,7.14,13.27,-,-18.47,-,7.55,Upgrade
11,PEG Ratio,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,6.84,Upgrade
12,EV/Sales Ratio,0.96,0.27,0.34,0.62,0.65,0.60,0.92,1.10,1.27,1.69,1.09,Upgrade
13,EV/EBITDA Ratio,-,-,-,14.90,12.97,-9.82,-,-,-,37.82,26.31,Upgrade
14,EV/EBIT Ratio,-,-,-,33.26,34.71,-6.12,-,-,-,259.23,107.73,Upgrade
15,EV/FCF Ratio,86.48,24.52,-,5.14,11.67,13.95,38.58,-,-,-,20.26,Upgrade
16,Debt / Equity Ratio,0.34,0.34,0.29,0.33,0.43,0.49,0.45,0.38,0.36,0.34,0.49,Upgrade
17,Debt / FCF Ratio,20.72,20.72,-,1.59,4.80,7.09,13.45,-,-,-,6.08,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,2.82%,2.35%,-11.96%,-,-,-,0.60%,1.01%,Upgrade
19,Earnings Yield,-5.09%,-17.16%,0.30%,5.35%,5.14%,-11.15%,-11.92%,-6.06%,-3.14%,1.42%,2.83%,Upgrade
20,FCF Yield,1.09%,3.69%,17.85%,20.09%,9.54%,7.55%,2.81%,-4.29%,-9.71%,1.74%,5.82%,Upgrade
21,Dividend Yield,0.00%,-,-,1.61%,1.60%,0.77%,-,-,-,0.62%,1.05%,Upgrade
22,Buyback Yield / Dilution,0.50%,0.50%,0.52%,0.06%,0.44%,-1.59%,-2.08%,-5.32%,-10.13%,-4.92%,-3.77%,Upgrade
23,Total Shareholder Return,0.50%,0.50%,0.52%,1.68%,2.04%,-0.83%,-2.08%,-5.32%,-10.13%,-4.30%,-2.72%,Upgrade
