,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1725,1745,1745,1886,2120,1832,2032,1589,1282,1329,878,Upgrade
1,Market Cap Growth,-7.49%,-7.49%,-17.70%,2.93%,4.32%,15.34%,58.56%,19.55%,45.93%,51.30%,-34.47%,Upgrade
2,Enterprise Value,822,1102,801,1146,1166,1009,1116,889,574,682,152,Upgrade
3,Last Close Price,3.54,3.14,3.14,3.17,3.30,2.67,2.68,1.95,1.42,1.20,0.74,Upgrade
4,PE Ratio,7.44,7.53,6.97,6.68,7.18,5.28,5.61,4.65,5.50,13.75,8.76,Upgrade
5,Forward PE,-,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,14.95,Upgrade
6,PS Ratio,0.48,0.49,0.48,0.49,0.57,0.53,0.56,0.40,0.37,0.52,0.37,Upgrade
7,PB Ratio,0.94,0.95,0.97,1.03,1.12,0.97,1.00,0.80,0.64,0.63,0.42,Upgrade
8,P/TBV Ratio,0.95,0.95,0.97,1.04,1.12,0.97,1.00,0.80,0.64,0.63,0.42,Upgrade
9,P/FCF Ratio,5.50,5.56,5.94,5.58,5.65,3.13,3.08,2.36,2.09,5.16,3.31,Upgrade
10,P/OCF Ratio,4.84,4.84,5.03,5.01,5.02,2.79,2.77,2.23,1.99,4.66,2.87,Upgrade
11,EV/Sales Ratio,0.23,0.31,0.22,0.30,0.31,0.29,0.31,0.22,0.16,0.27,0.06,Upgrade
12,EV/EBITDA Ratio,1.61,2.86,2.00,2.57,2.59,2.31,2.36,1.85,1.66,3.05,0.80,Upgrade
13,EV/EBIT Ratio,2.41,3.34,2.28,2.87,2.86,2.58,2.57,1.97,1.81,3.66,0.97,Upgrade
14,EV/FCF Ratio,2.62,3.52,2.73,3.39,3.11,1.72,1.69,1.32,0.94,2.65,0.57,Upgrade
15,Debt / Equity Ratio,0.11,0.11,0.15,0.13,0.19,0.22,0.23,0.22,0.19,0.19,0.15,Upgrade
16,Debt / FCF Ratio,0.62,0.62,0.91,0.72,0.94,0.71,0.71,0.64,0.60,1.56,1.18,Upgrade
17,Return on Capital Employed (ROCE),17.01%,17.01%,17.89%,20.17%,18.90%,17.81%,18.13%,19.77%,13.93%,7.69%,6.79%,Upgrade
18,Earnings Yield,13.44%,13.29%,14.36%,14.96%,13.94%,18.95%,17.84%,21.51%,18.20%,7.27%,11.42%,Upgrade
19,FCF Yield,18.17%,17.97%,16.82%,17.93%,17.69%,31.93%,32.47%,42.32%,47.87%,19.39%,30.21%,Upgrade
20,Dividend Yield,8.64%,3.79%,4.07%,4.58%,4.63%,6.68%,6.93%,10.55%,10.44%,9.01%,14.58%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,4.50%,14.55%,10.53%,-,0.01%,Upgrade,
22,Total Shareholder Return,8.64%,3.79%,4.07%,4.58%,4.63%,6.68%,11.44%,25.10%,20.97%,9.01%,14.58%,Upgrade
