,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,1089,898.63,1176,1079,1360,1282,1335,1061,1102,936.63,Upgrade
1,Short-Term Investments,-,-,-,-,4.01,7.16,5.66,-,3.38,7.49,Upgrade
2,Trading Asset Securities,10.85,12.23,13.11,14.66,7.97,5.37,4.41,6.04,2.55,15.87,Upgrade
3,Cash & Short-Term Investments,1100,910.86,1189,1093,1372,1295,1345,1067,1108,959.99,Upgrade
4,Cash Growth,-7.47%,-16.70%,-13.34%,-15.56%,2.04%,21.33%,21.37%,11.18%,-1.84%,-12.86%,Upgrade
5,Accounts Receivable,214.92,219.24,255.8,262.51,189.5,179.62,199.09,260.53,188.15,80.88,Upgrade
6,Other Receivables,12.49,14.3,8.46,9.2,7.49,14.58,7.65,9.95,12.99,14.85,Upgrade
7,Receivables,310.49,255.53,285.27,313.07,236.8,240.52,268.46,287.57,201.14,95.73,Upgrade
8,Inventory,506.59,443,404.19,422.2,467.62,483.63,511.89,622.77,704.03,798.69,Upgrade
9,Other Current Assets,46.85,27.3,13.64,27.97,25.26,16.29,23.66,21.08,25.87,24.36,Upgrade
10,Total Current Assets,1964,1637,1892,1857,2102,2035,2149,1999,2039,1879,Upgrade
11,"Property, Plant & Equipment",403.04,486.89,453.39,560.85,642.26,659.44,592.65,542.19,579.25,500.81,Upgrade
12,Long-Term Investments,136.17,133.23,195.53,134.35,135.15,138.88,108.96,105.79,100.58,101.11,Upgrade
13,Long-Term Deferred Tax Assets,8.13,6.86,6.04,4.5,4.05,4.25,3.14,4.01,10.89,5.15,Upgrade
14,Other Long-Term Assets,53.56,69.54,40.25,42.83,28.67,41.31,47.06,34.8,20.7,27.78,Upgrade
15,Total Assets,2565,2387,2587,2619,2912,2879,2929,2728,2750,2514,Upgrade
16,Accounts Payable,90.32,34.93,69.98,38.18,69.14,35.28,94.44,112.06,88.21,26.17,Upgrade
17,Accrued Expenses,227.24,200.08,202.58,219.52,228.1,192.37,104.54,152.36,90.35,47.68,Upgrade
18,Short-Term Debt,-,-,-,-,-,28.71,44.57,17.53,3.67,5.67,Upgrade
19,Current Portion of Leases,112.45,132.56,110.86,121.72,128.62,114.74,105.23,85.65,90.32,101.66,Upgrade
20,Current Income Taxes Payable,35.41,36.39,36.89,46.65,44.5,44.98,42.97,43.43,30.39,12.24,Upgrade
21,Current Unearned Revenue,4.33,6.87,12.26,20.68,29.23,26.82,11.87,4.5,6.38,4.37,Upgrade
22,Other Current Liabilities,154.09,18.13,174.64,20.01,218.09,43.18,236.51,36.95,20.02,12.93,Upgrade
