,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,1056661,988681,840355,631424,745900,785174,841507,739427,925605,1061568,1199042,999202,889479,683053,842277,642935,681022,622400,497373,537097,Upgrade
1,Revenue Growth (YoY),41.66%,25.92%,-0.14%,-14.61%,-19.41%,-26.04%,-29.82%,-26.00%,4.06%,55.42%,42.36%,55.41%,30.61%,9.74%,69.35%,19.71%,33.92%,9.90%,-15.46%,14.96%,Upgrade
2,"Selling, General & Admin",64047,42582,35857,28485,38495,34911,38035,36659,45300,33872,41293,24755,30857,24321,23762,24308,23372,28099,22552,24155,Upgrade
3,Other Operating Expenses,970709,911795,749235,601232,651703,713838,787982,693603,844701,1001895,1112477,931110,814294,646419,786464,601951,620486,590134,477796,499175,Upgrade
4,Total Operating Expenses,1034756,954376,785092,629717,690198,748749,826017,730262,890000,1035767,1153770,955865,845151,670740,810226,626259,643859,618233,500347,523330,Upgrade
5,Operating Income,21905,34305,55262,1707,55702,36425,15490,9166,35604,25800,45272,43337,44329,12313,32051,16676,37163,4167,-2975,13767,Upgrade
6,Interest Expense,-658.91,-745.06,-818.71,-839.66,-990.02,-1145,-1299,-1418,-1405,-1436,-1162,-22.07,-100.81,-,147.89,-468.99,-,-,-,-,Upgrade
7,Interest Income,938.54,1097,1047,1153,1724,2437,3200,3324,3226,2159,1737,1175,912.95,799.23,1246,1299,2120,2421,2916,3266,Upgrade
8,Net Interest Expense,279.63,352.18,228.3,313.35,734.06,1292,1900,1905,1822,722.77,575.32,1152,812.14,799.23,1394,830.2,2120,2421,2916,3266,Upgrade
