,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5823488,5581618,5610855,5937779,6378992,5028772,4957009,5222800,5818173,5927147,6195596,6312545,6155728,6230149,6666047,6381650,6591625,6009542,5523144,5634777,5342406,Upgrade
1,Market Cap Growth,10.99%,10.99%,13.19%,13.69%,9.64%,-15.16%,-19.99%,-17.26%,-5.48%,-4.86%,-7.06%,-1.08%,-6.61%,3.67%,20.69%,13.25%,23.38%,27.02%,22.60%,17.19%,37.39%,Upgrade
2,Enterprise Value,5923965,5033361,4596584,5146033,5343412,3662442,3794481,4339046,5148596,5174232,5582192,5746629,5355515,5254929,5735838,5559499,5773503,5413908,5771397,5507702,5456204,Upgrade
3,Last Close Price,219100.00,210000.00,211100.00,203105.67,218197.67,172012.50,169557.78,178649.35,199014.46,202742.01,211924.49,215924.78,210560.76,213106.40,208494.60,199599.50,206166.91,187961.04,155263.31,158401.46,150182.51,Upgrade
4,PE Ratio,13.04,12.50,13.04,13.45,13.70,11.18,11.96,13.85,15.90,18.57,15.06,15.44,16.26,14.53,13.81,10.29,9.46,8.31,7.53,8.29,7.87,Upgrade
5,Forward PE,-,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,15.99,Upgrade
6,PS Ratio,2.28,2.18,2.26,2.45,2.66,2.14,2.20,2.32,2.62,2.69,2.47,2.67,2.74,2.81,3.09,2.50,2.34,2.07,1.82,1.88,1.73,Upgrade
7,PB Ratio,3.07,2.95,3.23,2.58,2.90,2.38,2.52,2.81,3.35,3.56,3.98,4.34,4.58,4.93,3.86,3.86,4.19,4.01,2.89,3.31,3.46,Upgrade
8,P/TBV Ratio,2.95,2.95,3.23,2.58,2.90,2.38,2.52,2.81,3.35,3.56,3.98,4.38,4.62,4.99,3.89,3.89,4.23,4.01,2.90,3.32,3.47,Upgrade
9,P/FCF Ratio,13.51,12.95,15.22,11.87,10.89,-,8.25,11.02,23.83,-,21.80,24.47,-,10.79,15.77,11.57,8.99,3.87,4.17,3.39,3.21,Upgrade
10,P/OCF Ratio,12.82,12.82,15.10,11.82,10.85,-,8.20,10.90,23.41,-,21.20,23.80,-,10.52,15.35,11.34,8.85,3.84,4.14,3.36,3.19,Upgrade
11,EV/Sales Ratio,2.32,1.97,1.85,2.13,2.23,1.56,1.69,1.93,2.32,2.34,2.23,2.43,2.39,2.37,2.66,2.18,2.05,1.87,1.90,1.83,1.76,Upgrade
12,EV/EBITDA Ratio,11.53,9.80,9.40,10.22,9.90,6.86,7.46,9.19,10.84,10.23,8.91,9.15,9.20,9.38,9.38,7.15,6.57,5.84,6.20,6.27,6.16,Upgrade
13,EV/EBIT Ratio,12.66,10.76,10.39,11.29,10.87,7.56,8.30,10.22,12.25,11.48,9.83,10.26,10.36,10.70,10.59,7.85,7.14,6.32,6.72,6.86,6.76,Upgrade
14,EV/FCF Ratio,13.75,11.68,12.47,10.29,9.12,-,6.31,9.16,21.09,-,19.64,22.28,-,9.10,13.57,10.08,7.87,3.48,4.36,3.31,3.27,Upgrade
15,Debt / Equity Ratio,0.11,0.11,0.10,0.10,0.03,0.08,0.11,0.04,0.08,0.15,0.05,0.08,0.16,0.26,0.09,0.09,0.13,0.21,0.15,0.18,0.18,Upgrade
16,Debt / EBITDA Ratio,0.40,0.27,0.37,0.53,0.18,0.25,0.40,0.13,0.38,0.45,0.21,0.19,0.44,0.31,0.39,0.34,0.52,0.25,0.27,0.37,0.48,Upgrade
17,Debt / FCF Ratio,0.48,0.48,0.46,0.47,0.12,-,0.34,0.16,0.56,-,0.28,0.44,-,0.56,0.35,0.26,0.28,0.20,0.21,0.18,0.17,Upgrade
18,Asset Turnover,1.47,0.93,0.86,0.74,1.26,0.92,1.03,0.84,1.40,1.14,1.16,0.92,1.97,0.76,0.80,0.77,1.60,1.29,1.20,0.89,Upgrade,
19,Inventory Turnover,8.44,8.11,5.68,7.17,6.95,11.15,6.15,5.39,4.13,6.46,4.64,3.53,3.66,10.91,4.15,4.15,4.42,10.87,7.86,5.86,5.12,Upgrade
20,Quick Ratio,0.96,0.96,1.42,2.81,3.53,2.92,3.62,4.29,4.20,3.18,3.25,2.56,2.30,1.85,3.18,3.17,2.77,2.19,1.73,0.30,1.09,Upgrade
21,Current Ratio,1.43,1.43,2.10,3.36,4.77,3.31,4.11,5.07,5.13,4.04,4.13,3.68,3.47,2.21,3.95,3.92,3.50,2.58,2.09,1.84,1.71,Upgrade
22,Return on Equity (ROE),35.07%,19.95%,17.41%,16.45%,28.01%,23.40%,27.17%,17.18%,26.67%,19.89%,31.70%,8.02%,53.39%,17.05%,19.95%,19.87%,59.36%,46.30%,38.44%,27.58%,Upgrade,
23,Return on Assets (ROA),18.48%,10.15%,9.17%,8.16%,14.87%,12.50%,15.58%,9.28%,15.58%,11.19%,17.91%,14.61%,29.61%,9.27%,10.63%,9.96%,30.97%,24.62%,21.04%,15.12%,Upgrade,
24,Return on Capital (ROIC),22.31%,11.84%,10.29%,9.36%,17.19%,14.40%,17.71%,10.27%,17.80%,13.39%,20.84%,17.19%,35.16%,10.67%,12.12%,11.48%,36.71%,29.19%,24.45%,18.07%,Upgrade,
25,Return on Capital Employed (ROCE),24.64%,24.64%,25.42%,19.78%,22.29%,22.87%,23.16%,22.80%,24.14%,27.02%,36.38%,37.77%,37.57%,38.68%,31.28%,42.65%,51.18%,56.97%,44.85%,47.06%,52.09%,Upgrade
26,Earnings Yield,7.67%,8.00%,7.67%,7.44%,7.30%,8.95%,8.36%,7.22%,6.29%,5.38%,6.64%,6.48%,6.15%,6.88%,7.24%,9.72%,10.57%,12.04%,13.29%,12.06%,12.71%,Upgrade
27,FCF Yield,7.40%,7.72%,6.57%,8.42%,9.18%,12.99%,12.12%,9.07%,4.20%,-3.51%,4.59%,4.09%,5.18%,9.27%,6.34%,8.64%,11.13%,25.86%,23.97%,29.51%,31.19%,Upgrade
28,Dividend Yield,11.68%,-,-,-,-,14.53%,-,-,-,-,-,-,-,-,-,12.53%,-,-,-,15.78%,-,Upgrade
29,Payout Ratio,148.93%,78.52%,536.36%,0.33%,-,-,-,-,-,-,0.57%,-,-,332.64%,-,-,0.56%,261.85%,-,-,-,Upgrade
30,Buyback Yield / Dilution,-0.00%,-0.01%,0.00%,-,-0.00%,0.02%,-0.00%,-,-0.00%,-0.01%,0.01%,-,0.00%,0.00%,-,-,0.00%,-0.01%,-,-,Upgrade,
31,Total Shareholder Return,11.68%,-0.00%,-0.01%,0.00%,-,14.53%,0.02%,-0.00%,-,-0.00%,-0.01%,0.01%,-,0.00%,0.00%,12.53%,-,0.00%,-0.01%,15.78%,-,Upgrade
