,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,105991,94949,375036,166599,277098,214392,449500,260693,220747,130496,228551,283928,1124040,199300,149023,105471,201560,192726,38764,148055,Upgrade
1,Short-Term Investments,400,623484,872884,694484,730400,1358884,790400,760400,700400,700621,500400,500621,703.4,925303,925303,925303,920167,670167,167,251439,Upgrade
2,Trading Asset Securities,-,-,-,-,193920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,106391,718433,1247920,861083,1201418,1573276,1239900,1021093,921147,831117,728951,784549,1124744,1124603,1074326,1030775,1121727,862893,38931,399494,Upgrade
4,Cash Growth,-91.14%,-54.34%,0.65%,-15.67%,30.43%,89.30%,70.09%,30.15%,-18.10%,-26.10%,-32.15%,-23.89%,0.27%,30.33%,2659.58%,158.02%,408.20%,345.87%,-79.26%,353.78%,Upgrade
5,Accounts Receivable,456778,142509,219438,362848,359589,288561,335360,373221,443509,404712,281709,89185,125668,178135,157191,134276,226824,339303,154090,195991,Upgrade
6,Other Receivables,297.6,9679,5766,30192,20401,17005,61527,44531,30831,19084,11165,6144,3585,69559,54316,39505,24460,11596,232.79,1003,Upgrade
7,Receivables,457076,152188,225205,593041,379990,305566,396887,417751,474340,423796,292874,95330,129252,247695,211507,173781,251284,350900,154323,196995,Upgrade
8,Inventory,277313,410608,284958,241496,209469,253793,295904,317308,372813,340147,433656,434206,233215,313649,285474,304441,236715,239816,316711,328387,Upgrade
9,Prepaid Expenses,1213,745.24,1213,1612,691.13,793.87,1186,1641,1055,1194,1126,1391,644.01,1755,538.95,837.5,452.27,352,883.7,1310,Upgrade
10,Other Current Assets,535.37,800.37,294.62,270.71,345.5,242.47,334.95,303.39,890.75,500.23,9464,9204,9132,14446,14167,10101,9204,8312,678477,9258,Upgrade
11,Total Current Assets,842529,1282774,1759591,1697502,1791914,2133672,1934213,1758096,1770246,1596754,1466070,1324679,1496988,1702148,1586013,1519936,1619382,1462273,1189325,935443,Upgrade
12,"Property, Plant & Equipment",220306,227974,241686,253670,265159,277069,289445,301298,314220,327832,382148,398703,413109,420695,436705,450268,466968,484786,501250,511284,Upgrade
13,Long-Term Investments,1393000,783000,783000,579000,579000,62500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Goodwill,-,-,-,-,-,-,-,-,-,-,10644,11323,12003,12682,13362,14041,14720,15400,16079,16759,Upgrade
15,Other Intangible Assets,-,-,-,-,-,-,-,30.93,61.86,92.78,123.71,154.64,185.57,216.49,247.42,278.35,309.28,356.87,412.8,468.73,Upgrade
16,Long-Term Deferred Tax Assets,6083,3691,3521,4938,4712,3258,2593,5807,3814,4666,5267,5011,4957,9610,10543,10257,9647,10303,10518,9722,Upgrade
17,Other Long-Term Assets,26570,53766,40291,26701,17623,17243,17897,17770,17909,17760,18234,17755,18336,18167,18460,19667,20752,43360,34286,24538,Upgrade
18,Total Assets,2488488,2351205,2828088,2561810,2658407,2493742,2244148,2083002,2106250,1947104,1882488,1757626,1945578,2163517,2065330,2014447,2131779,2616479,2351871,2098214,Upgrade
19,Accounts Payable,239282,174051,194265,199451,263408,143492,181073,117217,121867,172798,166452,91994,241746,142594,137864,145784,162460,211858,173303,168375,Upgrade
20,Accrued Expenses,71006,77823,58258,61175,65544,104026,70315,64401,50715,86050,74298,58018,80237,82002,74890,56267,53831,95785,93927,55828,Upgrade
21,Short-Term Debt,206868,170176,233649,69337,165838,206946,77373,137339,251571,78202,114126,217161,323008,147807,142489,206934,317244,280251,299524,283940,Upgrade
22,Current Income Taxes Payable,56071,52103,27457,22790,42168,61553,46793,19485,10390,45740,27495,3880,17918,47651,42905,21568,88606,105876,73776,32432,Upgrade
23,Other Current Liabilities,16186,137131,10633,2891,3974,3118,5955,3999,3959,3864,16532,11069,13174,11151,6963,3952,5976,7455,5016,7637,Upgrade
24,Total Current Liabilities,589413,611284,524261,355643,540932,519135,381509,342441,438501,386654,398904,382122,676082,431205,405111,434505,628117,701226,645546,548213,Upgrade
25,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,25698,25698,2110,-,-,-,-,-,-,-,Upgrade
26,Other Long-Term Liabilities,4331,4341,4368,4666,4690,4742,4742,4730,4917,4917,5029,4782,4896,4896,4912,5181,5226,5229,5309,4965,Upgrade
27,Total Liabilities,593744,615626,528630,360309,545622,523878,386251,347171,443418,391571,429631,412602,683087,436101,410023,439686,633343,706454,650855,553178,Upgrade
28,Common Stock,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,265791,Upgrade
29,Additional Paid-In Capital,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,29974,Upgrade
30,Retained Earnings,1598978,1439814,2003692,1905735,1817019,1674099,1562131,1440066,1367066,1259767,1155671,1047786,965202,1430074,1357913,1277306,1216311,1627251,1417591,1260792,Upgrade
31,Total Common Equity,1894744,1735580,2299458,2201500,2112785,1969864,1857897,1735831,1662832,1555533,1451437,1343552,1260967,1725840,1653679,1573072,1512077,1923017,1713356,1556557,Upgrade
32,Minority Interest,-,-,-,-,-,-,-,-,-,-,1420,1472,1523,1576,1628,1689,-13640,-12992,-12340,-11521,Upgrade
33,Shareholders' Equity,1894744,1735580,2299458,2201500,2112785,1969864,1857897,1735831,1662832,1555533,1452857,1345024,1262491,1727416,1655307,1574762,1498437,1910024,1701016,1545036,Upgrade
