,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,512.13,480.35,453.88,453.88,433.79,456.89,461.36,384.62,413.18,392.48,346.54,290.87,265.13,252.82,206.94,206.94,203.59,203.59,153.12,153.12
1,Other Revenue,-,-2.68,1.34,1.34,35.38,-2,2,-,4.32,-1.57,1.57,-,3.92,-0.59,0.3,0.3,0.93,0.93,-,-
2,Revenue,512.13,477.67,455.22,455.22,469.17,454.89,463.36,384.62,417.49,390.91,348.11,290.87,269.05,252.23,207.23,207.23,204.52,204.52,153.12,153.12
3,Revenue Growth (YoY),9.16%,5.01%,-1.76%,18.36%,12.38%,16.37%,33.11%,32.23%,55.17%,54.98%,67.98%,40.36%,31.55%,23.33%,35.34%,35.34%,-,-,-,-
4,Cost of Revenue,536.27,324.09,318.35,318.35,324.45,318.8,321.07,272.87,307.3,272.91,267.77,220.99,208,202.56,153.61,153.61,146.91,146.91,111.35,111.35
5,Gross Profit,-24.14,153.58,136.87,136.87,144.72,136.08,142.29,111.75,110.19,118,80.34,69.88,61.05,49.67,53.62,53.62,57.61,57.61,41.77,41.77
6,"Selling, General & Admin",-64.63,22.71,20.96,20.96,25.24,19.69,24.05,16.72,19.5,18.29,18.79,18.19,16.85,9.41,10.07,10.07,21.53,21.53,-,-
7,Research & Development,-90.48,31.21,29.64,29.64,35.16,24.53,22.83,12.96,12.61,29.86,18.23,14.45,20.75,10.41,10.9,10.9,20.62,20.62,-,-
8,Other Operating Expenses,-4.46,0.26,2.1,2.1,-1.63,2.02,3.91,2.03,5.81,0.46,0.39,0.16,10.83,-2.07,-2.13,-2.13,-13,-13,15.62,15.62
9,Operating Expenses,-160.14,51.11,54.52,54.52,61.31,47.39,54.84,33.78,37.51,49.96,38.21,37.06,47.14,18.01,19.32,19.32,30.11,30.11,15.62,15.62
10,Operating Income,136,102.47,82.36,82.36,83.41,88.69,87.45,77.97,72.69,68.03,42.12,32.82,13.91,31.65,34.31,34.31,27.5,27.5,26.15,26.15
11,Interest Expense,-31.63,-0.74,-0.8,-0.8,-0.73,-0.37,-0.59,-0.32,-0.71,-0.11,-0,-0,-0.08,-0,-0,-0,-0.14,-0.14,-,-
12,Interest & Investment Income,2.33,10.03,10.8,10.8,19.63,10.34,4.17,6.57,7.67,11.34,7.01,8.16,0.69,0.12,0.18,0.18,0.3,0.3,-,-
13,Currency Exchange Gain (Loss),-,-4.54,2.27,2.27,5.57,-4.03,4.03,-,7.16,-3.6,3.6,-,-2.61,1.13,-0.56,-0.56,-3.27,-3.27,-,-
14,Other Non Operating Income (Expenses),0.78,4.49,-0.22,-0.22,-3.41,2.5,4.15,-4.48,-10.77,9.86,0.58,-0.34,-0.06,-0.85,0.13,0.13,-0.24,-0.24,-0.04,-0.04
15,EBT Excluding Unusual Items,107.49,111.71,94.41,94.41,104.47,97.13,99.22,79.74,76.03,85.52,53.31,40.63,11.85,32.06,34.05,34.05,24.15,24.15,26.11,26.11
16,Gain (Loss) on Sale of Investments,2.87,-0.56,-1.15,-1.15,-10.2,-0.63,6.76,4.47,-1.33,-3.2,2.92,2.43,1.75,-,-,-,-0.54,-0.54,-,-
17,Gain (Loss) on Sale of Assets,-0.52,0,0.26,0.26,-9.98,0.6,-0.6,0.08,-0.79,0,-0,-,-0.15,0.03,-0.03,-0.03,0.4,0.4,-,-
18,Asset Writedown,8.54,-1.69,-3.43,-3.43,8.52,-14.72,-,-0.8,3.84,-14.47,-,-,0.5,-0.5,-,-,-,-,-,-
19,Other Unusual Items,-4.05,-2.35,3.2,3.2,10.63,1.13,-1.13,-,7.19,-0.93,0.93,-,19.04,-0.66,0.33,0.33,4,4,-,-
20,Pretax Income,114.33,107.12,93.29,93.29,103.45,83.51,104.25,83.5,84.94,66.93,57.16,43.06,33,30.93,34.35,34.35,28,28,26.11,26.11
21,Income Tax Expense,16.2,11.23,9.81,9.81,9.69,9.57,13.39,10.04,9.78,5.78,5.34,4.75,2.49,2.88,3.76,3.76,3.15,3.15,3.03,3.03
22,Net Income,98.12,95.89,83.48,83.48,93.76,73.93,90.86,73.46,75.16,61.15,51.82,38.31,30.51,28.05,30.6,30.6,24.85,24.85,23.08,23.08
23,Net Income to Common,98.12,95.89,83.48,83.48,93.76,73.93,90.86,73.46,75.16,61.15,51.82,38.31,30.51,28.05,30.6,30.6,24.85,24.85,23.08,23.08
24,Net Income Growth,4.65%,29.70%,-8.11%,13.65%,24.75%,20.90%,75.33%,91.75%,146.37%,118.03%,69.36%,25.20%,22.79%,12.88%,32.59%,32.59%,-,-,-,-
25,Shares Outstanding (Basic),120,120,120,120,120,119,119,120,119,120,121,120,101,90,90,90,90,-,-,-
26,Shares Outstanding (Diluted),120,120,120,120,120,119,119,120,119,120,121,120,101,90,90,90,90,-,-,-
27,Shares Change (YoY),-0.53%,0.46%,0.56%,-0.25%,1.02%,-0.46%,-0.98%,0.59%,18.00%,32.51%,34.04%,33.03%,12.10%,-,-,-,-,-,-,-
28,EPS (Basic),0.82,0.80,0.69,0.69,0.78,0.62,0.76,0.61,0.63,0.51,0.43,0.32,0.30,0.31,0.34,0.34,0.28,-,-,-
29,EPS (Diluted),0.82,0.80,0.69,0.69,0.78,0.62,0.76,0.61,0.63,0.51,0.43,0.32,0.30,0.31,0.34,0.34,0.28,-,-,-
30,EPS Growth,5.21%,29.11%,-8.63%,13.93%,23.48%,21.46%,77.06%,90.63%,108.78%,64.54%,26.35%,-5.88%,9.53%,-,-,-,-,-,-,-
31,Free Cash Flow,-,20.29,70.82,70.82,31.16,-17.96,51.02,90.77,86.41,-17.47,-177.38,-9.26,21.82,0.1,8.18,8.18,-3.88,-3.88,34.54,34.54
32,Free Cash Flow Per Share,-,0.17,0.59,0.59,0.26,-0.15,0.43,0.75,0.73,-0.15,-1.47,-0.08,0.22,0.00,0.09,0.09,-0.04,-,-,-
33,Dividend Per Share,-,-,0.150,0.150,0.850,-,-,-,0.570,-,-,-,0.330,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-,49.12%,-,-,-,72.73%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,-4.71%,32.15%,30.07%,30.07%,30.85%,29.92%,30.71%,29.06%,26.39%,30.19%,23.08%,24.02%,22.69%,19.69%,25.88%,25.88%,28.17%,28.17%,27.28%,27.28%
36,Operating Margin,26.56%,21.45%,18.09%,18.09%,17.78%,19.50%,18.87%,20.27%,17.41%,17.40%,12.10%,11.28%,5.17%,12.55%,16.56%,16.56%,13.45%,13.45%,17.08%,17.08%
37,Profit Margin,19.16%,20.07%,18.34%,18.34%,19.99%,16.25%,19.61%,19.10%,18.00%,15.64%,14.89%,13.17%,11.34%,11.12%,14.76%,14.76%,12.15%,12.15%,15.07%,15.07%
38,Free Cash Flow Margin,-,4.25%,15.56%,15.56%,6.64%,-3.95%,11.01%,23.60%,20.70%,-4.47%,-50.96%,-3.18%,8.11%,0.04%,3.95%,3.95%,-1.90%,-1.90%,22.56%,22.56%
39,EBITDA,149.36,115.71,95.59,95.59,96.76,98.9,101.65,87.93,82.89,75.15,50.79,39.94,21.03,38.37,41.02,41.02,33.66,-,-,-
40,EBITDA Margin,29.16%,24.22%,21.00%,21.00%,20.62%,21.74%,21.94%,22.86%,19.85%,19.23%,14.59%,13.73%,7.81%,15.21%,19.79%,19.79%,16.46%,-,-,-
41,D&A For EBITDA,13.35,13.24,13.24,13.24,13.35,10.2,14.2,9.96,10.2,7.12,8.67,7.12,7.12,6.71,6.71,6.71,6.16,-,-,-
42,EBIT,136,102.47,82.36,82.36,83.41,88.69,87.45,77.97,72.69,68.03,42.12,32.82,13.91,31.65,34.31,34.31,27.5,27.5,26.15,26.15
43,EBIT Margin,26.56%,21.45%,18.09%,18.09%,17.78%,19.50%,18.87%,20.27%,17.41%,17.40%,12.10%,11.28%,5.17%,12.55%,16.56%,16.56%,13.45%,13.45%,17.08%,17.08%
44,Effective Tax Rate,14.17%,10.48%,10.51%,10.51%,9.36%,11.46%,12.85%,12.03%,11.52%,8.63%,9.35%,11.04%,7.54%,9.32%,10.93%,10.93%,11.27%,11.27%,11.60%,11.60%
