,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Market Capitalization,16389,16611,14889,15000,14556,15445,15111,15722,16056,16389,18445,19611,21445,21611,23778,24556,28278,27944,24611,24222,35944,Upgrade
1,Market Cap Growth,7.55%,7.55%,-1.47%,-4.59%,-9.34%,-5.76%,-18.07%,-19.83%,-25.13%,-24.16%,-22.43%,-20.14%,-24.16%,-22.66%,-3.39%,1.38%,-21.33%,-18.34%,-39.65%,-42.56%,-,Upgrade
2,Last Close Price,2.95,2.99,2.58,2.60,2.52,2.68,2.62,2.72,2.78,2.84,3.10,3.29,3.60,3.63,3.85,3.98,4.58,4.53,3.99,3.80,5.63,Upgrade
3,PE Ratio,7.61,6.69,6.04,6.18,-,6.65,6.81,7.39,-,5.40,6.04,6.54,7.22,6.71,7.57,8.13,9.55,9.50,8.51,8.30,12.72,Upgrade
4,PS Ratio,2.98,2.91,2.62,2.64,2.59,2.91,2.86,3.02,3.16,2.54,2.88,3.08,3.34,3.40,3.81,4.09,4.76,4.61,4.12,4.00,6.01,Upgrade
5,PB Ratio,0.40,0.40,0.37,0.37,0.37,0.39,0.39,0.42,0.44,0.44,0.51,0.55,0.61,0.62,0.71,0.75,0.95,1.03,0.95,0.92,1.42,Upgrade
6,P/FCF Ratio,-,-,0.54,-,0.41,0.44,1.69,-,9.31,-,1.45,-,48.32,-,3.68,-,4.80,-,-9.47,-,-7.01,Upgrade
7,P/OCF Ratio,-,-,0.54,-,0.41,0.44,1.65,-,8.13,-,1.40,-,27.48,-,3.47,-,-,3.83,-10.66,-,-7.43,Upgrade
8,Debt / Equity Ratio,2.75,2.75,2.80,2.75,2.96,2.88,2.90,2.97,2.79,2.87,3.03,3.16,3.30,3.23,3.39,3.50,3.83,3.67,3.89,3.48,3.60,Upgrade
9,Debt / FCF Ratio,-,-,4.10,-,3.23,3.23,12.41,-,59.00,-,8.56,-,260.64,-,17.65,-,19.31,-,-38.78,-,-17.73,Upgrade
10,Return on Equity (ROE),11.56%,9.26%,10.93%,-4.79%,12.00%,9.66%,10.74%,-4.96%,11.57%,9.01%,10.55%,3.81%,12.61%,9.17%,11.81%,6.95%,14.92%,9.80%,13.30%,7.64%,Upgrade,
11,Return on Assets (ROA),1.00%,0.79%,0.92%,-0.40%,1.00%,0.79%,0.88%,-0.42%,0.96%,0.73%,0.86%,0.31%,1.00%,0.71%,0.89%,0.49%,1.03%,0.70%,0.99%,0.57%,Upgrade,
12,Earnings Yield,15.16%,16.40%,18.16%,17.79%,17.64%,16.60%,16.28%,15.07%,14.43%,19.11%,17.08%,15.78%,14.30%,14.89%,13.21%,12.29%,10.47%,10.52%,11.75%,12.05%,7.86%,Upgrade
13,FCF Yield,-16.69%,102.90%,185.84%,249.46%,245.64%,227.50%,59.29%,88.22%,10.74%,30.54%,69.16%,25.97%,2.07%,159.99%,27.20%,-20.58%,20.85%,-162.07%,-10.56%,-45.02%,-14.27%,Upgrade
14,Dividend Yield,3.39%,-,-,-,3.96%,-,-,-,-,-,-,-,2.78%,-,-,-,3.27%,-,-,-,2.66%,Upgrade
15,Payout Ratio,41.65%,85.65%,134.24%,8.78%,-,33.67%,111.50%,9.67%,-,52.65%,6.49%,10.20%,28.82%,77.42%,0.00%,-,0.20%,-,131.43%,-,0.00%,Upgrade
16,Buyback Yield / Dilution,-1.57%,-1.79%,2.56%,-2.79%,1.73%,2.27%,5.52%,-5.58%,33.14%,-4.43%,-14.90%,-10.45%,-8.52%,-7.98%,-16.93%,-6.96%,-16.58%,-5.06%,2.04%,-12.25%,-9.38%,Upgrade
17,Total Shareholder Return,1.82%,-1.79%,2.56%,-2.79%,5.69%,2.27%,5.52%,-5.58%,33.14%,-4.43%,-14.90%,-10.45%,-5.74%,-7.98%,-16.93%,-6.96%,-13.31%,-5.06%,2.04%,-12.25%,-6.72%,Upgrade
