,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,1406,1288,1153,793.56,915.28,1049,1117,922.32,806.23,1261,1119,887.47,747.72,880.23,677.5,532.98,541.72,592.43,583.34,342.5,Upgrade
1,Other Revenue,-,-73.65,73.65,-,155.41,-72.55,72.55,-,154.3,-77.9,77.9,-,88.79,-45.34,45.34,-,52.84,-27.29,27.29,-,Upgrade
2,Revenue,1406,1215,1227,793.56,1071,976.19,1190,922.32,960.53,1183,1197,887.47,836.51,834.89,722.83,532.98,594.56,565.15,610.63,342.5,Upgrade
3,Revenue Growth (YoY),31.31%,24.43%,3.13%,-13.96%,11.47%,-17.45%,-0.58%,3.93%,14.83%,41.65%,65.54%,66.51%,40.69%,47.73%,18.38%,55.61%,28.50%,79.84%,88.38%,-0.73%,Upgrade
4,Cost of Revenue,1493,746.55,821.67,567.71,794.17,613.42,863.7,585.75,633.17,709.99,707.72,525.76,587.81,425.49,447.08,313.08,455.09,294.9,423.78,245.07,Upgrade
5,Gross Profit,-87.37,468.14,405.2,225.85,276.52,362.76,325.89,336.57,327.36,472.62,488.85,361.7,248.7,409.41,275.75,219.91,139.47,270.25,186.84,97.43,Upgrade
6,"Selling, General & Admin",-156.58,78.85,47.44,30.29,93.17,57.17,38.62,34.79,64.87,49.58,40.65,50.98,34.02,78.28,16.87,44.55,28.56,60.7,17.05,26.12,Upgrade
7,Research & Development,-232.01,52.61,97.69,81.72,121.26,77.89,84.09,46.22,80.95,57.3,78.36,37.67,60.24,36.55,63.1,26.03,49.48,15.28,45.46,20.47,Upgrade
8,Other Operating Expenses,89.72,-78.18,-17.09,5.54,41.03,-17.58,-15.06,-10.88,71.96,-16.57,-20.78,-5.69,46.39,-2.24,-5.14,-10.26,37.67,-7.2,-5.8,-1.79,Upgrade
9,Operating Expenses,-330.69,60.78,146.56,123.34,255.96,113.27,115,91.66,181.16,122.16,88.62,101.96,129.09,122.06,81.12,66.81,95.05,73.27,69.56,44.81,Upgrade
10,Operating Income,243.32,407.35,258.64,102.51,20.56,249.49,210.9,244.91,146.2,350.45,400.23,259.74,119.61,287.35,194.63,153.1,44.42,196.98,117.28,52.62,Upgrade
11,Interest Expense,-18.43,-15.83,-16.28,-15.98,-16.68,-16.83,-16.52,-17.38,-17.93,-14.29,-13.9,-11.5,-9.81,-11.67,-12.36,-10.67,-19.48,-10.71,-11.08,-9.93,Upgrade
12,Interest & Investment Income,48.1,2.64,11.23,4.55,7.27,5.33,13.71,5.5,3.99,4.81,4.61,8.56,15.57,1.6,1.23,1.1,-,3.02,2.84,3.7,Upgrade
13,Earnings From Equity Investments,-,-,-0.72,0.72,-9.78,-,-2.38,2.38,-6.38,4.16,0.53,1.69,-10.27,2.39,7.75,0.13,3.96,1.61,2.25,-0.55,Upgrade
14,Currency Exchange Gain (Loss),-,-1,1,-,3.76,-6.15,6.15,-,5.03,-1.37,1.37,-,15.45,-9.35,9.35,-,-17.45,5.48,-5.48,-,Upgrade
15,Other Non Operating Income (Expenses),1.66,-1.75,-0.07,-0.42,-5.84,1.99,0.12,1.64,-5.72,5.12,2.64,-2.8,-11.33,10.46,-8.97,8.22,14.42,-11.92,0.79,-3.9,Upgrade
16,EBT Excluding Unusual Items,274.65,391.42,253.79,91.38,-0.71,233.83,211.99,237.06,125.19,348.88,395.48,255.69,119.23,280.77,191.63,151.88,25.87,184.46,106.6,41.94,Upgrade
17,Gain (Loss) on Sale of Investments,-20.94,6.3,6.86,7.78,9.71,7.08,8.98,12.97,8.68,7.57,6.67,1.27,-,0.52,2.96,1.58,7.12,0.07,0.76,1.15,Upgrade
