,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,55,50,46,54,83,132,134,193,399,108,149,Upgrade
1,Market Cap Growth,-7.27%,-7.27%,-44.76%,-59.08%,-38.24%,-31.43%,-66.45%,78.40%,167.61%,-51.87%,-59.43%,Upgrade
2,Enterprise Value,85,67,49,36,70,105,67,172,397,103,137,Upgrade
3,Last Close Price,0.28,0.26,0.23,0.28,0.42,0.84,0.85,1.45,3.58,0.97,1.34,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-1.94,-,Upgrade
5,PS Ratio,0.65,0.60,0.51,0.62,0.91,1.66,1.29,1.92,5.51,1.28,1.88,Upgrade
6,PB Ratio,3.30,3.01,1.66,1.08,1.32,2.41,2.01,3.64,18.57,3.74,78.54,Upgrade
7,P/TBV Ratio,3.01,3.01,1.66,1.08,1.32,2.27,1.91,3.43,16.13,3.39,29.74,Upgrade
8,EV/Sales Ratio,1.01,0.79,0.55,0.41,0.78,1.31,0.65,1.72,5.49,1.22,1.74,Upgrade
9,EV/FCF Ratio,-3.57,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,2.18,2.18,0.83,0.31,0.14,0.17,0.10,0.23,0.81,0.27,3.10,Upgrade
11,Earnings Yield,-59.60%,-65.45%,-77.16%,-45.19%,-28.05%,-17.48%,-16.41%,-11.21%,4.22%,-51.64%,-146.86%,Upgrade
12,FCF Yield,-43.13%,-47.36%,-59.63%,-37.72%,-22.04%,-16.70%,-22.57%,-16.13%,-3.26%,-8.06%,-5.50%,Upgrade
13,Buyback Yield / Dilution,-9.53%,-,-21.08%,-23.94%,-18.19%,-47.19%,-31.03%,-2.78%,-,-,0.05%,Upgrade
14,Total Shareholder Return,-9.53%,-,-21.08%,-23.94%,-18.19%,-47.19%,-31.03%,-2.78%,-,-,0.05%,Upgrade
