,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,10.03,11.74,26.35,31.56,42.37,18.23,21.39,19.03,18.93,46.06,Upgrade
1,Trading Asset Securities,1.39,1.43,1.61,1.84,2.07,2.04,2.6,2.87,2.48,2.86,Upgrade
2,Cash & Short-Term Investments,11.41,13.17,27.96,33.4,44.44,20.27,23.98,21.9,21.42,48.92,Upgrade
3,Cash Growth,-59.18%,-60.56%,-37.09%,64.77%,85.29%,-7.45%,11.99%,-55.23%,-40.26%,-62.89%,Upgrade
4,Accounts Receivable,1.17,0.43,16.05,17.46,18.1,6.43,4.22,2.85,0.58,0.23,Upgrade
5,Other Receivables,31.4,32.03,41.21,150.63,168.36,218.53,178.68,123.18,102.21,81.25,Upgrade
6,Receivables,32.57,32.46,164.35,168.1,187.2,228.2,185.92,128.9,105.06,83.91,Upgrade
7,Inventory,64.12,63.85,61.91,67.1,66.33,77.95,326.61,325.69,316.85,317.89,Upgrade
8,Prepaid Expenses,3.66,3.14,11.18,7.36,6.07,6.64,1.61,1.73,2.14,1.56,Upgrade
9,Other Current Assets,168.14,167.43,165.29,174.68,3.89,585.22,569.75,569.64,549.65,617.42,Upgrade
10,Total Current Assets,279.9,280.05,430.68,450.63,307.92,918.28,1108,1048,995.11,1070,Upgrade
11,"Property, Plant & Equipment",136.26,136.82,48.31,50.16,48.06,42.03,43.6,34.3,34.07,20.8,Upgrade
12,Long-Term Investments,84.06,90,96.56,102,140.37,147,183.9,190.83,197.78,201.08,Upgrade
13,Other Intangible Assets,564.48,567.62,237.47,238.19,295.93,297.56,337.78,337.68,337.23,336.77,Upgrade
14,Other Long-Term Assets,884.8,880.15,860.37,901.86,1173,506.81,674.59,664.91,632.5,487.08,Upgrade
15,Total Assets,1949,1955,1673,1743,1965,1912,2348,2276,2197,2115,Upgrade
16,Accounts Payable,48.72,47.13,53.16,56.04,55.7,62.63,61.08,60.6,74.59,73,Upgrade
17,Accrued Expenses,-,15.11,-,5.29,-,7.65,-,22.81,-,21.23,Upgrade
18,Short-Term Debt,-,3.86,-,5.26,-,8.81,-,8.46,-,-,Upgrade
19,Current Portion of Leases,1.04,2.32,3.23,2.27,0.97,1.54,1.64,0.71,1.49,2.36,Upgrade
20,Current Income Taxes Payable,2.64,5.51,0.41,1.12,0.69,0.53,1.21,1.89,0,0.44,Upgrade
21,Current Unearned Revenue,42.37,42.81,34.1,37.69,36.48,44.77,41.7,41.18,42.99,52.97,Upgrade
22,Other Current Liabilities,121.15,154.36,45.42,39.29,58.32,37.06,55.9,29.56,53.53,40.6,Upgrade
23,Total Current Liabilities,215.92,271.1,136.32,146.96,152.16,163,161.52,165.21,172.6,190.59,Upgrade
24,Long-Term Debt,8.87,8.83,8.72,-,-,-,-,-,-,-,Upgrade
25,Long-Term Leases,-,0.25,1.04,1.17,-,0.35,1.14,0.23,-,0.55,Upgrade
26,Long-Term Deferred Tax Liabilities,212.84,213.25,133.91,142.07,156.32,15.15,33.98,33.49,31.62,10.58,Upgrade
27,Total Liabilities,437.63,493.43,279.99,290.19,308.48,178.5,196.64,198.93,204.22,201.71,Upgrade
28,Common Stock,131.38,93.84,93.84,93.84,86.12,76.12,76.12,76.12,76.12,76.12,Upgrade
29,Additional Paid-In Capital,1645,1620,1620,1620,1617,1597,1597,1597,1597,1597,Upgrade
30,Retained Earnings,-2342,-2326,-2331,-2318,-2088,-2072,-1649,-1710,-1760,-1801,Upgrade
31,Comprehensive Income & Other,1962,1956,1944,1989,1956,2044,2025,2011,1977,1940,Upgrade
32,Total Common Equity,1397,1344,1327,1385,1570,1645,2049,1975,1890,1812,Upgrade
33,Minority Interest,115.26,117.41,66.74,67.43,86.95,87.81,101.71,102.07,102.34,102.19,Upgrade
34,Shareholders' Equity,1512,1461,1393,1453,1657,1733,2151,2077,1992,1914,Upgrade
35,Total Liabilities & Equity,1949,1955,1673,1743,1965,1912,2348,2276,2197,2115,Upgrade
36,Total Debt,9.91,15.26,12.99,8.7,0.97,10.71,2.77,9.4,1.49,2.9,Upgrade
37,Net Cash (Debt),1.5,-2.09,14.97,24.7,43.47,9.56,21.21,12.5,19.93,46.02,Upgrade
38,Net Cash Growth,-89.99%,-,-65.57%,158.37%,104.90%,-23.54%,6.46%,-72.83%,-37.09%,-65.09%,Upgrade
39,Net Cash Per Share,0.00,-0.00,0.02,-,0.05,-,0.03,0.02,0.03,0.06,Upgrade
40,Filing Date Shares Outstanding,1314,938.4,938.4,938.4,861.17,761.17,761.17,761.17,761.17,761.17,Upgrade
41,Total Common Shares Outstanding,1314,938.4,938.4,938.4,861.17,761.17,761.17,761.17,761.17,761.17,Upgrade
42,Working Capital,63.98,8.94,294.36,303.68,155.76,755.27,946.36,882.65,822.51,879.11,Upgrade
43,Book Value Per Share,1.06,1.43,1.41,1.48,1.82,2.16,2.69,2.59,2.48,2.38,Upgrade
44,Tangible Book Value,832.13,776.18,1089,1147,1274,1348,1712,1637,1553,1475,Upgrade
45,Tangible Book Value Per Share,0.63,0.83,1.16,1.22,1.48,1.77,2.25,2.15,2.04,1.94,Upgrade
46,Land,-,40.5,-,-,-,-,-,-,-,-,Upgrade
47,Machinery,-,46.62,-,25.71,-,25.21,-,23.92,-,5.39,Upgrade
48,Construction In Progress,-,0.28,-,36.99,-,24.48,-,15.63,-,13.52,Upgrade
49,Leasehold Improvements,-,0.75,-,0.76,-,6.66,-,6.4,-,5.94,Upgrade
