,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9.02,23.88,34.42,46.94,34.18,36.33,37.4,28.46,33.13,19.45,Upgrade
1,Trading Asset Securities,61.18,56.39,66.86,74.38,75.98,115.87,151.73,173.13,223.08,329.59,Upgrade
2,Cash & Short-Term Investments,70.19,80.27,101.28,121.32,110.16,152.2,189.13,201.6,256.2,349.04,Upgrade
3,Cash Growth,-30.69%,-33.84%,-8.06%,-20.29%,-41.75%,-24.51%,-26.18%,-42.24%,-9.26%,-25.22%,Upgrade
4,Accounts Receivable,46.43,56.77,97.56,155.6,186.05,307.06,280.04,321.88,346.53,1411,Upgrade
5,Other Receivables,63.2,60.23,-,70.88,-,119.1,-,113.95,-,293.45,Upgrade
6,Receivables,695.66,749.56,826.22,1012,1142,1496,1459,1697,1614,3069,Upgrade
7,Inventory,35.11,31.08,35.62,44.04,49.68,56.7,62.91,55.22,60.3,56.34,Upgrade
8,Prepaid Expenses,5.94,5.5,51.94,13.4,127.98,13.3,128.78,12.28,425.17,12.22,Upgrade
9,Other Current Assets,1.49,1.98,-,3.15,-,9.96,-,5.96,-,7,Upgrade
10,Total Current Assets,808.39,868.39,1015,1194,1430,1729,1840,1972,2356,3493,Upgrade
11,"Property, Plant & Equipment",294.24,307.92,277.57,286.8,318.37,330.72,292.41,298.28,291.07,301.23,Upgrade
12,Long-Term Investments,528.39,531.03,550.78,554.21,567.4,609.73,588.52,620.28,654.05,650.21,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,250.19,-,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,61.45,57.92,59.69,50.15,Upgrade
15,Other Long-Term Assets,0.52,0.06,2.5,0.13,0.07,0.11,2.35,1.75,1.29,1.82,Upgrade
16,Total Assets,1632,1707,1846,2038,2316,2669,2785,2950,3612,4497,Upgrade
17,Accounts Payable,60.21,60.46,73.86,89.07,188.61,231.2,150.12,137.59,127.67,113.32,Upgrade
18,Accrued Expenses,141.74,113.92,-,119.37,-,158.33,-,171.67,-,199.83,Upgrade
19,Short-Term Debt,1230,16.96,115.06,111.14,109.5,106.66,103,122.27,119.23,91.06,Upgrade
20,Current Portion of Long-Term Debt,-,1195,928.88,901.41,347.12,819.74,344.39,337.8,303.01,968.26,Upgrade
21,Current Portion of Leases,3.37,2.89,2.74,3.19,1.95,5.69,4.26,4.31,9.77,8.77,Upgrade
22,Current Income Taxes Payable,44.25,274.64,276.98,275.94,277.99,277.66,271.26,278.31,276.85,215.13,Upgrade
23,Other Current Liabilities,169.76,120.46,151.46,42,276.01,118.3,250.02,39.76,185.32,45.59,Upgrade
24,Total Current Liabilities,1650,1785,1549,1542,1201,1718,1123,1092,1022,1642,Upgrade
25,Long-Term Debt,-,-,177.94,177.94,648.33,177.94,646.33,656.13,798.89,660,Upgrade
26,Long-Term Leases,5.07,3.26,0.96,0.96,3.39,4.5,5.11,7.37,5.79,9.66,Upgrade
27,Long-Term Deferred Tax Liabilities,23.93,23.93,14.61,14.61,15.16,15.16,-13.19,5.94,6.49,6.49,Upgrade
28,Total Liabilities,1679,1812,1742,1736,1868,1915,1761,1761,1833,2318,Upgrade
29,Common Stock,264.8,264.8,264.8,264.8,264.8,220.8,220.8,220.8,220.8,220.8,Upgrade
30,Additional Paid-In Capital,2576,2576,2576,2576,2576,2579,2579,2579,2579,2579,Upgrade
31,Retained Earnings,-2979,-3004,-2782,-2628,-2460,-2162,-1927,-1710,-1033,-680.06,Upgrade
32,Comprehensive Income & Other,91.54,58.79,44.27,89.06,66.77,116.17,151.16,99.85,13.14,11.9,Upgrade
33,Total Common Equity,-47.05,-104.59,103.41,301.97,447.75,753.92,1023,1189,1779,2131,Upgrade
34,Minority Interest,-,-,-,-,-,-,-,-,-,47.57,Upgrade
35,Shareholders' Equity,-47.05,-104.59,103.41,301.97,447.75,753.92,1023,1189,1779,2179,Upgrade
36,Total Liabilities & Equity,1632,1707,1846,2038,2316,2669,2785,2950,3612,4497,Upgrade
37,Total Debt,1239,1219,1226,1195,1110,1115,1103,1128,1237,1738,Upgrade
38,Net Cash (Debt),-1168,-1138,-1124,-1073,-1000,-962.34,-913.96,-926.28,-980.47,-1389,Upgrade
39,Net Cash Per Share,-0.44,-0.43,-0.42,-0.40,-0.45,-0.44,-0.41,-0.42,-0.44,-0.63,Upgrade
40,Filing Date Shares Outstanding,2648,2648,2648,2648,2648,2208,2208,2208,2208,2208,Upgrade
41,Total Common Shares Outstanding,2648,2648,2648,2648,2648,2208,2208,2208,2208,2208,Upgrade
42,Working Capital,-841.2,-916.41,-533.94,-348.02,228.78,10.95,716.86,880.4,1334,1852,Upgrade
43,Book Value Per Share,-0.02,-0.04,0.04,0.11,0.17,0.34,0.46,0.54,0.81,0.97,Upgrade
44,Tangible Book Value,-47.05,-104.59,103.41,301.97,447.75,753.92,1023,1189,1529,2131,Upgrade
45,Tangible Book Value Per Share,-0.02,-0.04,0.04,0.11,0.17,0.34,0.46,0.54,0.69,0.97,Upgrade
46,Buildings,-,267.74,-,240.11,-,261.68,-,222.95,-,218.91,Upgrade
47,Machinery,-,707.76,-,707.76,-,707.53,-,759.39,-,720.29,Upgrade
48,Leasehold Improvements,-,15.49,-,15.49,-,15.49,-,15.36,-,14.63,Upgrade
