,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1672,1442,1175,1225,1317,1592,2083,2466,2083,1875,3250,Upgrade
1,Market Cap Growth,17.69%,17.69%,-10.76%,-23.04%,-36.80%,-35.47%,0%,31.56%,-35.90%,-41.71%,-8.45%,Upgrade
2,Enterprise Value,685,406,316,574,796,1008,1581,1927,1836,1685,3261,Upgrade
3,Last Close Price,2.02,1.69,1.26,1.28,1.30,1.55,1.95,2.27,1.87,1.67,2.78,Upgrade
4,PE Ratio,7.29,6.29,5.75,5.49,5.80,7.05,7.38,8.70,9.93,8.19,10.77,Upgrade
5,Forward PE,5.76,4.87,3.97,3.97,4.72,4.52,6.49,7.45,7.30,7.46,8.53,Upgrade
6,PS Ratio,0.80,0.69,0.60,0.57,0.58,0.68,0.87,1.06,1.02,0.92,1.41,Upgrade
7,PB Ratio,1.06,0.92,0.70,0.80,0.82,1.04,1.28,1.68,1.49,1.66,2.73,Upgrade
8,P/TBV Ratio,0.92,0.92,0.70,0.81,0.83,1.06,1.31,1.72,1.52,1.69,2.76,Upgrade
9,P/FCF Ratio,4.60,3.97,3.09,3.44,5.67,5.62,8.21,-,4.57,4.43,13.68,Upgrade
10,P/OCF Ratio,3.46,3.46,2.64,2.69,3.54,3.76,5.83,6.70,4.02,3.48,7.32,Upgrade
11,PEG Ratio,0.26,0.26,0.23,0.21,0.46,0.20,0.27,0.76,2.15,1.02,0.87,Upgrade
12,EV/Sales Ratio,0.33,0.19,0.16,0.26,0.35,0.43,0.66,0.83,0.90,0.83,1.41,Upgrade
13,EV/EBITDA Ratio,1.48,1.04,0.89,1.49,2.14,2.62,3.53,4.09,4.54,4.17,6.55,Upgrade
14,EV/EBIT Ratio,2.56,1.54,1.41,2.30,3.39,4.16,5.20,5.89,6.91,6.32,8.88,Upgrade
15,EV/FCF Ratio,1.88,1.12,0.83,1.61,3.43,3.56,6.23,-,4.03,3.98,13.72,Upgrade
16,Debt / Equity Ratio,0.05,0.05,0.07,0.16,0.29,0.24,0.27,0.25,0.27,0.38,0.33,Upgrade
17,Debt / FCF Ratio,0.20,0.20,0.32,0.70,1.99,1.28,1.75,-,0.84,1.02,1.65,Upgrade
18,Return on Capital Employed (ROCE),15.84%,15.71%,12.60%,15.08%,13.19%,13.87%,16.10%,19.54%,17.03%,19.19%,25.51%,Upgrade
19,Earnings Yield,13.71%,15.90%,17.38%,18.22%,17.24%,14.18%,13.56%,11.50%,10.07%,12.22%,9.29%,Upgrade
20,FCF Yield,21.74%,25.21%,32.32%,29.11%,17.64%,17.80%,12.19%,12.01%,21.89%,22.56%,7.31%,Upgrade
21,Dividend Yield,5.69%,6.81%,8.20%,8.89%,8.74%,7.35%,7.17%,5.90%,5.35%,6.59%,5.04%,Upgrade
22,Buyback Yield / Dilution,0.20%,0.05%,0.34%,0.19%,0.09%,0.09%,0.01%,0.11%,0.27%,0.24%,0.07%,Upgrade
23,Total Shareholder Return,5.89%,6.86%,8.54%,9.08%,8.83%,7.44%,7.18%,6.00%,5.62%,6.83%,5.11%,Upgrade
