,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1007,1090,855.91,1310,969.18,1384,1021,1304,729.39,1306,Upgrade
1,Revenue Growth (YoY),17.68%,-16.82%,-11.69%,-5.31%,-5.06%,6.10%,39.96%,-0.14%,-27.42%,2.59%,Upgrade
2,Cost of Revenue,757.19,776.74,656.19,949.8,788.25,1057,778.54,933.87,566.91,914.79,Upgrade
3,Gross Profit,250.02,313.07,199.73,360.34,180.94,326.88,242.29,370.15,162.48,391.11,Upgrade
4,"Selling, General & Admin",169.84,181.09,153.54,188.93,162.04,163.47,162.79,183.27,142.58,196.82,Upgrade
5,Other Operating Expenses,-19.61,-32.15,-13.1,-18.57,-26.05,-33.81,-27.21,-33.8,-25.03,-27.41,Upgrade
6,Operating Expenses,150.23,148.94,140.44,170.36,136,129.66,135.58,149.46,117.55,169.41,Upgrade
7,Operating Income,99.79,164.13,59.29,189.98,44.94,197.22,106.71,220.69,44.93,221.7,Upgrade
8,Interest Expense,-2.4,-4.58,-7.9,-6.45,-3.59,-2.83,-3.54,-4.19,-5.8,-10.71,Upgrade
9,Interest & Investment Income,10.8,11.08,11.72,9.08,14.31,11.57,12.94,8.23,6.79,9.41,Upgrade
10,Earnings From Equity Investments,1,-7.4,-8.66,-2.76,0.41,-1.42,1.95,1.32,-0.67,0.37,Upgrade
11,Currency Exchange Gain (Loss),3.67,-1.69,4.34,4.65,9.3,-1.01,-0.57,-38.5,1.26,3.51,Upgrade
12,EBT Excluding Unusual Items,112.86,161.53,58.78,194.51,65.37,203.52,117.49,187.55,46.51,224.28,Upgrade
13,Impairment of Goodwill,-,-,-,-6.65,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,11.01,-,3.32,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,2.1,1.26,2.26,1.62,0.43,0.72,1.36,0.69,0.46,-0.71,Upgrade
16,Asset Writedown,-3.52,-,2.09,-,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-,0.07,-,0.16,-,-9.15,10.58,5.33,-,-,Upgrade
18,Pretax Income,111.44,173.87,63.13,192.95,65.81,195.09,129.43,193.57,46.97,223.56,Upgrade
19,Income Tax Expense,31.7,24.37,8.43,24.5,7.35,27.89,14.24,25.24,5.62,35.88,Upgrade
20,Net Income,79.74,149.49,54.7,168.46,58.45,167.19,115.19,168.33,41.36,187.68,Upgrade
21,Net Income to Common,79.74,149.49,54.7,168.46,58.45,167.19,115.19,168.33,41.36,187.68,Upgrade
22,Net Income Growth,45.78%,-11.26%,-6.42%,0.76%,-49.26%,-0.68%,178.53%,-10.31%,-63.76%,-10.52%,Upgrade
23,Shares Outstanding (Basic),828,827,828,830,830,830,830,830,831,833,Upgrade
24,Shares Outstanding (Diluted),828,827,828,830,830,830,830,830,831,833,Upgrade
25,Shares Change (YoY),-0.05%,-0.34%,-0.19%,-0.09%,-0.09%,-0.01%,-0.11%,-0.27%,-0.24%,-0.07%,Upgrade
26,EPS (Basic),0.10,0.18,0.07,0.20,0.07,0.20,0.14,0.20,0.05,0.23,Upgrade
27,EPS (Diluted),0.10,0.18,0.07,0.20,0.07,0.20,0.14,0.20,0.05,0.23,Upgrade
28,EPS Growth,45.86%,-10.96%,-6.24%,0.85%,-49.21%,-0.67%,178.83%,-10.06%,-63.67%,-10.29%,Upgrade
29,Free Cash Flow,108.13,255.28,124.48,232.11,0.18,283.12,-29.27,325.54,130.5,292.45,Upgrade
30,Free Cash Flow Per Share,0.13,0.31,0.15,0.28,0.00,0.34,-0.04,0.39,0.16,0.35,Upgrade
31,Dividend Per Share,0.040,0.075,0.028,0.086,0.028,0.086,0.054,0.080,0.020,0.090,Upgrade
32,Dividend Growth,42.86%,-12.79%,0%,0%,-48.15%,7.50%,170.00%,-11.11%,-60.00%,-35.71%,Upgrade
33,Operating Margin,9.91%,15.06%,6.93%,14.50%,4.64%,14.25%,10.45%,16.92%,6.16%,16.98%,Upgrade
34,Profit Margin,7.92%,13.72%,6.39%,12.86%,6.03%,12.08%,11.28%,12.91%,5.67%,14.37%,Upgrade
35,Free Cash Flow Margin,10.74%,23.42%,14.54%,17.72%,0.02%,20.46%,-2.87%,24.96%,17.89%,22.39%,Upgrade
36,EBITDA,163.6,225.85,130.98,252.77,119.64,265.17,182.89,288.41,115.97,288.35,Upgrade
37,D&A For EBITDA,63.81,61.72,71.69,62.79,74.7,67.95,76.18,67.71,71.05,66.65,Upgrade
38,EBIT,99.79,164.13,59.29,189.98,44.94,197.22,106.71,220.69,44.93,221.7,Upgrade
39,Advertising Expenses,3.94,-,4.37,-,2.65,-,2.6,-,0.93,-,Upgrade
