,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,112005,74230,81252,61399,58955,64621,64507,64231,56651,78459,67487,59611,58055,54592,50974,41420,30861,39267,31288,25011,Upgrade
1,Short-Term Investments,8045,17637,7847,15005,7298,16982,4842,13437,4918,12332,5028,11682,4597,7654,990.08,6360,589.7,5178,1007,3797,Upgrade
2,Trading Asset Securities,84889,83552,70273,68606,70962,70203,69648,63519,54281,47741,53652,33682,28933,23897,22769,12832,9368,7773,9579,5006,Upgrade
3,Accounts Receivable,43839,43583,44783,46264,43311,41006,39826,36621,36429,38039,39697,43407,40815,40429,32882,30072,29687,19626,17020,15939,Upgrade
4,Other Receivables,20706,10218,10796,15300,13092,12423,8255,10080,11247,18632,7616,10158,16933,14196,5728,10528,4246,8417,3778,4647,Upgrade
5,"Property, Plant & Equipment",3290,3320,3372,3406,3394,3426,3392,3413,3210,3059,2968,2978,2054,1937,1933,1800,1789,1802,1789,1581,Upgrade
6,Goodwill,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2954,2954,2954,2954,Upgrade
7,Other Intangible Assets,146.94,153.34,162.14,168.17,163.32,165.8,170.74,173.52,165.6,162.51,166.96,174.42,170.43,164.97,165.36,174.33,169.4,171.93,173.57,180.29,Upgrade
8,Investments in Debt & Equity Securities,11037,8042,9894,11823,11953,13361,10298,9450,14099,11925,8819,14358,11432,8245,2803,193.55,128.87,127.2,122.06,119.13,Upgrade
9,Other Current Assets,24959,8078,17312,9397,17194,6357,16906,7534,12427,5664,13653,5580,15954,5469,10417,3376,9664,2091,7821,1759,Upgrade
10,Long-Term Deferred Tax Assets,6.8,7.6,7.95,8.41,35.45,15.88,37.97,79.38,27.33,37.19,47.88,21.79,129.5,101.17,76.2,81.55,84.75,72.55,69.17,71.45,Upgrade
11,Other Long-Term Assets,14563,11302,8608,5204,641.16,639.05,343.88,341.31,344.62,344.55,767.86,380.96,382.88,384.04,467.63,488.66,513.95,495.01,497,690.88,Upgrade
12,Total Assets,326481,263113,257301,239578,230002,232199,221229,211881,196792,219390,202887,185020,182448,160063,132203,110329,90117,88041,76170,61831,Upgrade
13,Accounts Payable,145.23,2516,198.61,6432,187.33,4597,218.6,3407,249.23,1222,200.26,2932,236.1,1356,205.64,1812,195.51,646.1,151.67,550.22,Upgrade
14,Accrued Expenses,113253,69034,70958,65605,59791,68271,67194,66964,60067,90844,69515,64420,68771,64948,55723,50236,36822,45975,34976,29926,Upgrade
15,Short-Term Debt,80972,78151,69046,60151,61361,62948,61771,55030,47022,47341,52383,44911,38741,32446,31439,20912,17900,9195,9197,8392,Upgrade
16,Current Portion of Long-Term Debt,15771,14953,10642,9017,8062,3745,3797,3773,2127,7389,7374,5964,6839,2944,2998,2239,229.03,212.88,206.6,204.66,Upgrade
17,Current Portion of Leases,-,55.55,-,63.27,-,74.72,-,73.97,-,68.39,-,66.11,-,69.04,-,-,-,-,-,-,Upgrade
18,Other Current Liabilities,25786,7841,15844,8449,15158,6781,8312,4262,8836,3787,6195,2282,8315,1906,2826,267.32,1326,174.91,648.95,105.6,Upgrade
19,Long-Term Debt,12684,14736,16315,17251,14184,16488,12010,12528,14263,6867,6731,19710,17199,17119,3253,1219,1201,7523,7450,1223,Upgrade
20,Long-Term Leases,86.33,57.01,61.95,70.92,76.08,84.41,67.47,78.59,86,78.32,88.35,81.95,71.02,73.24,69.08,-,-,-,-,-,Upgrade
21,Long-Term Unearned Revenue,0.7,21.56,0.98,25.69,1.26,25.98,2.06,27.29,91.24,31.8,35.14,45.2,40.46,39.63,39.2,41.49,-,22.24,0.51,0.52,Upgrade
22,Long-Term Deferred Tax Liabilities,104.9,122.54,94.55,25.78,18.22,20.36,18.76,25.68,17.85,11.54,17.24,23.22,93.51,64.58,24.31,23.22,18.3,18.11,19,18.28,Upgrade
23,Other Long-Term Liabilities,258.1,179.86,197.37,161.84,161.46,125.73,129.77,92.35,-,50.99,-,-,-,-,-,-,28.97,-,-,-,Upgrade
24,Total Liabilities,249539,188069,183817,167615,159551,163632,154041,146716,133364,158264,143269,140980,141424,121613,97114,77172,58284,64032,52957,40619,Upgrade
25,Common Stock,15786,15786,15857,15857,15857,15857,13214,13214,13214,13214,11012,10366,10336,10336,8613,8613,8613,8061,6716,6716,Upgrade
26,Additional Paid-In Capital,22467,22466,23392,23392,23452,23447,26082,26075,26105,26083,28254,13462,12742,12729,14451,14451,14452,7624,8931,8931,Upgrade
27,Retained Earnings,38478,36492,35022,33066,31082,29098,27827,25798,23883,21732,20340,18169,15851,13343,12044,10133,8753,7164,6430,5557,Upgrade
28,Comprehensive Income & Other,212.17,300.61,213.89,159.39,137.09,165.49,64.86,77.92,226.15,97.67,11.34,2043,2095,2042,-19.76,-41.05,-13.04,1132,1136,9.59,Upgrade
29,Total Common Equity,76942,75044,73484,71963,70451,68567,67188,65165,63428,61127,59618,44040,41024,38451,35088,33156,31805,23981,23213,21212,Upgrade
30,Minority Interest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.03,28.18,-,-,Upgrade
31,Shareholders' Equity,76942,75044,73484,71963,70451,68567,67188,65165,63428,61127,59618,44040,41024,38451,35088,33156,31833,24009,23213,21212,Upgrade
32,Total Liabilities & Equity,326481,263113,257301,239578,230002,232199,221229,211881,196792,219390,202887,185020,182448,160063,132203,110329,90117,88041,76170,61831,Upgrade
33,Total Debt,109514,107952,96065,86553,83683,83340,77645,71483,63498,61744,66576,70733,62850,52652,37759,24371,19330,16931,16853,9820,Upgrade
34,Net Cash (Debt),95424,67466,63307,58457,53533,68466,61352,69703,52351,76788,59590,34241,28735,33491,36974,36242,21489,35287,25021,23994,Upgrade
35,Net Cash Growth,78.25%,-1.46%,3.19%,-16.14%,2.26%,-10.84%,2.96%,103.57%,82.19%,129.28%,61.17%,-5.52%,33.72%,-5.09%,47.77%,51.04%,28.46%,44.14%,-8.99%,81.07%,Upgrade
