,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Feb '25 Feb 25, 2025","Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+18 Quarters
0,Market Capitalization,61,70,47,45,101,46,52,54,56,78,85,91,175,258,237,161,39,24,26,42,38,Upgrade
1,Market Cap Growth,52.41%,52.41%,-9.52%,-17.27%,80.62%,-40.63%,-39.30%,-40.54%,-68.06%,-69.92%,-64.08%,-43.47%,353.73%,983.87%,821.24%,287.69%,0.50%,-43.85%,-46.33%,-42.86%,-28.36%,Upgrade
2,Enterprise Value,30,37,14,19,75,22,28,33,35,60,68,76,160,245,224,161,38,9,11,20,17,Upgrade
3,Last Close Price,0.25,0.28,0.19,0.18,0.41,0.19,0.21,0.22,0.23,0.32,0.36,0.39,0.76,1.12,1.03,0.70,0.20,0.12,0.16,0.26,0.24,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-14.59,-,-,-,-15.21,-,-,-,-,Upgrade
5,PS Ratio,2.13,2.44,1.37,1.18,2.19,0.67,0.61,0.56,0.62,0.96,1.26,1.56,1.65,2.31,2.11,1.17,0.33,0.19,0.14,0.22,0.19,Upgrade
6,PB Ratio,0.98,1.12,0.75,0.69,1.56,0.64,0.68,0.71,0.61,0.84,0.84,0.90,-,2.28,2.02,1.37,-,0.21,0.23,0.38,-,Upgrade
7,P/TBV Ratio,1.12,1.12,0.75,0.69,1.56,0.64,0.68,0.71,0.61,0.84,0.84,0.90,-,2.28,2.02,1.37,-,0.21,0.23,0.38,-,Upgrade
8,P/FCF Ratio,21.14,-,-,4.41,19.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,21.14,-,-,4.41,19.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.06,1.28,0.40,0.50,1.63,0.32,0.33,0.34,0.39,0.74,1.01,1.31,1.51,2.19,1.99,1.17,0.33,0.07,0.06,0.10,0.08,Upgrade
11,EV/FCF Ratio,11.13,-,-,1.87,14.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.15,0.15,0.14,0.14,-,0.12,0.12,0.12,-,0.12,0.13,0.13,-,Upgrade
13,Asset Turnover,0.39,0.39,0.30,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,2.72,2.72,2.72,2.99,2.99,2.50,-,3.62,-,2.75,-,3.35,-,3.61,-,3.19,-,2.26,-,2.13,-,Upgrade
15,Current Ratio,3.95,3.95,3.95,4.19,4.19,3.41,-,4.90,-,3.70,-,4.15,-,4.32,-,4.05,-,3.57,-,2.80,-,Upgrade
16,Return on Equity (ROE),-6.36%,-6.26%,-21.88%,-20.75%,-14.59%,-8.51%,-30.96%,-65.25%,-27.88%,-13.79%,-,-,-12.42%,-3.42%,-,-,-10.54%,-4.54%,-,-,Upgrade,
17,Return on Assets (ROA),-7.49%,-7.44%,-11.80%,-10.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-9.88%,-9.73%,-15.28%,-14.49%,-1.24%,-1.88%,-29.01%,-4.15%,-11.84%,-9.54%,-,-,-4.56%,-1.27%,-,-,-7.18%,-4.02%,-,-,Upgrade,
19,Earnings Yield,-14.81%,-12.94%,-23.04%,-25.44%,-14.23%,-56.10%,-57.75%,-58.57%,-75.26%,-31.46%,-24.94%,-20.60%,-6.85%,-4.64%,-4.77%,-7.17%,-6.58%,-34.45%,-22.25%,-9.42%,-4.79%,Upgrade
20,FCF Yield,4.73%,4.73%,14.41%,22.68%,5.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-0.01%,-,-,0.47%,-1.62%,-6.94%,-4.05%,-7.09%,-5.24%,-,-2.78%,-5.23%,-20.00%,-34.91%,-44.00%,-37.31%,-20.00%,-6.74%,-,-,-,Upgrade
22,Total Shareholder Return,-0.01%,-,-,0.47%,-1.62%,-6.94%,-4.05%,-7.09%,-5.24%,-,-2.78%,-5.23%,-20.00%,-34.91%,-44.00%,-37.31%,-20.00%,-6.74%,-,-,-,Upgrade
