,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,16.14,119.34,38.79,49.77,48.06,66.63,46.76,56.14,24.67,89.28,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,1.76,3.54,6.89,Upgrade
2,Cash & Short-Term Investments,16.14,119.34,38.79,49.77,48.06,66.63,46.76,57.9,28.2,96.17,Upgrade
3,Cash Growth,-58.40%,139.80%,-19.28%,-25.32%,2.77%,15.08%,65.80%,-39.79%,-58.28%,3.33%,Upgrade
4,Accounts Receivable,124.79,70.48,128.08,71.5,225.6,134.16,79.62,55.78,75.47,84.78,Upgrade
5,Other Receivables,-,13.74,-,12.02,-,7.25,-,6,-,13.54,Upgrade
6,Receivables,124.79,84.22,128.08,83.52,225.6,141.41,81.49,63.56,85.09,107.93,Upgrade
7,Inventory,107.04,75.14,109.83,81.97,189.62,113.86,174.34,93.36,98.87,67.54,Upgrade
8,Prepaid Expenses,28.87,3.78,27.42,0.51,27.2,2.26,12.99,0.39,17.07,0.54,Upgrade
9,Other Current Assets,0.73,9.43,-,2.83,51.42,60.73,51.09,7.17,34.75,61.18,Upgrade
10,Total Current Assets,277.57,291.91,304.12,218.6,541.89,384.9,366.67,222.38,263.98,333.36,Upgrade
11,"Property, Plant & Equipment",117.86,121.51,118.7,121.94,118.45,120.86,150.6,148.09,144.08,144.35,Upgrade
12,Long-Term Investments,-,-,-,-,10,-,-,-,-,-,Upgrade
13,Goodwill,0.74,0.74,0.67,-,-,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,7.52,7.52,7.52,7.52,Upgrade
15,Other Long-Term Assets,0.24,0.16,0.41,0.41,4.91,44.59,60.36,106.7,108.5,110.52,Upgrade
16,Total Assets,396.42,414.33,423.91,340.95,675.25,550.35,585.14,484.69,524.07,595.75,Upgrade
17,Accounts Payable,171.66,170.54,170.62,137.11,388.43,258.32,241.06,152.13,118.24,148.16,Upgrade
18,Accrued Expenses,-,33.55,-,39.16,-,26.34,-,20.76,-,22.21,Upgrade
19,Short-Term Debt,202.75,195.57,201.28,145.94,206.02,218.57,218.3,187.91,215.1,209.44,Upgrade
20,Current Portion of Long-Term Debt,45,45,45,45,45,45,45,45,45,-,Upgrade
21,Current Portion of Leases,1.3,1.53,1.84,1.97,4.26,4.77,3.88,2.36,3.53,3.46,Upgrade
22,Current Income Taxes Payable,2.99,3.87,2.93,7.9,3.41,2.93,2.93,2.93,3.03,2.08,Upgrade
23,Current Unearned Revenue,0.39,1.15,-,1.54,1.6,2.95,2.65,1.7,1.79,0.54,Upgrade
24,Other Current Liabilities,55.43,25.87,62.33,32.74,95.52,58.46,42.95,9.82,26.69,13.12,Upgrade
25,Total Current Liabilities,479.52,477.09,484,411.36,744.24,617.34,556.77,422.62,413.38,399.01,Upgrade
26,Long-Term Debt,-,-,2.49,-,-,-,-,-,-,45,Upgrade
27,Long-Term Leases,1.68,1.86,1.88,2.82,8.48,8.29,1.42,0.53,0.9,2.01,Upgrade
28,Long-Term Deferred Tax Liabilities,16.25,16.25,16.41,16.41,23.56,23.67,17.89,23.63,29.2,29.46,Upgrade
29,Total Liabilities,497.44,495.19,504.78,430.59,776.28,649.29,576.08,446.79,443.47,475.47,Upgrade
30,Common Stock,1.22,5.1,5.1,3.66,366.19,366.19,366.19,366.19,366.19,366.19,Upgrade
31,Additional Paid-In Capital,37.93,32.38,32.56,-,942.4,942.4,942.4,942.4,942.4,942.4,Upgrade
32,Retained Earnings,-222.2,-200.53,-195.63,-174.58,-1477,-1490,-1388,-1357,-1300,-1301,Upgrade
33,Comprehensive Income & Other,82.88,83,77.27,81.27,67.74,82.81,88.3,85.92,71.56,112.38,Upgrade
34,Total Common Equity,-100.16,-80.06,-80.7,-89.65,-101.03,-98.94,9.06,37.9,80.6,120.28,Upgrade
35,Minority Interest,-0.87,-0.81,-0.17,-,-,-,-,-,-,-,Upgrade
