,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,1883,1605,1431,1745,2263,2177,1901,1924,1851,1857,1892,2029,2400,2067,2530,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-26.25%,-26.25%,-24.73%,-9.30%,22.27%,17.20%,0.48%,-5.14%,-22.87%,-10.16%,-25.20%,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,2266,1856,1699,1989,2507,2395,2118,2054,1980,1959,1834,1879,2250,1788,2661,-,-,-,-,-,-,Upgrade
3,Last Close Price,14.91,12.71,11.33,13.20,17.11,16.46,14.37,14.40,13.85,13.90,14.16,14.58,17.24,14.85,18.18,-,-,-,-,-,-,Upgrade
4,PE Ratio,24.13,20.05,20.34,26.31,36.39,36.09,39.21,47.70,45.93,49.86,43.43,52.47,51.47,27.21,31.95,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.99,1.65,1.46,1.80,2.28,2.16,1.95,1.85,1.71,1.76,1.88,2.45,3.21,2.52,3.13,-,-,-,-,-,-,Upgrade
6,PB Ratio,2.55,2.17,2.02,2.41,3.06,3.00,2.69,2.77,2.66,2.71,2.79,2.73,3.28,2.85,3.55,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,2.87,2.87,2.69,3.21,4.06,4.00,3.62,3.32,3.19,3.27,3.37,3.25,3.91,3.35,4.20,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,232.87,-,23.36,-,-99.67,-,-27.60,-,-20.26,-,-,-,-,-,178.61,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,9.09,9.09,8.57,9.45,14.08,13.08,9.48,-,12.23,24.68,-597.69,-,-403.49,-,19.90,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.33,1.91,1.73,2.06,2.52,2.38,2.17,1.97,1.83,1.86,1.82,2.27,3.01,2.18,3.29,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,14.51,12.45,12.56,16.01,21.20,21.38,22.93,25.45,25.64,29.42,25.05,29.87,30.23,16.33,23.65,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,20.44,15.58,15.88,20.23,26.65,26.74,29.69,33.68,33.61,39.44,31.79,38.44,36.40,18.20,26.17,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,280.15,-,27.74,-,-110.42,-,-30.76,-,-21.68,-,-,-,-,-,187.85,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.66,0.66,0.59,0.53,0.61,0.57,0.59,0.60,0.60,0.58,0.58,0.35,0.32,0.23,0.12,0.56,0.32,-,0.57,0.57,0.61,Upgrade
15,Debt / EBITDA Ratio,3.13,2.55,1.95,3.42,2.90,3.04,2.53,4.72,3.51,6.84,3.43,3.53,3.13,1.95,1.48,1.25,0.45,-,0.76,0.95,1.00,Upgrade
16,Debt / FCF Ratio,60.46,-,6.81,-,-19.84,-,-6.05,-,-4.55,-,-,-,-,-,6.21,-,0.88,-,4.41,-,3.72,Upgrade
17,Asset Turnover,0.84,0.77,0.68,0.82,0.91,-,-,0.90,0.87,1.04,1.08,0.98,0.92,0.65,1.97,-,-,-,3.03,2.99,Upgrade,
18,Inventory Turnover,16.47,18.85,25.79,35.97,27.31,27.06,-,-,20.99,16.64,21.47,19.28,17.75,29.58,29.58,48.77,-,-,-,27.26,22.21,Upgrade
19,Quick Ratio,0.88,0.88,1.19,1.31,1.29,1.40,1.52,-,1.33,1.59,1.71,2.76,2.83,4.64,17.30,1.19,1.33,-,0.85,0.85,0.70,Upgrade
20,Current Ratio,1.23,1.23,1.46,1.52,1.44,1.66,1.72,-,1.48,1.88,1.95,3.15,3.36,5.20,18.30,1.44,1.62,-,1.15,1.15,1.11,Upgrade
21,Return on Equity (ROE),15.50%,13.83%,8.08%,6.79%,10.26%,11.83%,6.10%,6.12%,3.84%,7.10%,5.73%,4.13%,7.16%,6.27%,28.29%,-,-,48.78%,41.27%,37.63%,Upgrade,
22,Return on Assets (ROA),7.96%,7.67%,4.21%,3.96%,5.85%,-,-,3.23%,2.30%,4.15%,3.51%,1.62%,5.27%,3.68%,16.89%,-,-,-,22.32%,19.99%,Upgrade,
23,Return on Capital (ROIC),8.68%,8.34%,4.56%,4.31%,6.35%,6.39%,3.75%,3.55%,2.44%,4.38%,3.71%,1.71%,5.48%,3.84%,18.20%,-,-,30.73%,24.15%,21.59%,Upgrade,
24,Return on Capital Employed (ROCE),10.34%,11.11%,10.76%,9.74%,9.26%,8.85%,7.15%,-,6.30%,5.56%,6.64%,5.55%,7.10%,11.73%,12.70%,37.67%,49.30%,-,57.23%,53.20%,61.98%,Upgrade
25,Earnings Yield,4.25%,4.99%,4.92%,3.80%,2.75%,2.77%,2.55%,2.10%,2.18%,2.01%,2.30%,1.91%,1.94%,3.67%,3.13%,-,-,-,-,-,-,Upgrade
26,FCF Yield,0.43%,0.50%,4.28%,3.64%,-1.00%,-2.45%,-3.62%,-8.32%,-4.94%,-7.53%,-10.84%,-6.97%,-7.91%,-2.57%,0.56%,-,-,-,-,-,-,Upgrade
27,Dividend Yield,1.99%,-,-,-,1.75%,-,-,-,1.12%,-,-,-,3.48%,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,56.13%,3.30%,161.56%,13.00%,16.65%,9.98%,118.48%,13.60%,5.00%,85.83%,577.60%,11.54%,4.37%,3.99%,11.03%,4.29%,3.99%,9.60%,5.83%,7.50%,242.52%,Upgrade
29,Buyback Yield / Dilution,-0.68%,-5.27%,6.09%,-1.23%,-2.51%,6.82%,-2.59%,-0.43%,0.72%,-3.04%,-3.59%,-35.49%,-37.31%,-26.48%,-26.22%,-1.90%,43.32%,-39.01%,-32.43%,-32.03%,11.26%,Upgrade
30,Total Shareholder Return,1.31%,-5.27%,6.09%,-1.23%,-0.76%,6.82%,-2.59%,-0.43%,1.84%,-3.04%,-3.59%,-35.49%,-33.83%,-26.48%,-26.22%,-1.90%,43.32%,-39.01%,-32.43%,-32.03%,11.26%,Upgrade
