,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1337,1416,1092,1291,1324,2038,1156,1005,1081,2055,902.32,892.41,1533,1062,874.32,1393,983.79,1826,1390,2491,Upgrade
1,Trading Asset Securities,1889,1961,1999,2064,2154,2130,2258,2267,2452,2640,3000,2960,2850,4114,2719,3200,3063,2921,3066,2380,Upgrade
2,Cash & Short-Term Investments,3226,3377,3092,3354,3478,4167,3414,3272,3533,4696,3903,3853,4382,5176,3593,4593,4047,4746,4457,4871,Upgrade
3,Cash Growth,-7.26%,-18.97%,-9.44%,2.52%,-1.55%,-11.25%,-12.53%,-15.07%,-19.38%,-9.27%,8.61%,-16.11%,8.30%,9.05%,-19.38%,-5.72%,-27.14%,-25.04%,-23.90%,58.70%,Upgrade
4,Accounts Receivable,2590,2426,2069,2336,1899,1435,1081,1243,1093,928.39,744.49,825.7,937.16,798.91,825.29,1240,1216,1215,1194,867.73,Upgrade
5,Other Receivables,400.77,78.68,58.68,45.07,64.37,117.11,55.36,98.77,74.75,116,74.07,81.37,96.28,135.39,122.37,77.05,77.53,105.24,87.58,103.91,Upgrade
6,Receivables,3036,2558,2167,2423,2032,1597,1184,1410,1204,1089,861.59,960.76,1105,991.46,1006,1399,1389,1423,1394,1082,Upgrade
7,Inventory,11825,11592,11660,11342,11701,12450,13300,13909,14227,11213,11450,11252,10864,10735,11676,11822,11222,10129,9513,9798,Upgrade
8,Prepaid Expenses,509.9,504.4,-,493.25,478.86,459.31,426.69,419.12,-,-,-,465.71,-,455.94,-,-,497.49,-,505,-,Upgrade
