,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,12562,12528,10503,10815,10451,11022,11438,11472,11438,11957,13596,12644,11544,11074,11482,12446,12693,13534,12014,10184,12051,Upgrade
1,Market Cap Growth,13.66%,13.66%,-8.17%,-5.73%,-8.62%,-7.81%,-15.87%,-9.27%,-0.92%,7.97%,18.41%,1.59%,-9.06%,-18.17%,-4.42%,22.21%,5.33%,21.13%,-9.24%,-28.16%,23.73%,Upgrade
2,Enterprise Value,21320,20818,19060,17791,17428,16100,17209,15631,15596,14242,16078,15671,14571,13601,14293,13784,14031,13621,11486,9792,11659,Upgrade
3,Last Close Price,7.26,7.24,5.79,5.96,5.76,6.08,5.91,5.93,5.91,6.18,6.62,6.16,5.62,5.39,5.59,5.76,5.88,6.27,5.35,4.53,5.36,Upgrade
4,PE Ratio,7.27,7.25,7.37,7.49,-,5.05,5.31,4.83,4.76,5.23,5.85,5.12,4.91,5.13,5.67,6.29,6.30,6.18,5.80,6.66,6.54,Upgrade
5,Forward PE,-,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.61,4.82,6.11,5.74,5.29,5.13,5.37,5.85,6.99,7.54,8.00,7.17,8.37,Upgrade
6,PS Ratio,6.25,6.23,3.50,2.84,2.21,1.63,1.98,2.18,2.55,4.44,4.86,3.71,2.34,2.35,2.60,3.01,4.34,3.29,2.81,3.03,4.11,Upgrade
7,PB Ratio,0.66,0.61,0.54,0.56,0.56,0.59,0.63,0.63,0.65,0.70,0.82,0.76,0.72,0.71,0.77,0.85,0.90,0.98,0.89,0.77,0.96,Upgrade
8,P/TBV Ratio,0.66,0.66,0.58,0.60,0.60,0.63,0.67,0.67,0.69,0.74,0.87,0.81,0.77,0.76,0.82,0.91,0.96,1.04,0.95,0.82,1.02,Upgrade
