,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,193,204,230,132,131,137,117,150,140,185,170,173,164,92,52,57,68,72,92,96,107,Upgrade
1,Market Cap Growth,48.81%,48.81%,96.89%,-11.66%,-6.31%,-25.63%,-31.19%,-13.33%,-14.74%,100.00%,227.78%,206.12%,141.53%,28.00%,-43.75%,-40.96%,-36.56%,-50.00%,-49.21%,-48.13%,-49.73%,Upgrade
2,Enterprise Value,81,236,172,91,90,165,33,66,56,158,144,170,161,108,67,9,21,40,60,-116,-105,Upgrade
3,Last Close Price,0.33,0.35,0.40,0.23,0.23,0.24,0.20,0.26,0.24,0.32,0.29,0.30,0.28,0.16,0.09,0.10,0.12,0.13,0.16,0.17,0.19,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-5.69,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.30,0.32,0.52,0.44,0.56,0.46,0.41,0.56,0.51,0.77,0.77,1.10,1.46,1.31,0.97,1.57,3.46,2.15,1.79,-,0.87,Upgrade
6,PB Ratio,-6.47,-6.47,-7.30,-4.25,-6.10,-6.38,-139.17,-178.25,-,4.31,5.53,5.62,-,1.17,-,0.58,-,0.44,0.58,0.60,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.17,9.14,9.48,-,Upgrade
8,P/FCF Ratio,4.80,3.77,8.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.38,2.23,5.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.13,0.37,0.39,0.30,0.38,0.56,0.12,0.25,0.20,0.66,0.65,1.09,1.43,1.53,1.26,0.26,1.06,1.18,1.16,-,-,Upgrade
11,EV/EBITDA Ratio,2.95,9.04,93.43,-8.33,-,-,3.44,-,-,31.91,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,9.26,27.11,-12.70,-,-,-,-,-,-,-17.23,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,2.01,4.36,6.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
