,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,3603,3777,2883,3361,4334,4402,4736,5391,4628,4704,5685,7712,7492,9563,8236,8878,9049,9374,-,-,-,Upgrade
1,Market Cap Growth,-14.20%,-14.20%,-39.13%,-37.65%,-6.34%,-6.41%,-16.68%,-30.09%,-38.23%,-50.81%,-30.98%,-13.13%,-17.21%,2.02%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,7627,7826,6912,7168,8141,8376,8662,9317,8553,8594,9186,10924,10704,12484,10937,10689,10860,11653,-,-,-,Upgrade
3,PE Ratio,22.24,23.32,18.51,22.44,29.58,28.75,30.95,36.28,25.68,25.19,25.83,17.91,15.60,18.57,14.55,23.86,29.80,32.05,-,-,-,Upgrade
4,PS Ratio,2.12,2.23,1.68,1.93,2.48,2.72,2.86,3.28,2.64,2.55,3.08,3.01,3.21,4.57,4.16,8.19,8.75,9.38,-,-,-,Upgrade
5,PB Ratio,0.99,1.04,0.80,0.95,1.24,-,1.38,1.58,1.37,1.40,1.71,2.34,2.32,3.03,2.67,3.12,3.32,3.52,-,-,-,Upgrade
6,P/FCF Ratio,28.36,29.72,23.09,-,107.44,13.86,17.98,-,-63.51,-10.23,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,8.55,8.55,7.26,8.06,11.22,6.11,6.47,7.72,6.03,9.76,13.43,16.85,19.43,23.49,18.52,20.07,18.73,22.52,-,-,-,Upgrade
8,EV/Sales Ratio,4.50,4.61,4.03,4.12,4.66,5.18,5.22,5.67,4.88,4.65,4.97,4.26,4.59,5.96,5.52,9.86,10.51,11.67,-,-,-,Upgrade
9,EV/EBITDA Ratio,10.94,12.33,11.03,11.85,13.80,12.78,13.72,15.12,13.45,14.48,14.56,13.15,13.37,15.15,12.88,16.91,17.71,19.13,-,-,-,Upgrade
10,EV/EBIT Ratio,18.81,21.66,19.25,21.01,24.47,20.72,22.04,24.18,20.44,22.11,20.93,16.66,16.77,18.51,15.59,21.73,22.86,24.63,-,-,-,Upgrade
11,EV/FCF Ratio,60.02,61.58,55.36,-,201.81,26.37,32.87,-,-117.37,-18.68,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,1.17,1.17,1.20,1.16,1.17,-,1.19,1.20,1.23,1.21,1.21,1.16,1.14,1.14,1.12,1.18,1.14,1.08,-,1.93,1.93,Upgrade
13,Debt / EBITDA Ratio,6.10,5.97,5.42,5.79,12.35,-,5.78,6.29,7.04,7.00,6.21,5.20,8.85,4.93,2.40,5.48,6.14,3.47,-,4.35,4.74,Upgrade
14,Debt / FCF Ratio,33.45,33.45,34.58,-,101.11,-,15.58,-,-56.86,-8.83,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.99,0.99,0.91,0.83,0.80,-,0.93,0.94,0.88,0.98,0.86,1.02,0.97,1.14,1.04,1.14,1.15,1.69,-,-,0.39,Upgrade
16,Current Ratio,1.15,1.15,1.05,1.01,0.97,-,1.16,1.18,1.10,1.23,1.11,1.23,1.18,1.35,1.20,1.36,1.31,1.84,-,-,0.52,Upgrade
17,Asset Turnover,0.17,0.19,-,0.25,-,0.21,0.18,0.20,0.21,0.21,0.25,0.26,0.22,0.61,0.15,0.16,-,-,-,-,Upgrade,
18,Return on Equity (ROE),5.04%,6.50%,-,1.52%,-,6.07%,4.82%,2.40%,4.63%,5.75%,8.94%,3.46%,9.25%,34.79%,17.59%,9.22%,-,-,18.01%,-,Upgrade,
19,Return on Assets (ROA),3.15%,3.70%,-,0.38%,-,3.31%,3.04%,2.54%,2.93%,3.16%,4.26%,1.75%,4.68%,10.68%,4.15%,3.40%,-,-,-,-,Upgrade,
20,Return on Capital (ROIC),3.48%,4.11%,-,0.59%,-,3.66%,3.38%,2.84%,3.28%,3.55%,4.81%,2.01%,5.52%,12.53%,4.86%,4.00%,-,-,7.10%,-,Upgrade,
21,Return on Capital Employed (ROCE),5.72%,5.11%,5.16%,4.94%,4.83%,-,5.59%,5.47%,5.99%,5.54%,6.41%,9.77%,9.77%,10.00%,10.86%,8.02%,8.32%,8.51%,-,-,10.84%,Upgrade
