,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,11812,15626,16105,18517,25873,25985,33129,23885,16740,13443,12235,12541,12508,8253,11567,7719,7423,8671,7874,6282,6332,Upgrade
1,Market Cap Growth,-39.86%,-39.86%,-51.39%,-22.48%,54.56%,93.29%,170.78%,90.45%,33.84%,62.89%,5.78%,62.48%,68.49%,-4.82%,46.89%,22.87%,17.24%,36.22%,34.28%,1.53%,36.17%,Upgrade
2,Enterprise Value,15883,19055,18829,20784,28835,28642,35399,25749,19938,16547,15541,15365,15260,10977,14395,11170,10875,12076,10853,8863,8913,Upgrade
3,Last Close Price,21.21,28.06,28.92,32.99,46.09,46.29,59.02,42.55,29.82,23.95,21.80,22.34,22.28,14.70,20.60,13.75,13.22,15.45,14.03,11.19,11.28,Upgrade
4,PE Ratio,19.36,25.65,21.43,22.20,31.47,30.29,41.84,42.07,47.24,-26.03,-25.91,-23.82,-,27.71,87.15,63.36,112.36,-48.59,-52.60,-,-,Upgrade
5,Forward PE,13.16,15.45,14.69,15.51,23.01,25.22,45.67,38.41,33.68,30.08,31.33,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,Upgrade
6,PS Ratio,0.85,1.13,1.12,1.20,1.66,1.66,2.08,1.59,1.18,1.02,0.94,1.01,1.03,0.68,0.97,0.65,0.66,0.77,0.70,0.56,0.54,Upgrade
7,PB Ratio,2.95,3.79,3.95,4.64,6.91,7.04,9.47,7.55,5.66,4.73,4.50,4.79,4.81,2.43,3.57,2.42,2.35,2.75,2.50,2.02,2.02,Upgrade
8,P/TBV Ratio,5.77,5.77,6.04,7.15,11.06,9.49,12.99,10.75,8.33,7.05,7.11,7.79,7.89,3.52,5.34,3.66,3.56,4.35,4.03,3.30,3.28,Upgrade
