,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,789,712,901,818,960,1178,1961,2862,2764,2417,2599,Upgrade
1,Market Cap Growth,-12.95%,-12.95%,-6.13%,-30.50%,-51.05%,-58.85%,-29.06%,18.39%,6.37%,-22.27%,-20.19%,Upgrade
2,Enterprise Value,755,667,864,711,750,1094,1783,2569,2514,1992,2161,Upgrade
3,Last Close Price,1.34,1.19,1.49,1.35,1.57,1.91,3.14,4.54,4.36,3.80,4.04,Upgrade
4,PE Ratio,12.51,11.30,53.95,21.02,18.72,-8.44,-,1.31,21.38,13.12,20.70,Upgrade
5,Forward PE,-,8.39,10.89,6.84,8.15,8.06,10.41,13.89,12.37,10.82,11.63,Upgrade
6,PS Ratio,0.66,0.59,0.86,0.75,0.78,0.88,1.55,2.30,2.27,2.07,2.13,Upgrade
7,PB Ratio,0.46,0.44,0.46,0.43,0.52,0.57,0.82,0.82,1.31,1.04,1.05,Upgrade
8,P/TBV Ratio,1.13,1.13,0.51,0.88,0.59,1.00,0.91,1.06,1.49,1.77,1.26,Upgrade
9,P/FCF Ratio,7.61,6.88,11.17,17.98,3.61,4.13,12.26,10.13,34.33,-,9.22,Upgrade
10,P/OCF Ratio,5.48,5.48,8.18,11.61,3.38,3.72,9.31,7.27,12.63,-,6.50,Upgrade
11,PEG Ratio,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,Upgrade
12,EV/Sales Ratio,0.63,0.56,0.82,0.65,0.61,0.82,1.41,2.07,2.07,1.70,1.77,Upgrade
13,EV/EBITDA Ratio,4.42,4.22,6.62,3.31,3.15,2.23,105.94,-,9.64,5.43,7.91,Upgrade
14,EV/EBIT Ratio,10.79,9.44,23.98,6.76,5.89,2.95,-18.75,-,16.83,7.24,11.32,Upgrade
15,EV/FCF Ratio,7.29,6.44,10.72,15.62,2.82,3.84,11.15,9.10,31.23,-,7.67,Upgrade
16,Debt / Equity Ratio,0.15,0.15,0.10,0.11,0.09,0.11,0.11,0.05,0.07,0.09,0.07,Upgrade
17,Debt / FCF Ratio,2.39,2.39,2.53,4.44,0.61,0.83,1.67,0.63,1.95,-,0.60,Upgrade
18,Return on Capital Employed (ROCE),3.69%,3.69%,1.61%,4.80%,5.98%,15.52%,-3.50%,-,6.47%,10.59%,6.99%,Upgrade
19,Earnings Yield,7.99%,8.85%,1.85%,4.76%,5.34%,-11.85%,101.34%,76.44%,4.68%,7.62%,4.83%,Upgrade
20,FCF Yield,13.13%,14.54%,8.95%,5.56%,27.73%,24.21%,8.16%,9.87%,2.91%,2.58%,10.84%,Upgrade
21,Dividend Yield,2.24%,2.52%,1.21%,1.34%,1.28%,2.14%,1.95%,1.34%,1.33%,1.71%,1.38%,Upgrade
22,Buyback Yield / Dilution,-0.00%,-,-0.00%,-,0.07%,0.00%,-0.18%,-0.12%,0.46%,0.86%,0.52%,Upgrade
23,Total Shareholder Return,2.24%,2.52%,1.21%,1.34%,1.34%,2.14%,1.77%,1.22%,1.79%,2.57%,1.91%,Upgrade
