,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,11.17,11.17,12.29,12.29,11.64,12.91,13.6,11.92,9.55,10.47,8.99,13.54,12.97,13.65,9.14,11.73,10.47,10.37,9.48,12.7,Upgrade
1,Other Revenue,0.08,0.08,0.24,0.24,0.1,0.17,0.48,-,-0.46,0.05,0.04,-,0.08,-,-,-,-,-,-,-,Upgrade
2,Revenue,11.25,11.25,12.53,12.53,11.75,13.08,14.08,11.92,9.1,10.52,9.02,13.54,13.05,13.65,9.14,11.73,10.47,10.37,9.48,12.7,Upgrade
3,Revenue Growth (YoY),-4.21%,-13.98%,-10.97%,5.11%,29.09%,24.35%,55.97%,-11.98%,-30.27%,-22.92%,-1.27%,15.47%,24.60%,31.57%,-3.63%,-7.67%,-17.93%,-20.81%,-26.24%,-6.57%,Upgrade
4,Cost of Revenue,8.09,8.09,8.52,8.52,8.59,8.75,10.52,7.43,7.21,6.88,3.98,7.89,7.85,7.84,7.02,6.79,6.39,6.35,7.7,8.24,Upgrade
5,Gross Profit,3.16,3.16,4.01,4.01,3.15,4.33,3.56,4.49,1.89,3.64,5.05,5.66,5.2,5.81,2.12,4.94,4.09,4.02,1.78,4.47,Upgrade
6,"Selling, General & Admin",-,-,0.02,0.02,-,-,0.21,-,-,-,0.06,-,-,-,-0.95,0.34,-,-,0.86,1.05,Upgrade
7,Other Operating Expenses,1.96,1.96,2.36,2.36,2.24,1.99,1.61,2.12,1.87,1.78,1.72,2.07,2.33,2.05,2.86,1.64,1.94,1.83,1.65,1.63,Upgrade
8,Operating Expenses,4.27,4.27,4.7,4.7,4.6,4.39,4.1,4.48,4.22,4.12,4.17,4.5,4.79,4.5,4.3,4.4,4.4,4.38,5.13,5.32,Upgrade
9,Operating Income,-1.11,-1.11,-0.68,-0.68,-1.44,-0.06,-0.55,0.02,-2.33,-0.48,0.87,1.16,0.41,1.31,-2.19,0.54,-0.31,-0.35,-3.35,-0.85,Upgrade
10,Interest Expense,-0.15,-0.15,-0.1,-0.1,-0.15,-0.16,-0.16,-0.18,-0.21,-0.23,-0.14,-0.11,-0.08,-0.07,-0.1,-0.11,-0.13,-0.15,-0.18,-0.2,Upgrade
11,Interest & Investment Income,0.16,0.16,0.25,0.25,0.05,0.11,0.19,0.11,-,0.11,0.13,0.13,-,0.1,0.01,0.11,-,0.24,0.18,0.29,Upgrade
12,Currency Exchange Gain (Loss),0.09,0.09,0.03,0.03,-0.04,-0.43,0.14,-0.03,-,-0.72,0.11,0.23,-,0.21,-0.04,0.3,-,0.01,-0.14,0.11,Upgrade
13,Other Non Operating Income (Expenses),-,-,-,-,-,-,-0.29,0.16,-,0.01,-0.02,0.04,-,0.03,0,-0,1.65,-,-0,-,Upgrade
14,EBT Excluding Unusual Items,-1.01,-1.01,-0.51,-0.51,-1.58,-0.54,-0.67,0.07,-2.53,-1.31,0.95,1.45,0.33,1.57,-2.32,0.84,1.2,-0.25,-3.49,-0.65,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,0.03,0.03,-0.02,-0.02,0.13,0.09,-,-0.07,0.1,0.03,-,-,-0.11,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-,-,0.69,-,-,Upgrade
17,Asset Writedown,-0.01,-0.01,-0.01,-0.01,-,-,-0,-,-,-,-,-0,-,-,-0.01,-0.01,-,-,-0,-,Upgrade
18,Other Unusual Items,-,-,-,-,-,-,-,-,-,0.58,-,-,-,-,-,0.69,-,0.59,0.17,-,Upgrade
19,Pretax Income,-1.02,-1.02,-0.49,-0.49,-1.6,-0.55,-0.54,0.17,-2.53,-0.8,1.05,1.47,0.33,1.57,-2.44,1.52,1.2,1.03,-3.32,-0.65,Upgrade
20,Income Tax Expense,-,-,-0.01,-0.01,-,-,-0.11,0,-,-,0.27,-,-,0,-0.05,-,-,-,-0.08,0.08,Upgrade
21,Earnings From Continuing Operations,-1.02,-1.02,-0.48,-0.48,-1.6,-0.55,-0.42,0.16,-2.53,-0.8,0.77,1.47,0.33,1.57,-2.39,1.52,1.2,1.03,-3.25,-0.73,Upgrade
22,Minority Interest in Earnings,0,0,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,-0.07,-0.01,-0.09,-0.06,0.08,-0.09,-0.24,-0.16,0.91,0.47,Upgrade
23,Net Income,-1.02,-1.02,-0.46,-0.46,-1.58,-0.54,-0.4,0.17,-2.52,-0.79,0.71,1.46,0.25,1.51,-2.31,1.43,0.96,0.87,-2.33,-0.26,Upgrade
24,Net Income to Common,-1.02,-1.02,-0.46,-0.46,-1.58,-0.54,-0.4,0.17,-2.52,-0.79,0.71,1.46,0.25,1.51,-2.31,1.43,0.96,0.87,-2.33,-0.26,Upgrade
25,Net Income Growth,-,-,-,-,-,-,-,-88.44%,-,-,-,2.52%,-74.45%,72.85%,-,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),397,397,397,397,397,397,397,397,397,397,397,397,397,397,402,405,406,473,486,486,Upgrade
27,Shares Outstanding (Diluted),397,397,397,397,397,397,397,397,397,397,397,397,397,397,402,405,406,473,486,486,Upgrade
28,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-,-1.24%,-2.14%,-2.21%,-16.04%,-17.30%,-16.53%,-16.48%,-2.71%,0.01%,-,Upgrade
29,EPS (Basic),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,-0.00,-0.00,Upgrade
30,EPS (Diluted),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,-0.00,-0.00,Upgrade
31,EPS Growth,-,-,-,-,-,-,-,-89.17%,-,-,-,5.29%,-74.72%,111.23%,-,-,-,-,-,-,Upgrade
32,Free Cash Flow,0.42,0.42,3.45,3.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Free Cash Flow Per Share,0.00,0.00,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,Gross Margin,28.12%,28.12%,32.04%,32.04%,26.85%,33.13%,25.29%,37.68%,20.80%,34.59%,55.92%,41.77%,39.85%,42.55%,23.16%,42.12%,39.02%,38.80%,18.80%,35.15%,Upgrade
35,Operating Margin,-9.84%,-9.84%,-5.46%,-5.46%,-12.29%,-0.45%,-3.87%,0.13%,-25.58%,-4.54%,9.69%,8.57%,3.12%,9.61%,-23.93%,4.62%,-3.00%,-3.40%,-35.30%,-6.68%,Upgrade
36,Profit Margin,-9.04%,-9.04%,-3.69%,-3.69%,-13.49%,-4.12%,-2.85%,1.42%,-27.69%,-7.47%,7.81%,10.80%,1.89%,11.06%,-25.26%,12.16%,9.20%,8.42%,-24.58%,-2.01%,Upgrade
37,Free Cash Flow Margin,3.76%,3.76%,27.57%,27.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
38,EBITDA,-0.62,-0.62,-0.19,-0.19,-0.89,0.5,0.01,0.56,-1.81,0.06,1.42,1.71,0.96,1.86,-1.64,1.25,0.28,0.35,-2.64,0.3,Upgrade
39,EBITDA Margin,-5.52%,-5.52%,-1.50%,-1.50%,-7.54%,3.79%,0.07%,4.68%,-19.85%,0.61%,15.69%,12.61%,7.36%,13.62%,-17.94%,10.63%,2.69%,3.39%,-27.87%,2.35%,Upgrade
40,D&A For EBITDA,0.49,0.49,0.5,0.5,0.56,0.55,0.55,0.54,0.52,0.54,0.54,0.55,0.55,0.55,0.55,0.7,0.6,0.7,0.7,1.15,Upgrade
41,EBIT,-1.11,-1.11,-0.68,-0.68,-1.44,-0.06,-0.55,0.02,-2.33,-0.48,0.87,1.16,0.41,1.31,-2.19,0.54,-0.31,-0.35,-3.35,-0.85,Upgrade
42,EBIT Margin,-9.84%,-9.84%,-5.46%,-5.46%,-12.29%,-0.45%,-3.87%,0.13%,-25.58%,-4.54%,9.69%,8.57%,3.12%,9.61%,-23.93%,4.62%,-3.00%,-3.40%,-35.30%,-6.68%,Upgrade
43,Effective Tax Rate,-,-,-,-,-,-,-,0.61%,-,-,26.20%,-,-,0.13%,-,-,-,-,-,-,Upgrade
