,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,148.04,357.06,169.68,310.97,324.46,391.78,258.45,252.57,295.26,274.41
1,Revenue Growth (YoY),-12.75%,14.82%,-47.70%,-20.63%,25.54%,55.12%,-12.47%,-7.96%,8.59%,-2.68%
2,Cost of Revenue,132.24,309.69,156.87,316.02,293.37,369.02,244.1,217.81,280.42,248.03
3,Gross Profit,15.8,47.37,12.82,-5.05,31.09,22.77,14.35,34.76,14.83,26.38
4,"Selling, General & Admin",99.54,175.24,92.85,92.66,71.95,63.84,22.34,19.95,16.24,18.03
5,Other Operating Expenses,-3.05,-2.61,-2.48,-0.99,-2.4,-2.09,-3.85,-0.65,-7.18,-0.04
6,Operating Expenses,94.79,171.73,91.27,91.51,69.7,62.13,18.11,14.75,13.61,17.99
7,Operating Income,-78.99,-124.36,-78.45,-96.56,-38.61,-39.37,-3.76,20.01,1.22,8.4
8,Interest Expense,-8.99,-8.85,-9.75,-11.3,-1.4,-0.71,-0.49,-,-0.48,-0.62
9,Interest & Investment Income,0.12,0.23,0.13,0.01,0.55,0.07,0.44,0.32,0.28,0.18
10,Currency Exchange Gain (Loss),2.84,-5.85,0.65,0.95,-5.63,-2.93,-0.12,-0.39,-0.83,-0.44
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-0.25,-,-0.2
12,EBT Excluding Unusual Items,-85.03,-138.83,-87.42,-106.9,-45.09,-42.94,-3.94,19.71,0.2,7.33
13,Gain (Loss) on Sale of Investments,-,-0.26,-,-0.73,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,-0.03,-3.86,2.9,-0.05,-0.43,-0.12,-,0.42,-,0.32
15,Other Unusual Items,-,0.05,-,-,0.2,0.04,-,-,-,-
16,Pretax Income,-85.06,-142.9,-84.52,-107.67,-45.31,-43.02,-3.94,20.13,0.2,7.65
17,Income Tax Expense,0.15,-7.41,3.51,0,1.31,5.92,0.2,3.37,-0.36,0.09
18,Earnings From Continuing Operations,-85.21,-135.49,-88.02,-107.68,-46.62,-48.94,-4.14,16.76,0.56,7.55
19,Earnings From Discontinued Operations,-1.19,-,0.73,-,-,-,-,-,-,-
20,Net Income to Company,-86.4,-135.49,-87.29,-107.68,-46.62,-48.94,-4.14,16.76,0.56,7.55
21,Minority Interest in Earnings,14.76,11.64,0,0,-,-,-,-,-,-
22,Net Income,-71.64,-123.85,-87.29,-107.68,-46.62,-48.94,-4.14,16.76,0.56,7.55
23,Net Income to Common,-71.64,-123.85,-87.29,-107.68,-46.62,-48.94,-4.14,16.76,0.56,7.55
24,Net Income Growth,-,-,-,-,-,-,-,121.91%,-96.87%,137.55%
25,Shares Outstanding (Basic),329,310,309,309,309,303,300,300,300,300
26,Shares Outstanding (Diluted),329,310,309,309,309,303,300,300,300,300
27,Shares Change (YoY),6.34%,0.40%,-,2.11%,3.00%,0.87%,-,-,-,6.49%
28,EPS (Basic),-0.22,-0.40,-0.28,-0.35,-0.15,-0.16,-0.01,0.06,0.00,0.03
29,EPS (Diluted),-0.22,-0.40,-0.28,-0.35,-0.15,-0.16,-0.01,0.06,0.00,0.03
30,EPS Growth,-,-,-,-,-,-,-,121.91%,-96.87%,123.07%
31,Free Cash Flow,-39.22,-169.19,-153.64,-108.88,-178.71,-320.46,-113.7,26.24,24.79,-3.18
32,Free Cash Flow Per Share,-0.12,-0.55,-0.50,-0.35,-0.58,-1.06,-0.38,0.09,0.08,-0.01
33,Operating Margin,-53.36%,-34.83%,-46.24%,-31.05%,-11.90%,-10.05%,-1.46%,7.92%,0.41%,3.06%
34,Profit Margin,-48.39%,-34.69%,-51.45%,-34.63%,-14.37%,-12.49%,-1.60%,6.64%,0.19%,2.75%
35,Free Cash Flow Margin,-26.49%,-47.39%,-90.54%,-35.01%,-55.08%,-81.80%,-43.99%,10.39%,8.40%,-1.16%
36,EBITDA,-68.26,-110.06,-63.35,-83.66,-29.88,-34.87,-0.17,22.75,4.34,8.99
37,D&A For EBITDA,10.73,14.3,15.11,12.9,8.73,4.49,3.6,2.73,3.12,0.59
38,EBIT,-78.99,-124.36,-78.45,-96.56,-38.61,-39.37,-3.76,20.01,1.22,8.4
39,Advertising Expenses,0.09,-,1.19,-,0.21,-,-,-,-,-
