,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,31.38,70.23,38.99,41.47,101.48,91.43,88.22,178.9,116.37,107.86
1,Short-Term Investments,2.84,2.5,3.37,1.63,1.62,6.15,0.14,7.33,0.09,15.96
2,Trading Asset Securities,-,-,-,-,-,-,-,0.4,-,-
3,Cash & Short-Term Investments,34.21,72.73,42.36,43.1,103.1,97.59,88.36,186.63,116.46,123.82
4,Cash Growth,-19.24%,68.75%,-58.91%,-55.84%,16.69%,-47.71%,-24.13%,50.73%,-22.68%,-10.11%
5,Accounts Receivable,95.14,159.23,131.13,127.45,141.55,143.78,166.46,112.12,274.25,161.36
6,Other Receivables,32.08,32.54,14.37,34.38,47.12,22.03,11.97,5.94,0.21,0.49
7,Receivables,127.22,191.77,145.51,161.83,188.67,165.81,178.42,118.06,274.47,161.85
8,Inventory,59.63,106.71,106.42,129.2,161.5,161.93,124.96,80.53,75.76,52.53
9,Prepaid Expenses,52.08,15.89,44.48,18.46,-,44.61,-,-,-,-
10,Restricted Cash,-,-,-,-,-,-,-,-,-,0.18
11,Other Current Assets,89.07,10,10,198.34,43.82,27.5,66.7,50.24,38.15,21.27
12,Total Current Assets,362.21,397.09,348.77,550.93,497.09,497.44,458.44,435.46,504.84,359.64
13,"Property, Plant & Equipment",690.69,693.94,710.36,634.11,678.08,428.17,187.84,121.78,75.17,78.57
14,Long-Term Investments,0.92,0.92,1.17,1.17,7.5,-,-,-,-,-
15,Other Intangible Assets,4.51,4.97,5.49,5.51,0.71,0.79,0.98,1.28,1.46,1.74
16,Long-Term Deferred Tax Assets,3.49,3.78,3.13,3.16,0.23,0.23,2.46,1.39,1.62,0.59
