,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,65.7,13.68,30,33.02,17.86,14.25,33.76,22.45,19.25,11.76,7.94,11.84,9.07,28.81,29.41,12.62,25.53,34.52,46.74,59.43,Upgrade
1,Cash & Short-Term Investments,65.7,13.68,30,33.02,17.86,14.25,33.76,22.45,19.25,11.76,7.94,11.84,9.07,28.81,29.41,12.62,25.53,34.52,46.74,59.43,Upgrade
2,Cash Growth,267.80%,-3.96%,-11.16%,47.08%,-7.19%,21.19%,325.21%,89.53%,112.12%,-59.19%,-73.00%,-6.14%,-64.45%,-16.56%,-37.06%,-78.76%,199.73%,22.10%,2.80%,43.85%,Upgrade
3,Accounts Receivable,182.93,145.6,108.62,167.05,145.3,107.43,70.36,138.05,144.73,156.67,132.27,165.42,135.17,115.3,155.18,170.08,123.99,105.7,84.66,175.74,Upgrade
4,Other Receivables,3.87,2.29,2.08,3.12,1.63,2.76,1.53,2.4,0.92,1.02,1.55,3.16,2.07,6.53,2.36,9.57,2.32,6.03,4.71,9.25,Upgrade
5,Receivables,186.8,147.89,110.71,170.17,146.93,110.2,71.9,140.46,145.66,157.69,133.83,168.58,137.24,121.83,157.53,179.64,126.3,111.73,89.38,184.99,Upgrade
6,Inventory,2.63,4.9,2.19,2.17,3.12,2.95,2.61,2.88,2.03,0.84,0.98,0.29,1.33,1.33,1.19,0.91,2.77,3.32,0.44,0.45,Upgrade
7,Prepaid Expenses,-,-,-,-,-,-,-,-,-,0.01,-,0.03,-,-,-,0.01,-,0.05,-,0.02,Upgrade
8,Other Current Assets,9.12,6.71,5.06,4.9,7.6,10.55,6.97,3.72,7.24,4.2,5.53,5.06,10.3,3.4,11.85,2.49,10.11,5.34,11.35,4.52,Upgrade
