,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters
0,Revenue,232024,232705,222519,228284,201220,252883,218927,273586,249120,260086,273817,222855,226062,238747,239149,211024,247789,234924,266861,240147,Upgrade
1,Revenue Growth (YoY),15.31%,-7.98%,1.64%,-16.56%,-19.23%,-2.77%,-20.05%,22.76%,10.20%,8.94%,14.50%,5.61%,-8.77%,1.63%,-10.38%,-12.13%,4.63%,-1.47%,7.54%,5.28%,Upgrade
2,Cost of Revenue,212579,211457,201235,204924,180694,226120,198712,249442,227629,239288,251477,203116,205672,216917,216312,190926,225899,213297,243625,218906,Upgrade
3,Gross Profit,19445,21248,21284,23360,20527,26763,20215,24144,21491,20798,22340,19739,20390,21830,22837,20098,21890,21627,23236,21242,Upgrade
4,"Selling, General & Admin",9791,10995,10469,10755,9788,12689,11127,13051,10758,10460,10181,9300,10816,9389,8841,8907,10130,9788,9406,8513,Upgrade
5,Operating Expenses,9791,10995,10469,10755,9788,12689,11127,13051,10758,10460,10181,9300,10816,9389,8841,8907,10130,9788,9406,8513,Upgrade
6,Operating Income,9655,10253,10815,12605,10738,14074,9088,11093,10732,10338,12159,10439,9574,12441,13996,11191,11759,11839,13830,12729,Upgrade
7,Interest Expense,-1196,-1866,-2073,-3261,-3305,-3822,-2873,-2552,-2041,-3034,-2911,-2258,-2667,-2896,-3139,-2917,-3350,-3512,-3900,-3409,Upgrade
8,Interest & Investment Income,803.95,649.29,633.03,868.85,718.18,793.88,1899,590.3,966.56,1184,467.83,384.6,-,550.92,747.9,228.31,143.6,393.09,137.86,173.74,Upgrade
9,Other Non Operating Income (Expenses),-636.81,-646.44,-525.23,-584.76,-66.61,-2001,-205.32,-239.66,-146.65,-422.94,-335.16,-260.36,271.75,-487.95,-1591,-201.39,-165.12,-245.07,-292.16,-1.86,Upgrade
10,EBT Excluding Unusual Items,8626,8389,8850,9628,8085,9045,7909,8892,9512,8065,9381,8305,7179,9608,10014,8300,8388,8475,9776,9492,Upgrade
11,Pretax Income,8626,8389,8850,9628,8085,9045,7909,8892,9512,8065,9381,8305,7179,9608,10014,8300,8388,8475,9776,9492,Upgrade
12,Income Tax Expense,1809,1870,1883,1982,1595,2809,1609,1781,1897,1636,1913,1694,1389,2014,2216,1812,1733,2033,1980,1935,Upgrade
13,Net Income,6817,6519,6967,7646,6489,6236,6301,7111,7614,6429,7468,6611,5789,7594,7798,6488,6655,6443,7796,7557,Upgrade
14,Net Income to Common,6817,6519,6967,7646,6489,6236,6301,7111,7614,6429,7468,6611,5789,7594,7798,6488,6655,6443,7796,7557,Upgrade
15,Net Income Growth,5.05%,4.54%,10.58%,7.53%,-14.77%,-3.00%,-15.63%,7.56%,31.52%,-15.34%,-4.23%,1.90%,-13.01%,17.86%,0.03%,-14.15%,-4.50%,-1.88%,-6.45%,5.38%,Upgrade
16,Shares Outstanding (Basic),7,7,8,8,6,7,8,8,8,8,7,8,8,8,7,8,8,8,8,7,Upgrade
17,Shares Outstanding (Diluted),7,7,8,8,6,7,8,8,8,8,7,8,8,8,7,8,8,8,8,7,Upgrade
18,Shares Change (YoY),17.30%,0.00%,0.00%,0.04%,-14.77%,-0.02%,0.04%,-0.04%,-0.09%,-0.03%,-0.00%,0.05%,0.07%,0.05%,-0.03%,0.05%,0.02%,-0.05%,-0.01%,-0.06%,Upgrade
