,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,34421,41257,45539,34805,31542,42407,38410,19465,14953,19114,14343,Upgrade
1,Market Cap Growth,18.54%,18.54%,44.38%,-17.92%,-17.88%,117.86%,156.87%,1.84%,4.25%,-8.78%,-36.43%,Upgrade
2,Enterprise Value,22899,34460,39032,29922,20986,43647,48910,38958,35739,35258,27924,Upgrade
3,Last Close Price,26.15,28.64,31.20,22.93,19.19,22.78,18.46,9.89,7.44,6.97,7.62,Upgrade
4,PE Ratio,5.89,7.06,6.90,3.59,2.14,2.23,2.67,4.34,-,-,3.53,Upgrade
5,PS Ratio,1.25,1.25,1.26,0.84,0.62,0.76,0.84,0.63,0.78,0.92,0.65,Upgrade
6,PB Ratio,0.92,0.92,1.04,0.77,0.75,1.00,1.02,0.56,0.49,0.62,0.41,Upgrade
7,P/TBV Ratio,0.93,0.93,1.05,0.79,0.76,1.01,1.04,0.57,0.51,0.63,0.42,Upgrade
8,P/FCF Ratio,6.01,6.01,6.20,10.23,-,1.34,1.69,2.10,2568.25,-,2.83,Upgrade
9,P/OCF Ratio,4.02,4.02,4.32,5.18,1.56,1.23,1.59,1.81,9.21,5.28,2.11,Upgrade
10,EV/Sales Ratio,0.68,1.05,1.08,0.72,0.41,0.78,1.07,1.27,1.87,1.70,1.27,Upgrade
11,EV/EBITDA Ratio,2.01,3.18,2.88,1.63,0.77,1.30,1.92,3.21,11.92,10.25,4.94,Upgrade
12,EV/EBIT Ratio,2.96,4.63,4.22,2.15,0.98,1.57,2.38,5.49,-,-,13.24,Upgrade
13,EV/FCF Ratio,3.34,5.02,5.32,8.79,-,1.38,2.15,4.21,6138.25,-,5.51,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.02,0.08,0.52,0.56,0.76,0.81,0.48,Upgrade
15,Debt / FCF Ratio,0.08,0.08,0.09,0.23,-,0.11,0.86,2.11,3975.00,-,3.29,Upgrade
16,Return on Capital Employed (ROCE),13.92%,13.92%,17.49%,25.59%,41.56%,51.00%,31.24%,11.40%,-,-,4.10%,Upgrade
17,Earnings Yield,16.98%,14.17%,14.48%,27.83%,46.65%,44.81%,37.42%,23.04%,-69.07%,-32.55%,28.35%,Upgrade
18,FCF Yield,19.94%,16.64%,16.12%,9.78%,52.15%,74.71%,59.19%,47.51%,0.04%,10.20%,35.33%,Upgrade
19,Dividend Yield,8.73%,-,-,16.14%,29.08%,28.55%,15.44%,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,0.14%,0.27%,0.02%,0.50%,0.21%,0.16%,-0.63%,-0.87%,0.40%,-,0.16%,Upgrade
21,Total Shareholder Return,0.14%,0.27%,0.02%,16.64%,29.29%,28.71%,14.81%,-0.87%,0.40%,-,0.16%,Upgrade
