,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Operating Revenue,3722,3138,3802,3976,5772,4776,3629,1775,1504,1969,Upgrade
1,Other Revenue,-3,3,19,2,-16,35,4,-,-,-,Upgrade
2,Revenue,3719,3141,3821,3978,5756,4811,3633,1775,1504,1969,Upgrade
3,Revenue Growth (YoY),-2.67%,-21.04%,-33.62%,-17.31%,58.44%,171.04%,141.56%,-9.85%,-29.59%,-16.43%,Upgrade
4,Cost of Revenue,1807,1665,1564,1688,1765,1454,1384,1068,954,1154,Upgrade
5,Gross Profit,1912,1476,2257,2290,3991,3357,2249,707,550,815,Upgrade
6,"Selling, General & Admin",398,403,385,350,334,331,297,285,275,296,Upgrade
7,Other Operating Expenses,153,136,162,157,186,111,109,83,77,102,Upgrade
8,Operating Expenses,901,939,1017,918,1249,862,940,765,770,784,Upgrade
9,Operating Income,1011,537,1240,1372,2742,2495,1309,-58,-220,31,Upgrade
10,Interest Expense,-4,-4,-5,-15,-28,-126,-86,-121,-77,-98,Upgrade
11,Earnings From Equity Investments,25,4,13,16,74,72,71,-14,-24,-35,Upgrade
12,Currency Exchange Gain (Loss),99,50,-31,23,102,62,28,24,-44,36,Upgrade
13,Other Non Operating Income (Expenses),10,-,5,-,-279,-,-24,2,2,2,Upgrade
14,EBT Excluding Unusual Items,1141,587,1222,1396,2611,2503,1298,-167,-363,-64,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-1390,-2,Upgrade
16,Other Unusual Items,-23,-16,-27,-8,25,-48,-18,-10,17,659,Upgrade
17,Pretax Income,1118,571,1195,1388,2636,2455,1280,-177,-1736,593,Upgrade
18,Income Tax Expense,322,151,349,415,788,717,360,-48,-91,-12,Upgrade
19,Net Income,796,420,846,973,1848,1738,920,-129,-1645,605,Upgrade
20,Net Income to Common,796,420,846,973,1848,1738,920,-129,-1645,605,Upgrade
21,Net Income Growth,-5.91%,-56.83%,-54.22%,-44.02%,100.87%,-,-,-,-,7.27%,Upgrade
22,Shares Outstanding (Basic),1318,1316,1317,1318,1320,1320,1325,1316,1320,1320,Upgrade
23,Shares Outstanding (Diluted),1320,1322,1323,1322,1330,1325,1332,1316,1320,1322,Upgrade
24,Shares Change (YoY),-0.27%,-0.02%,-0.50%,-0.21%,-0.16%,0.63%,0.87%,-0.40%,-,-0.16%,Upgrade
25,EPS (Basic),0.60,0.32,0.64,0.74,1.40,1.32,0.69,-0.10,-1.25,0.46,Upgrade
26,EPS (Diluted),0.60,0.32,0.64,0.73,1.39,1.31,0.69,-0.10,-1.25,0.46,Upgrade
27,EPS Growth,-5.62%,-56.68%,-54.16%,-44.05%,101.32%,-,-,-,-,7.51%,Upgrade
28,Free Cash Flow,864,564,845,-206,3360,2618,1587,44,-43,369,Upgrade
29,Free Cash Flow Per Share,0.65,0.43,0.64,-0.16,2.53,1.98,1.19,0.03,-0.03,0.28,Upgrade
30,Dividend Per Share,-,-,0.325,0.370,0.700,0.527,-,-,-,-,Upgrade
31,Dividend Growth,-,-,-53.57%,-29.80%,-,-,-,-,-,-,Upgrade
32,Operating Margin,27.18%,17.10%,32.45%,34.49%,47.64%,51.86%,36.03%,-3.27%,-14.63%,1.57%,Upgrade
33,Profit Margin,21.40%,13.37%,22.14%,24.46%,32.11%,36.13%,25.32%,-7.27%,-109.38%,30.73%,Upgrade
34,Free Cash Flow Margin,23.23%,17.96%,22.11%,-5.18%,58.37%,54.42%,43.68%,2.48%,-2.86%,18.74%,Upgrade
35,EBITDA,1316,937,1661,1783,3426,2915,1802,339,176,399,Upgrade
36,D&A For EBITDA,305,400,421,411,684,420,493,397,396,368,Upgrade
37,EBIT,1011,537,1240,1372,2742,2495,1309,-58,-220,31,Upgrade
