,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,588.4,593.84,822.32,863.06,799.69,762.78,680.78,689.46,746.1,798.14,793.6,884.04,613.03,1061,-,339.25,-,346.1,-
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-
2,Trading Asset Securities,180,200,-,-,-,-,-,-,-,-,-,-,120,-,-,100,-,-,-
3,Cash & Short-Term Investments,768.4,793.84,822.32,863.06,799.69,762.78,680.78,689.46,746.1,798.14,793.6,884.04,733.03,1061,459.25,459.25,-,346.1,220.39
4,Cash Growth,-3.91%,4.07%,20.79%,25.18%,7.18%,-4.43%,-14.22%,-22.01%,1.78%,-24.75%,72.80%,92.50%,-,206.46%,108.38%,-,-,-,-
5,Accounts Receivable,188.2,188.86,222.46,196.3,207.85,227.21,291.83,264.29,224.83,247.4,251.46,176.93,146.34,209.3,-,226.55,-,222.21,-
6,Other Receivables,4.3,3.31,5.37,5.16,5.15,4.98,4.45,5.32,5.27,4.87,5.61,4.91,8.14,7.73,-,6.74,-,8.71,-
7,Receivables,192.49,192.16,227.83,201.46,213,232.19,296.29,269.61,230.1,252.27,257.07,181.84,154.49,217.03,-,233.29,-,230.92,-
8,Inventory,126.69,119.55,116.56,114.82,108.19,117.04,160.2,182.42,179.7,154.81,118.42,153.95,151.7,108.72,-,127.75,-,163.78,-
