,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,170,170,169,257,177,166,163,200,202,187,251,Upgrade
1,Market Cap Growth,-33.70%,-33.70%,-4.80%,54.70%,8.70%,-17.02%,-19.01%,6.82%,-19.77%,-40.81%,-26.25%,Upgrade
2,Enterprise Value,-193,-176,-174,-114,-194,-219,-241,-157,-209,-171,-38,Upgrade
3,Last Close Price,0.12,0.12,0.12,0.18,0.13,0.12,0.12,0.14,0.14,0.13,0.18,Upgrade
4,PE Ratio,-,-,-,-,-519.76,-,8.11,-,75.01,-,12.55,Upgrade
5,PS Ratio,3.36,3.36,2.38,1.55,0.97,0.67,0.62,1.27,1.48,0.59,0.74,Upgrade
6,PB Ratio,0.35,0.36,0.36,0.53,0.36,0.33,0.32,0.42,0.42,0.40,0.52,Upgrade
7,P/TBV Ratio,0.35,0.35,0.34,0.52,0.35,0.33,0.32,0.42,0.41,0.39,0.52,Upgrade
8,P/FCF Ratio,-,-80.11,-,-,-,-,2.39,-14.80,-,1.91,1.43,Upgrade
9,P/OCF Ratio,-,-111.26,-,-,-,-,2.30,-18.21,-,1.90,1.43,Upgrade
10,EV/FCF Ratio,90.65,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.00,0.00,0.03,0.03,Upgrade
12,Debt / FCF Ratio,-,-4.26,-,-,-,-,0.12,-0.05,-,0.16,0.09,Upgrade
13,Return on Capital Employed (ROCE),-,-,-,1.59%,1.78%,10.99%,9.23%,-,-,-,8.07%,Upgrade
14,Earnings Yield,-1.43%,-1.43%,-1.89%,0.05%,-0.19%,15.99%,12.33%,2.16%,1.33%,4.50%,7.97%,Upgrade
15,FCF Yield,-1.25%,-1.25%,-19.60%,-12.14%,-12.47%,2.28%,41.89%,-6.75%,-2.58%,52.47%,69.97%,Upgrade
