,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,281,275,615,495,428,174,129,184,125,183,175
1,Market Cap Growth,-44.32%,-44.32%,43.75%,183.92%,230.69%,-5.25%,3.67%,0.36%,-28.68%,-43.62%,-70.34%
2,Enterprise Value,558,518,833,622,534,320,586,353,361,650,556
3,Last Close Price,0.10,0.10,0.23,0.18,0.16,0.15,0.14,0.20,0.13,0.19,0.17
4,Forward PE,-,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.48
5,PS Ratio,1.50,1.47,2.97,2.74,2.87,0.53,0.21,0.23,0.17,0.24,0.16
6,PB Ratio,-1.05,-1.05,-3.66,-3.24,-2.88,-0.97,-2.06,5.75,1.37,1.61,0.79
7,P/TBV Ratio,-,-,-,-,-,-,-,5.57,1.37,1.61,0.79
8,P/FCF Ratio,-,-,-28.62,-,-,-,1.42,-,-,2.36,1.49
9,P/OCF Ratio,-,-,-35.99,-,-,-,1.37,-,-,1.32,1.18
10,EV/Sales Ratio,2.99,2.77,4.02,3.44,3.58,0.97,0.95,0.44,0.50,0.85,0.51
11,EV/FCF Ratio,-159.44,-,-38.76,-,-,-,6.42,-,-,8.36,4.74
12,Debt / Equity Ratio,-1.13,-1.13,-1.58,-1.70,-1.35,-1.01,-3.12,17.42,2.84,3.16,2.81
13,Debt / FCF Ratio,-,-,-12.37,-,-,-,2.15,-,-,4.63,5.28
14,Earnings Yield,-39.51%,-40.27%,-4.43%,-19.54%,-52.76%,-136.95%,-115.27%,-29.83%,-86.77%,-89.05%,-89.77%
15,FCF Yield,-1.25%,-1.27%,-3.49%,-38.35%,-40.73%,160.03%,70.58%,-205.20%,-108.99%,42.43%,66.97%
16,Buyback Yield / Dilution,-18.97%,-,-46.82%,-158.73%,-97.08%,-11.84%,5.85%,9.87%,1.52%,-2.54%,0.32%
17,Total Shareholder Return,-18.97%,-,-46.82%,-158.73%,-97.08%,-11.84%,5.85%,9.87%,1.52%,-2.54%,0.32%
