,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7.49,4.75,4.32,7.59,28.66,13.49,54.26,35.97,65.66,71.05
1,Short-Term Investments,9.04,10.2,28.76,52.31,32.67,26.12,28.1,39.76,46.94,65.21
2,Cash & Short-Term Investments,16.52,14.96,33.09,59.9,61.34,39.61,82.36,75.73,112.6,136.26
3,Cash Growth,-50.06%,-75.03%,-46.06%,51.25%,-25.52%,-47.70%,-26.86%,-44.42%,22.65%,-22.67%
4,Accounts Receivable,17.55,17.41,38.33,33.14,30.72,39.87,82.53,140.38,93.51,217.02
5,Other Receivables,120.62,176.26,185.93,185.87,193.35,179.82,172.79,92.85,31.61,-
6,Receivables,138.17,193.67,224.26,219.01,224.08,219.7,255.32,233.23,125.12,217.02
7,Inventory,22.03,26.92,29.09,25.41,59.08,83.18,169.97,171.23,145.16,169.51
8,Other Current Assets,5.15,5.4,9.85,12.41,16.79,23.69,305.32,136.76,249.35,279.28
9,Total Current Assets,181.87,240.95,296.28,316.74,361.29,366.17,812.97,616.95,632.23,802.07
10,"Property, Plant & Equipment",28.35,41.43,38.82,50.16,10.11,8.71,18.09,55.77,183.88,299.45
11,Long-Term Investments,1.65,1.6,11.13,-,-,-,-,-,-,-
12,Long-Term Deferred Tax Assets,-,-,-,-,-,-,3.55,4.14,7.81,9.02
13,Other Long-Term Assets,-,-,-,-,-,-,-,-,247.39,234.43
14,Total Assets,211.87,283.98,346.23,366.9,371.4,374.88,834.62,676.85,1071,1345
15,Accounts Payable,37.25,46.07,93.7,143.94,161.26,179.15,248.34,265.24,371.87,389.33
16,Accrued Expenses,6.1,8.27,10.37,11.98,12.19,11.02,27.43,11.23,14.87,20.3
17,Short-Term Debt,-,-,96.6,-,68.17,64.62,166.16,94.73,23.85,220.82
18,Current Portion of Long-Term Debt,193.26,136.02,26.78,90.73,69.5,69.98,68.2,84.36,94.17,99.99
19,Current Portion of Leases,15.72,20.74,22.62,25.13,10.71,13.03,15.14,17.26,37.3,46.5
20,Current Income Taxes Payable,3.02,2.94,3,2.86,3.53,3.38,2.98,3.75,7.41,18.97
21,Current Unearned Revenue,5.62,7.21,12.06,11.05,10.36,9.86,13.45,13.24,33.82,24.84
22,Other Current Liabilities,129.02,130.72,128.06,151.28,181.96,63.02,52.55,88.54,211.2,138.04
23,Total Current Liabilities,389.99,351.97,393.18,436.97,517.68,414.05,594.25,578.35,794.48,958.8
24,Long-Term Debt,53.7,67.18,82.34,39.07,-,-,199.2,-,59.19,9.6
25,Long-Term Leases,11.98,17.36,12.07,22.32,6.73,11.97,14.53,21.63,113.35,176.71
26,Long-Term Deferred Tax Liabilities,-,-,-,-,0.03,0.03,0.04,0.12,0.56,2.89
27,Total Liabilities,455.66,436.51,487.59,498.36,524.44,426.05,808.02,600.11,967.57,1148
28,Common Stock,19.21,19.21,19.21,19.21,8.19,6.91,6.91,6.91,6.91,6.91
29,Additional Paid-In Capital,258.76,258.76,258.76,258.76,171.16,153.07,153.07,153.07,153.07,153.07
30,Retained Earnings,-507.01,-408.41,-397.48,-383.69,-308,-184.01,-104.28,-62.5,-230.79,-143.42
31,Treasury Stock,-8.99,-8.99,-8.99,-8.99,-8.99,-8.99,-8.99,-8.99,-6.9,-2.27
32,Comprehensive Income & Other,-5.76,-6.81,-7.16,-12.31,-12.01,-16.53,-19.28,-11.93,181.74,182.94
33,Total Common Equity,-243.79,-146.25,-135.67,-127.02,-149.66,-49.54,27.43,76.57,104.03,197.23
34,Minority Interest,-,-6.28,-5.69,-4.44,-3.39,-1.63,-0.84,0.18,-0.3,-0.26
35,Shareholders' Equity,-243.79,-152.53,-141.36,-131.46,-153.04,-51.17,26.59,76.74,103.73,196.97
36,Total Liabilities & Equity,211.87,283.98,346.23,366.9,371.4,374.88,834.62,676.85,1071,1345
37,Total Debt,274.66,241.3,240.4,177.25,155.1,159.6,463.23,217.98,327.85,553.62
38,Net Cash (Debt),-258.13,-226.35,-207.32,-117.35,-93.77,-119.99,-380.87,-142.25,-215.25,-417.36
39,Net Cash Per Share,-0.10,-0.08,-0.08,-0.06,-0.09,-0.13,-0.41,-0.14,-0.21,-0.42
40,Filing Date Shares Outstanding,2674,2674,2674,2674,1124,924.19,924.19,924.19,945.5,985.2
41,Total Common Shares Outstanding,2674,2674,2674,2674,1124,924.19,924.19,924.19,945.5,985.2
42,Working Capital,-208.12,-111.02,-96.9,-120.23,-156.39,-47.88,218.72,38.59,-162.25,-156.73
43,Book Value Per Share,-0.09,-0.05,-0.05,-0.05,-0.13,-0.05,0.03,0.08,0.11,0.20
44,Tangible Book Value,-243.79,-146.25,-135.67,-127.02,-149.66,-49.54,27.43,76.57,104.03,197.23
45,Tangible Book Value Per Share,-0.09,-0.05,-0.05,-0.05,-0.13,-0.05,0.03,0.08,0.11,0.20
46,Buildings,-,-,-,-,-,-,-,31.12,-,33.21
47,Machinery,-,28.77,-,30.87,-,30.73,-,34.63,-,42.3
48,Construction In Progress,-,0.94,-,1.33,-,1.33,-,1.22,-,18.08
49,Leasehold Improvements,-,18.12,-,22.27,-,19.2,-,22.72,-,27.42
